,emg1_var,emg2_var,emg3_var,emg4_var,emg5_var,emg6_var,emg7_var,emg8_var,emg1_mav,emg2_mav,emg3_mav,emg4_mav,emg5_mav,emg6_mav,emg7_mav,emg8_mav,emg1_wl,emg2_wl,emg3_wl,emg4_wl,emg5_wl,emg6_wl,emg7_wl,emg8_wl,label
0,-0.8210356096630346,-1.215180002744454,-1.0095776116971054,-0.38635663610352,-0.11150955099752176,0.42959010997360747,1.6517980142815365,-0.6501647396287675,-0.8499704232138702,-1.4914975959803862,-1.1273597326323601,-0.1811382290867015,-0.09451963421825517,-0.025421888607239443,1.2108057933476504,-0.6835807548873492,-0.591722245086994,0.23844422661856726,0.5562090920458208,-0.19341479375558016,-0.6138098348120811,-0.7321927647156132,1.6926661443164217,1.2987634136837007,Forward
1,-0.604178974238573,-0.1711195777817075,3.6515632029090734,1.5009201426964096,0.15097877306661184,-0.3594949754296061,-0.36482031548491495,-0.4298226813866737,-0.4916849941930283,-0.6535764851604506,2.5423811916547274,1.714201094710854,0.14833379520463674,-0.2741122578022003,-0.4804332033425176,-0.3889157325177459,-0.8484347158405706,0.4099868356966732,0.3191881721399313,0.03841800697884812,0.4630495245073593,-1.1482113810313024,-0.0283460837564951,-0.6690599403825126,Right
2,-0.5937992758690261,0.5967694723246181,1.012601230585281,0.8184846252118443,-0.29595341713292195,1.7019270534062922,1.2530311095986657,0.054857334481632866,-0.526607975583558,0.594926894370938,0.9502616915765352,0.8110270514013489,-0.3036653254597825,1.7490067878600999,1.2915843094853308,0.2340499566984192,0.24259328486212986,1.696556403782468,0.8722369852536734,0.0052990354453583645,-0.34459499498222085,0.09984446791576544,-0.6863801709608456,-0.31127387600683737,Right
4,0.3455413516122484,2.3073571403167183,0.9857505170238836,1.5957834139106646,-0.17364191366226886,1.1743383519429722,1.410001672357415,1.4486736463693357,0.5860767800013554,1.85934983806786,1.51296362179569,1.5378696481222491,-0.11232747123154783,1.2937712263057366,1.4749535025293188,1.5579934241689777,1.0127306971228596,0.3242155311576202,-0.6288955074836271,-2.710456630300801,-1.1522395144718012,-1.5642299973469918,1.0346320571120708,0.4042982527445129,Right
5,1.3332018995245636,1.4309491559532812,2.252803584901086,2.8338015337138462,-0.2742831563612176,-0.049077826618246674,1.1635636639100695,0.9286116809734064,1.4210525493472086,1.1916219342298635,1.5909788950440586,2.2226061796718906,-0.1629789736685999,0.2983039480397148,1.1047829269956555,1.040250005495157,-0.14247542126823498,0.8388433583919379,0.635216065347784,0.07153697851233788,-0.07538015515236082,1.7639189331785228,2.4519362449368263,-1.3846320691338632,Right
6,1.2847834230557258,0.9662247787784508,0.7348508745140664,2.8352343721284776,-0.19740827011692585,0.5848799575159918,1.544571945078232,2.49213823223523,1.4610791834723118,1.3963356288240192,0.6142199305230404,2.201555053338646,0.1499627016591902,0.9488289678840672,1.3073352081996454,1.6498560973974452,0.4351276379273121,1.010385967470044,1.109257905159563,3.7146238471962114,0.7322643643372193,0.931881700547144,-0.3826721307126839,1.3882099297776196,Right
7,1.7506730905121952,3.3716124058770824,2.0339097837014246,2.8313519692855538,-0.4261126891245601,-0.3663822125553873,0.5571626374887235,0.5389515793992479,1.5790268258989009,3.1056949786852184,1.6902307647857684,1.9271772303246129,-0.3926306053800955,0.3214067057538124,0.5664914507118852,1.0167327723805224,1.2694431678764362,0.06690161754046131,-0.07584669436988466,3.7146238471962114,0.19383468467749926,-0.7321927647156132,-1.2431782447491422,0.6726378010262692,Right
8,-0.4855885302172238,0.11563405224352034,0.4960963389667258,0.5779579199336491,-0.3108486781860622,1.5090011040508498,1.0637208644977107,1.7509814323647628,-0.44292460191023453,0.701925227950686,0.7912393059203455,0.8540059795065932,-0.447276102055632,1.3083296367454198,1.4426238872494292,1.7480395874663932,1.2694431678764362,1.010385967470044,-0.5498885341816637,1.4625337829189076,-1.9598840339613808,0.09984446791576544,0.3765979699077205,1.3882099297776196,Right
9,0.8266685769565932,0.9316221056313768,0.6446023539078307,1.1841174033297492,-0.5960449780588563,0.09204871356612547,0.7993177973580292,0.04446211174528512,1.049436851469933,0.9373459767339652,0.8023939514933259,0.7138497962878847,-0.8096296208562312,0.3633564500241497,1.0981834792371292,0.3553779457758859,1.205265050188042,0.06690161754046131,3.4794671042184584,1.396295839851928,2.07833856348652,0.5158630842314548,0.8827780369879903,0.22540522055667536,Right
10,-0.9957707380660644,-0.5149083310596297,0.964482491232159,1.1670713688322467,1.9845576313633264,-0.4990244379865702,-1.4426337268960203,-0.7952527224891585,-1.0779655856233457,-0.3985118905395752,1.3501916239289324,2.1355192627151576,2.1442721467526336,-0.26908654213045163,-1.6994826525788758,-1.021505283390488,-0.14247542126823498,-0.7050401233110154,0.3981951454418944,0.0052990354453583645,-0.34459499498222085,-1.980248613662681,-1.7999763185374391,-1.8318646496034567,Backward
11,-0.6392456778086472,-0.010420725742682766,-0.4765983484821121,-0.6121206774233832,-0.5911131453806832,-1.4055539690386016,-0.8167517741979313,-0.7242396580613836,-0.5117101659254205,-0.30460558780153263,-0.20631960518109102,-0.6860151577251455,-0.5681119186480154,-1.7760805077630264,-0.4857077047636728,-0.8502956525763492,-2.7096001288040004,-0.3619549051548035,-0.5498885341816637,-0.2596527368225597,-0.6138098348120811,0.09984446791576544,0.07288992965955883,-0.7585064564764313,Backward
