,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1133,-3,0,40,44,7,-1,8,-6
1134,-5,4,11,-37,-3,1,-14,5
1135,-11,0,-15,5,0,0,1,-14
1136,10,-4,-13,-16,-1,0,5,2
1137,-18,-29,26,98,1,1,3,3
1138,-2,6,-44,-33,-2,-3,2,-1
1139,11,3,-19,-95,-5,-1,1,-7
1140,-11,-1,9,-6,4,-2,9,0
1141,0,9,-5,14,-4,-1,-3,-2
1142,6,5,21,22,-4,-1,14,8
1143,0,-5,-19,27,0,-2,-7,-6
1144,-12,-16,-43,-69,-1,-1,12,-10
1145,-2,2,9,33,-4,-5,-33,-18
1146,17,13,5,-23,-3,-3,11,22
1147,15,3,5,-2,2,6,40,8
1148,-20,-5,14,-10,1,0,-31,-10
1149,-18,-12,-8,5,-4,1,40,19
1150,1,-2,-4,-13,-2,0,-15,-14
1151,-35,7,-8,-9,-1,-5,-29,-19
1152,52,7,26,17,1,0,14,12
1153,22,16,-3,-1,-3,-2,-27,0
1154,-6,2,7,-4,2,0,13,3
1155,-21,-24,-23,-6,-2,-2,-7,8
1156,12,4,4,-3,2,-1,0,2
1157,-13,-12,7,-1,-2,-2,-5,-5
1158,8,-19,-16,-11,-2,-3,2,-20
1159,5,4,10,0,-2,-2,-11,-5
1160,6,1,3,3,0,1,15,0
1161,-10,15,-5,1,0,-1,1,6
1162,-3,-20,4,-7,-6,-2,-3,-18
1163,8,2,2,1,0,-1,21,-2
1164,-36,-5,6,-2,-4,-3,-3,-3
1165,6,7,-1,4,3,2,2,0
1166,-6,-1,-8,-5,0,-2,-3,-2
1167,-4,-7,-5,-6,-2,-3,-14,-5
1168,2,12,5,0,0,-2,8,7
1169,3,-13,-5,0,-1,-2,-4,-3
1170,-7,3,-4,-4,1,1,15,4
1171,-3,-4,4,1,1,0,-1,2
1172,11,-5,-1,-1,-3,-1,7,1
1173,-5,13,7,-1,-2,-1,-18,-7
1174,-16,0,-18,-1,-2,-2,-3,8
1175,3,-9,1,-2,2,0,9,9
1176,-2,-1,0,-1,-4,-1,-8,-10
1177,0,3,-10,-8,-7,-5,-6,-1
1178,-13,-15,7,-1,1,2,15,7
1179,18,4,13,2,-1,-3,-19,0
1180,-11,-3,1,1,0,-2,-12,-22
1181,7,-2,-12,-2,-2,2,18,6
1182,3,2,4,3,-1,-1,-30,0
1183,-6,4,20,0,-1,-3,8,-5
1184,-5,-14,-3,-2,0,0,8,0
1185,7,2,-10,-1,0,-3,0,-4
1186,0,2,8,-4,-3,-2,-12,-1
1187,-3,8,3,-4,-2,0,-3,-9
1188,-5,-15,-4,-3,-2,-4,-12,1
1189,28,-7,-1,-1,-3,-2,0,-3
1190,-25,0,-15,-2,-1,-1,8,2
1191,-32,2,0,0,-1,-2,-10,-9
1192,21,14,-2,-3,-2,0,12,8
1193,-3,2,-5,0,-2,-2,-21,8
1194,27,-1,14,-1,-1,3,9,-11
1195,-21,-19,-21,-7,-7,-5,-26,0
1196,-16,-12,1,-2,-1,-1,10,-1
1197,-13,10,3,2,0,-2,-2,-4
1198,12,10,0,0,2,-2,3,5
1199,7,-1,3,0,-4,-3,0,-1
1200,-2,0,-8,-1,1,2,-4,-1
1201,-4,0,-4,-1,-2,-2,6,-3
1202,-8,-8,7,-3,-4,-3,0,0
1203,12,-6,-8,-1,0,0,-11,-2
1204,-7,15,1,-1,-2,-2,1,1
1205,-7,-23,-2,-3,-2,-1,3,7
1206,-7,17,-6,1,0,-2,-11,-17
1207,8,-13,-2,-4,1,2,22,16
1208,-7,1,1,-1,0,-2,4,-8
1209,-8,-5,-9,-2,1,-1,-11,0
1210,2,0,4,-6,-6,-7,-1,3
1211,7,6,2,1,0,1,2,-1
1212,-20,-4,0,1,-1,-4,-15,-2
1213,2,7,9,0,1,2,-1,-5
1214,0,-14,-9,2,-1,-2,-19,6
1215,3,1,-10,-1,0,0,35,-1
1216,-1,0,-10,-5,-3,-3,-2,17
1217,0,6,12,2,2,1,5,-9
1218,-3,-9,-6,-1,0,-2,-20,-3
1219,1,5,7,4,2,0,-10,-8
1220,-3,-13,-2,0,-1,0,-14,0
1221,-3,10,-3,-2,-3,-1,31,-11
1222,-6,-7,7,0,1,1,5,0
1223,24,-5,-6,0,-1,-1,-12,-4
1224,-35,5,12,-1,0,0,0,-5
1225,-3,-12,-13,-3,-2,-2,-8,-3
1226,8,-3,3,-3,-1,-3,9,2
1227,-24,-1,-5,-1,0,-3,-12,-9
