,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1481,-11,-14,14,-7,-1,-1,3,-2
1482,-5,-2,-17,14,4,1,-7,7
1483,-22,-11,12,-16,-8,-3,-13,-6
1484,5,0,-10,6,5,-2,10,-1
1485,4,3,6,-15,-3,0,-10,-5
1486,-73,-4,-10,14,3,-1,9,0
1487,15,-13,-6,-3,-2,-4,-27,0
1488,11,4,14,-3,-9,1,63,1
1489,-15,26,-6,-6,-6,-2,-13,-4
1490,16,-30,-1,5,1,-4,-1,4
1491,-6,-14,4,3,8,7,7,0
1492,-9,2,-7,16,3,-3,-32,-7
1493,11,-3,8,-25,-15,-5,-9,-6
1494,-11,22,-10,4,2,2,9,1
1495,9,2,-2,-10,-3,-2,-2,-6
1496,12,-6,9,4,-3,-3,-6,-3
1497,1,-2,0,7,6,0,1,-2
1498,27,5,-8,-3,-1,-1,-3,1
1499,-20,-13,4,1,-1,-2,9,5
1500,-13,8,-7,-6,-7,-5,-27,-12
1501,-13,4,3,2,2,0,27,12
1502,4,2,0,-3,-3,-1,-3,-13
1503,12,-3,6,-1,-2,-1,-18,2
1504,-46,-3,-12,-7,1,1,38,2
1505,-14,-12,-7,-7,-5,-4,-14,-17
1506,-16,8,8,3,1,-1,7,9
1507,20,-8,-1,-2,0,0,6,-4
1508,14,-4,-5,-4,-5,-4,-33,-5
1509,2,7,20,2,-1,-3,10,0
1510,-11,-9,-27,2,3,-1,10,7
1511,-13,-2,-26,-2,-2,-1,-5,-7
1512,13,-13,-4,-5,-3,-3,-21,-3
1513,19,12,7,-3,-1,0,7,-4
1514,-19,-6,2,-2,-2,-3,-25,2
1515,-6,0,3,-1,-3,-2,18,2
1516,-1,7,-5,-1,-4,-3,5,0
1517,6,-17,-12,-1,1,-1,-13,0
1518,29,-1,5,3,1,-2,-11,-1
1519,-12,4,3,-3,-3,-4,-5,-9
1520,2,-6,1,-3,-1,0,11,2
1521,7,7,-1,-3,-3,0,-3,-3
1522,-8,-9,-11,-1,-1,-2,-2,-4
1523,2,-6,5,0,-1,0,-1,4
1524,5,2,1,1,2,-1,-9,-1
1525,-3,-3,4,-1,-4,-3,-9,-1
1526,-2,-3,5,-3,-3,-1,8,1
1527,2,6,-15,-5,0,0,3,-5
1528,-7,10,15,-1,-3,-5,-10,-1
1529,6,-12,-8,0,-1,0,-1,-11
1530,-2,6,11,3,2,-1,-3,-6
1531,-5,4,14,4,-1,1,4,-2
1532,6,-1,-8,-6,-4,-1,-2,-2
1533,-8,3,1,-1,2,2,-4,2
1534,-1,3,-1,2,2,-1,-2,0
1535,6,3,6,-3,-4,-3,2,2
1536,-3,-5,-12,-2,0,1,-1,0
1537,-5,2,-6,-1,-3,-2,-4,-1
1538,-2,-1,-5,2,3,2,4,-1
1539,2,-1,3,-3,-1,-1,4,3
1540,-1,-4,1,-2,-2,0,-6,-1
1541,-26,-5,-6,-8,-4,-2,-8,6
1542,4,-4,-1,-1,-5,-5,-9,-4
1543,10,10,10,4,1,-1,4,-3
1544,-36,-8,-7,-4,-2,-4,-4,8
1545,3,2,-4,-1,1,0,4,-1
1546,-10,-9,-5,-3,-4,-3,-17,-1
1547,1,1,0,-1,-2,0,-15,-2
1548,5,0,23,5,4,4,23,3
1549,4,2,-4,1,0,-2,-7,-4
1550,-3,-7,-6,-1,-2,0,2,-3
1551,6,-3,3,1,0,-4,-27,0
1552,5,0,-4,-1,-3,0,19,0
1553,-1,-1,6,1,-2,-1,0,-4
1554,27,13,1,-1,-2,-3,3,-1
1555,-6,-15,-6,-3,-1,0,7,0
1556,-11,-10,-1,-2,-1,-1,-14,-6
1557,2,-3,-3,-1,-2,-2,10,1
1558,-3,0,-6,-5,-3,-1,-2,2
1559,1,11,8,3,5,3,21,0
1560,-1,5,-7,-6,-7,-7,-10,0
1561,13,-2,-3,1,1,-4,-12,-6
1562,-10,-3,0,-3,0,4,15,3
1563,-10,-4,0,3,0,-1,3,-2
1564,17,0,-7,-1,0,1,-9,3
1565,-19,7,-5,17,7,-1,4,4
1566,5,-14,19,-24,-7,0,-6,-1
1567,7,0,-33,-5,-8,-6,2,-5
1568,-20,-8,-9,-3,-5,0,-3,-4
1569,7,0,13,-4,-6,-2,-32,-13
1570,-10,11,1,24,17,3,38,10
1571,6,-4,4,7,-3,0,6,0
1572,7,3,-3,-25,-7,-2,-17,-8
1573,10,-11,-14,-4,2,2,15,2
1574,4,-1,0,25,5,-1,-14,-12
1575,-1,3,7,-13,-7,-3,-1,0
1576,8,8,-3,5,-1,-3,-13,3
1577,-11,-2,1,-5,-2,-2,20,3
1578,38,3,-7,-2,-5,-4,-29,-8
1579,-14,2,0,5,4,1,13,-1
1580,5,-2,-6,31,7,0,-2,3
1581,2,-12,-5,-47,-14,0,-4,4
1582,-14,1,-10,1,-4,-1,-7,1
1583,-24,-26,-2,-2,1,-3,-17,-5
1584,4,-3,0,3,2,4,24,-2
1585,41,5,-3,0,5,0,-6,8
1586,-19,4,4,-2,-7,0,24,12
1587,-2,6,11,-10,-8,-3,-14,-6
1588,-5,-5,-6,8,11,0,-3,-8
1589,0,2,10,2,-13,-2,-6,-8
1590,-19,-9,-6,-16,-2,-4,-4,-1
1591,-6,2,6,4,0,2,4,16
1592,8,4,-3,2,4,-2,1,-2
1593,-3,6,4,7,2,1,-3,3
1594,-6,-9,-12,-3,-1,0,-12,-5
1595,-6,-5,-5,7,1,-2,5,0
1596,7,0,10,0,-3,-3,-29,-4
1597,-39,-3,5,7,2,-1,27,2
1598,-7,14,-15,-30,-7,-4,0,-2
1599,2,-24,-3,9,0,2,-2,-6
1600,12,1,-3,-9,-3,-1,-18,1
1601,4,-7,4,5,-1,-2,16,2
1602,-17,-8,6,4,-1,2,6,4
1603,17,13,-4,-6,0,-2,6,-8
1604,0,-2,-4,-7,-6,-4,-11,-1
1605,-9,-6,-3,5,0,-2,-11,-7
1606,12,11,8,1,-1,-1,-3,-6
1607,1,-1,-3,-5,-3,-2,-8,1
1608,-20,-4,6,-2,-4,0,15,-7
1609,13,-6,-6,-3,0,-1,-6,11
1610,9,-16,-22,-2,-3,-3,7,0
1611,4,23,12,-5,-5,-3,-5,-3
1612,-22,-3,14,1,1,-1,6,1
1613,-2,-6,-13,-2,-3,-2,-3,-3
1614,-3,2,2,-1,-4,-3,-6,-4
1615,-3,-3,2,3,6,0,-3,6
1616,4,2,-36,-10,-7,-1,13,-1
1617,-2,1,3,1,-2,0,-12,-2
1618,-19,-15,4,5,2,0,22,0
1619,-3,-2,-11,-5,0,-1,-3,-6
1620,21,-3,15,3,-3,-2,18,-2
1621,-5,5,-13,-3,-3,-2,-15,-2
1622,27,3,6,-17,0,-2,-1,-1
1623,-72,-2,-1,5,-3,-2,-13,-13
1624,-12,-4,-3,3,0,-1,1,8
1625,-7,0,2,2,2,1,12,-6
1626,0,5,3,4,0,-4,-10,-3
1627,20,9,-11,-7,-1,-2,-7,-2
1628,-5,-41,13,-8,-5,0,6,-4
1629,-10,11,-20,6,2,-1,-1,1
1630,3,7,0,3,-3,0,-13,0
1631,8,-6,-7,-1,0,1,9,8
1632,-5,15,-4,-4,-5,-1,-6,-4
1633,7,-9,9,-3,-3,-4,-6,0
1634,3,-9,-3,3,0,0,14,0
1635,13,-3,-4,-3,-2,-5,-21,7
