,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1889,-2,-4,5,4,2,-1,-11,-3
1890,-9,-3,-11,-8,-9,-1,15,-1
1891,-8,-3,1,7,4,1,25,-1
1892,3,-2,0,-4,-5,-3,-5,-9
1893,6,2,1,0,-2,2,10,3
1894,-5,-2,-8,-1,0,-1,-9,-1
1895,-1,-5,-2,5,1,0,-9,1
1896,5,4,0,-7,-5,-2,-3,-11
1897,-4,1,-5,2,1,-2,-12,-4
1898,-6,-2,-10,-3,-1,-3,1,4
1899,7,-1,4,-8,-1,-1,-1,0
1900,-3,3,-10,8,-2,-1,-2,0
1901,-1,-8,1,-16,-1,-3,-6,-6
1902,1,5,-6,9,-3,1,-1,8
1903,4,-11,-3,-23,3,-1,-11,-1
1904,7,7,6,25,5,2,17,-3
1905,-13,-13,-13,-15,-6,-2,3,-1
1906,12,-3,6,14,-3,-4,-2,1
1907,-21,3,0,-8,-3,0,-13,-7
1908,6,-1,-18,-11,1,-4,-32,-2
1909,5,-1,3,7,0,5,78,6
1910,-8,6,-2,-5,1,2,8,-3
1911,11,-6,-6,2,-8,-5,3,5
1912,14,2,15,-2,0,-3,-20,-6
1913,-3,-2,-12,-1,0,-4,-29,-8
1914,-1,6,4,-8,-1,-3,0,-4
1915,1,-6,3,10,3,2,16,3
1916,-5,-3,1,-2,-5,-1,5,0
1917,1,7,11,-4,-5,-2,-17,3
1918,-4,-7,1,-2,0,-2,0,1
1919,-22,6,-7,6,-2,-2,-17,-5
1920,6,3,-1,-8,2,1,10,-1
1921,-11,-13,-7,-1,-3,-3,-6,-7
1922,9,8,-10,-4,-1,0,-7,3
1923,6,3,17,5,2,0,-9,-2
1924,-8,-13,5,1,1,2,33,-1
1925,-1,4,-33,-7,-3,-3,-9,-6
1926,-6,-2,-3,-4,-2,-2,0,3
1927,16,6,-6,1,-4,-1,-3,0
1928,2,0,-12,-5,-3,-2,-25,-9
1929,-10,-10,22,9,6,3,18,5
1930,4,-24,-18,-4,-1,0,-8,-6
1931,1,10,-9,0,-2,-2,5,-2
1932,-6,-4,12,0,-1,-1,-6,1
1933,2,16,-4,-1,-1,-1,-12,1
1934,-10,-7,-1,-3,-1,-1,-8,-6
1935,6,0,5,1,-2,-1,5,1
1936,0,6,-5,-5,-2,2,11,1
1937,8,3,6,1,-3,-3,-5,0
1938,-7,-3,4,-1,1,-1,4,2
1939,9,-7,-6,-1,-1,-1,-13,-7
1940,-5,3,12,0,0,-1,9,4
1941,-9,-1,-14,-2,-2,-1,4,-2
1942,0,-3,0,-2,-1,0,-6,2
1943,-6,-8,-3,-2,-1,-2,-8,-4
1944,4,-11,-7,-6,-2,-3,-11,3
1945,-1,20,19,5,0,-1,-3,-6
1946,-13,-4,7,-1,2,-1,-5,-3
1947,-7,3,1,1,-1,0,9,0
1948,5,0,-5,-1,-2,-2,-9,-3
1949,0,-6,-16,-3,-3,-2,-8,-2
1950,-3,7,0,1,0,1,8,3
1951,0,-6,2,0,1,0,-15,2
1952,-9,-19,-6,-1,-1,1,24,-2
1953,3,5,0,-3,-3,-3,-10,-3
1954,-2,-3,8,3,-1,-3,4,-3
1955,2,-1,-10,-2,-2,-2,-6,-1
1956,1,15,-7,-4,-1,-2,2,-8
1957,5,-22,7,2,0,1,6,7
1958,2,-8,2,-6,-2,-1,-11,1
1959,-21,3,4,-2,-1,0,6,-7
1960,18,12,0,1,-2,-5,-9,0
1961,6,-2,1,-4,-2,-2,-1,3
1962,6,6,1,0,0,-4,-4,-1
1963,9,-7,-11,2,2,3,-2,0
1964,-10,2,9,0,0,0,6,0
1965,-4,5,-6,-2,-7,-3,-6,0
1966,1,1,-14,-3,-2,-1,1,-1
1967,-1,-12,-3,0,-1,0,10,-3
1968,3,-1,3,-2,-2,-2,-12,10
1969,-1,7,-2,5,3,-3,-5,-3
1970,1,-1,1,-3,-2,-2,3,-2
1971,-4,-8,-9,-5,-2,-3,-13,1
1972,-9,-6,-2,-2,-3,0,11,-2
1973,3,6,3,-3,-2,-1,3,-2
1974,-12,-9,-5,-1,-1,-1,2,0
1975,-2,3,6,3,-1,-2,-10,3
1976,-6,-1,-7,-2,-1,-1,-5,-7
1977,-7,-3,2,1,2,0,4,-3
1978,-12,11,-19,-2,-2,-2,-4,1
1979,4,-6,9,0,-2,0,7,0
