,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
2093,1,-3,-8,-4,-3,-1,-2,3
2094,-1,2,9,6,0,0,1,-2
2095,2,-9,4,-1,0,-1,2,2
2096,5,6,12,-4,-3,-3,-3,2
2097,1,6,-18,4,0,0,-5,-1
2098,0,-5,19,4,-1,-2,-1,-1
2099,-1,-1,-8,-3,-1,0,-2,-7
2100,-10,-4,6,3,-1,-3,-7,-1
2101,0,3,-9,-5,-3,-4,4,-4
2102,5,-2,0,1,0,-1,-3,-2
2103,0,0,4,2,-3,0,14,0
2104,7,-9,-10,-2,4,0,-21,7
2105,5,-3,3,-4,-2,-1,-5,-3
2106,-22,10,3,6,1,2,-5,0
2107,1,-9,2,-1,-2,-4,-1,1
2108,-4,4,1,-2,0,0,-4,-4
2109,-4,-13,1,-1,0,-2,-7,1
2110,5,-4,-3,0,-2,-2,-2,-1
2111,-2,9,0,0,0,0,-7,-2
2112,4,2,3,-1,2,1,16,1
2113,-6,-2,-3,-3,-4,-3,-10,0
2114,8,3,0,-1,-3,-1,5,2
2115,-7,3,-18,-8,1,-1,-4,-3
2116,7,-13,18,11,-2,-1,5,-7
2117,-12,12,0,-1,3,-1,-2,-1
2118,11,-12,-5,4,-2,-2,3,-3
2119,6,-4,11,-1,-3,-2,2,1
2120,-14,-6,-5,-12,-4,-1,-2,-7
2121,8,-4,4,1,3,1,-21,2
2122,-1,8,2,1,1,0,12,-4
2123,-4,2,4,-2,-1,1,32,-4
2124,0,3,-10,-7,-3,-2,7,1
2125,-7,6,3,1,-8,-2,-14,-3
2126,0,-8,-1,-3,-3,-3,-16,-5
2127,8,-6,-1,5,2,0,-14,1
2128,0,-8,-8,0,-3,0,0,5
2129,-8,3,1,-3,-3,-2,10,5
2130,4,8,0,-5,-3,-2,-3,-3
2131,-8,-2,-3,0,-2,-3,-5,-2
2132,-2,7,3,2,1,-2,0,-3
2133,3,-7,0,-4,-1,-2,-4,-2
2134,-8,3,-5,-6,0,-3,6,1
2135,-2,2,-4,0,-1,-1,-11,-2
2136,-1,-9,-2,0,-2,-3,-2,1
2137,3,-3,0,-1,-1,1,3,-6
2138,7,-9,-14,-4,-3,-2,3,1
2139,-2,11,18,1,-3,-1,-15,-4
2140,-6,-3,-8,-2,-1,-3,14,-2
2141,1,-3,0,-2,-1,0,-1,3
2142,-6,-6,-3,1,1,-1,9,-2
2143,-1,-1,8,-5,-1,-2,-12,2
2144,-8,-10,-9,-2,-2,-2,-5,-3
2145,1,-4,-6,-1,0,-3,-7,-2
2146,-2,3,6,0,1,1,-16,-3
2147,-1,2,-3,-2,-2,-1,9,-5
2148,-4,9,10,-5,-2,0,-2,-3
2149,-4,-8,-3,5,1,0,5,2
2150,4,0,-1,-1,-4,-2,-7,-2
2151,-18,-11,-6,-1,0,-2,-2,0
2152,0,-5,1,-1,-1,-1,-6,-1
2153,-2,5,-2,2,2,-1,3,-6
2154,5,-1,-7,-10,-7,-3,1,3
2155,-10,5,3,2,-1,-2,-9,-9
