,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1721,-10,11,3,2,-4,-5,-12,-7
1722,-23,-4,11,0,1,1,17,2
1723,-8,1,-23,13,3,0,-6,0
1724,1,-6,-2,-11,-7,-2,-2,6
1725,8,-8,-5,2,-2,-2,-8,-6
1726,31,5,17,3,2,-1,1,8
1727,1,7,0,5,-1,-1,-1,-1
1728,-3,-4,11,-7,-2,1,29,-1
1729,11,-2,-26,4,-2,-2,-5,0
1730,-9,-16,-4,-11,-4,-2,-5,-3
1731,-4,-2,6,2,-1,-2,5,5
1732,5,1,7,-2,4,-1,-17,-9
1733,-19,7,-5,-2,-2,-1,7,-4
1734,4,-17,-9,-6,-4,-5,12,0
1735,-12,-3,-11,4,-1,-3,-7,-1
1736,2,-6,-1,-1,1,-1,-7,-4
1737,-14,3,15,-4,-4,-3,-11,-1
1738,-5,13,-2,-3,9,1,-7,-10
1739,0,-2,5,10,-11,0,5,-6
1740,0,-4,-10,4,5,1,-7,-2
1741,-3,-11,2,-2,0,-2,-11,-3
1742,5,11,-5,-36,-1,1,15,5
1743,-11,-4,3,45,2,-3,-3,-12
1744,-1,-1,-9,-54,-7,1,1,-1
1745,-1,6,4,43,1,-2,-5,0
1746,-9,-17,0,-26,-6,0,-2,-4
1747,-7,5,-7,32,19,-1,1,0
1748,23,-2,-2,-55,-11,0,16,3
1749,-2,5,-14,-10,-1,0,-14,-9
1750,18,9,19,39,-6,-5,6,14
1751,11,15,-23,-96,-11,3,3,10
1752,15,-26,2,37,-3,-5,-17,-2
1753,0,-2,12,-16,3,-2,22,4
1754,-12,-2,-17,28,6,1,-7,-2
1755,5,-2,12,-20,0,-2,-1,-4
1756,-25,15,1,18,9,0,12,9
1757,15,-9,-13,-28,-13,-1,-19,-1
1758,-17,-8,3,18,8,-1,0,-7
1759,46,-14,-7,13,0,2,-1,6
1760,-56,13,-10,-6,-8,-3,3,3
1761,2,-2,21,23,1,-2,0,-3
1762,-5,10,-17,-19,-8,-1,-4,-3
1763,-7,-22,18,9,6,0,-12,-6
1764,17,-1,-9,-13,-6,0,-7,-6
1765,-22,4,4,-1,0,-1,-22,-3
1766,4,-5,-1,-6,-1,1,64,12
1767,5,-3,7,-6,-9,-4,-6,-1
1768,-10,-4,-1,17,11,-1,-7,-3
1769,-8,-8,-2,6,-5,-3,1,-2
1770,1,-2,-1,11,-3,-2,-29,-4
1771,-12,5,-5,-6,-9,-2,3,-5
1772,-29,3,4,2,-13,-4,4,-11
1773,0,-2,-5,-11,7,3,13,2
1774,-1,-4,6,3,-2,-1,-13,-4
1775,-6,6,-7,9,4,0,9,2
1776,-5,-10,0,2,1,-1,-22,-5
1777,13,-1,-3,-6,-4,-2,-17,-6
1778,-6,3,6,1,3,2,25,7
1779,-12,12,-1,-1,-2,-1,-10,-8
1780,29,-9,-2,-7,-2,-1,-5,6
1781,-32,-5,-11,5,4,1,17,1
1782,41,-7,28,-1,-9,-3,-16,-1
1783,19,0,-20,-7,-3,-2,-14,0
1784,-12,19,6,6,-3,-2,7,5
1785,-5,-5,2,-8,-2,0,8,2
1786,-2,5,-2,-11,-5,-7,-33,-14
1787,-5,0,5,8,2,2,7,4
1788,12,-12,-9,7,3,0,2,-1
1789,40,0,3,-2,1,-2,-1,-1
1790,-32,12,-2,-8,-4,-2,-10,-4
1791,-8,6,9,7,-2,-1,-8,1
1792,10,-18,-15,-2,2,0,28,-1
1793,-1,-3,4,-5,-3,-2,-16,-1
1794,13,7,-4,-3,-1,-1,31,9
1795,-8,6,-24,0,0,-1,-25,-9
1796,1,10,-2,-4,-6,-3,-7,-9
1797,7,-8,-8,2,0,-1,3,-1
1798,-1,9,1,-3,0,-1,-11,-3
1799,-17,-29,-2,-3,-3,0,7,4
1800,9,-4,1,-1,-4,-6,-8,4
1801,-12,-4,-21,-2,-3,-2,-9,-10
1802,-9,-2,0,-2,-1,-1,-9,-6
1803,6,8,3,2,1,1,16,1
1804,23,-1,0,2,0,-2,-11,-8
1805,1,6,20,-1,-3,0,10,12
1806,-16,-20,-8,-1,-2,-2,-11,-5
1807,-10,0,0,0,-2,-1,9,-1
1808,17,2,3,0,-3,-2,-3,-4
1809,-16,0,-3,0,-1,-2,-3,-1
1810,0,-9,-6,-8,-6,-2,-4,-4
1811,-6,0,-1,-1,1,-1,0,-3
1812,5,4,5,3,-1,0,-6,-3
1813,-3,-2,3,0,-1,0,11,0
1814,0,-4,-9,-4,-3,-2,-9,-4
1815,-1,-3,6,-2,-2,-3,4,1
1816,-3,2,-2,0,5,6,0,5
1817,-5,-1,-2,-2,-1,-3,-2,-2
1818,4,-1,-3,-1,-2,0,-1,0
1819,-2,-6,-3,-6,0,-3,1,2
1820,-9,1,4,6,2,-1,0,-1
1821,-3,-8,-14,-2,-3,-1,-4,-4
1822,-5,6,5,2,0,3,3,1
1823,2,0,9,6,5,1,-1,1
1824,3,1,-7,-10,-12,-5,-2,-2
1825,-7,-6,8,0,-1,0,1,-6
1826,4,-1,-8,-10,-3,-3,-15,-5
1827,-24,0,-2,-3,-2,-6,-32,-5
1828,-6,-13,-7,6,5,4,45,-3
1829,20,16,10,-2,-5,0,-7,6
1830,-15,-6,1,-1,-2,-3,-18,-4
1831,3,-7,-3,-4,-3,0,10,-2
1832,7,9,10,-2,1,-4,-15,-3
1833,-1,-9,-5,3,-3,-5,2,-2
1834,-9,0,-3,-4,-6,-1,2,-9
1835,8,-5,0,3,-1,1,-4,10
1836,6,0,-5,-5,-4,-5,-9,3
1837,9,-2,-20,-5,2,3,12,-5
1838,-10,3,11,4,0,-3,-18,-5
1839,-3,-12,-10,-1,-1,0,18,1
