timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
11394602,-3,-11,-9,4,-2,1,17,-3
11394602,-5,8,11,-3,-2,-2,-6,3
11395570,7,0,3,3,-4,-3,-3,0
11395570,-21,-7,-2,-9,2,-1,4,2
11403601,7,-2,3,2,0,-2,-23,-10
11403601,3,-5,-9,-10,-6,-2,-1,3
11409631,-9,-2,-12,2,2,0,17,-5
11409631,-5,0,7,6,-1,-4,-26,-18
11424637,3,0,1,1,3,2,31,13
11424637,2,-4,-3,-10,-1,2,-11,6
11431671,-9,4,-1,-10,-9,-4,-14,-1
11431671,23,5,-6,6,-3,0,4,6
11446850,16,-1,16,1,5,-1,-14,-3
11446850,-6,3,-23,-3,-7,-3,-5,16
11448623,-18,-11,5,6,7,-1,-4,-18
11448623,9,-9,-6,7,-3,-1,-11,1
11462565,13,-3,9,-14,-1,-1,19,-3
11462565,-11,3,7,0,4,0,-15,-10
11469097,11,18,-5,-14,-3,1,3,1
11469097,-1,-17,6,9,2,2,17,2
11483094,-11,1,-13,-1,-5,-6,-29,-1
11483094,-8,-9,2,1,3,-1,18,-2
11490623,-4,-8,25,-1,-3,-3,-13,0
11490623,-10,8,-51,-15,-5,-3,1,-6
11507628,0,2,9,14,-3,0,0,3
11507628,-11,-11,-14,-6,1,-3,-9,-10
11507628,-8,-1,4,1,4,0,-2,2
11507628,-6,-1,3,-7,-2,0,13,1
11522623,-4,-2,-24,2,-3,-2,-9,-10
11522623,9,10,2,-5,-3,-2,3,-5
11529633,5,-11,-9,2,-1,0,-6,5
11529633,-15,5,12,1,-1,-2,5,-7
11543624,-2,2,-3,-4,2,-1,-16,-8
11543624,14,-11,2,-5,-4,-2,6,-3
11551671,-17,-4,-9,-2,0,0,-6,6
11551671,9,7,13,-1,0,0,-10,-3
11567663,-5,-5,3,0,-3,0,-6,-2
11567663,1,11,1,2,-3,-3,-10,1
11567663,7,0,-3,-1,-2,1,9,1
11567663,4,-4,-10,-2,-1,-3,-2,0
11583137,1,0,15,1,1,-1,0,5
11583137,-18,6,-29,-3,-1,-1,-2,-9
11588643,6,-5,-7,2,0,0,2,3
11588643,-1,-3,1,2,0,4,2,10
11603939,2,-3,-8,-10,-8,-2,2,-5
11603939,-14,-14,5,-3,-1,-2,7,-2
11610651,3,0,-8,2,-2,-5,-1,-19
11610651,11,16,-4,-1,2,1,7,26
11627664,-4,-8,6,2,-1,-2,-8,6
11627664,4,-3,8,1,-2,-3,0,-2
11627664,-7,-4,-13,1,0,-1,1,-10
11627664,-7,-8,15,-8,-5,-3,-5,-8
11642666,-7,-1,2,1,-2,-1,-3,-6
11642666,0,5,14,1,-1,1,4,-1
11649667,3,-3,-6,-2,-2,0,0,4
11649667,-4,-5,2,-3,-2,-1,1,-10
11663948,-6,0,-4,-4,-2,0,2,3
11663948,9,-4,-5,-1,-3,-1,-1,-4
11671439,1,0,-3,0,-4,-3,4,7
11671439,-3,-4,-4,-5,-1,-3,-3,-4
11687069,-8,-1,5,1,1,-1,1,-6
11687069,10,-2,1,5,-3,0,-10,3
11687734,-4,6,11,-1,7,2,19,-2
11687734,-12,-3,2,-7,-6,-3,-9,-11
11702734,18,0,-9,-10,-4,-3,8,7
11702734,-1,3,7,20,6,-2,-8,-2
11708771,0,-8,-3,-8,-6,-3,0,3
11708771,-2,-1,1,-9,0,-1,-7,-5
11724032,-15,-4,-16,-8,-3,0,-11,-13
11724032,1,8,8,7,2,-1,5,1
11731735,1,4,3,5,-2,1,-10,-2
11731735,-4,-16,2,-1,-3,-2,9,-3
11747736,-4,-5,-31,-6,-6,-4,-17,0
11747736,2,6,5,-4,-1,3,26,1
11747736,-2,-5,-1,-1,-1,-3,-7,1
11747736,1,-4,-17,1,-2,-4,-5,1
11762737,-11,1,20,-1,2,1,-2,-1
11762737,-4,-3,0,0,2,-1,3,-4
11769068,1,6,-5,1,-2,-2,-24,4
11769068,10,0,5,-2,-1,-1,44,6
11783078,-15,-2,-5,1,0,-1,-5,-7
11783078,-17,-12,-5,-5,-1,-3,-15,-8
11790587,-6,-2,4,1,-3,0,-1,2
11790587,9,-2,-9,0,-1,0,-10,-3
11807660,0,4,4,1,-3,-4,0,-1
11807660,2,-11,-1,2,0,0,-1,2
11807660,1,0,-11,-7,-1,0,-1,-3
11807660,-1,8,-5,-4,-1,-1,-10,-7
11823589,10,-16,-4,-6,0,-1,12,3
11823589,0,3,0,-8,-5,-3,-9,1
11827595,4,1,8,14,5,1,0,-2
11827595,-3,2,1,5,-1,0,-6,0
