,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1365,3,4,-10,-75,-2,-2,33,8
1366,-1,-2,-16,19,-3,-3,-17,-16
1367,-13,-11,-30,4,-4,-1,-1,-1
1368,3,13,10,6,2,4,25,6
1369,-6,-10,15,-70,-2,-1,-15,0
1370,-15,-1,23,63,11,-1,2,-20
1371,16,1,-19,-28,-7,-6,-23,-17
1372,30,8,12,18,2,-1,10,21
1373,3,9,-30,-17,-9,1,-6,7
1374,-18,-12,28,72,-3,-7,8,-7
1375,-7,-10,-33,-43,-3,-3,-4,-8
1376,-9,-3,0,31,0,-1,-13,-17
1377,3,-9,-11,0,-6,-3,-2,2
1378,12,9,-9,-11,0,5,27,10
1379,-2,16,26,34,6,0,0,0
1380,-3,-11,-4,-107,-9,-6,-14,-6
1381,-6,6,-4,61,-1,-1,3,-1
1382,8,-17,-13,-21,-1,2,2,-3
1383,-24,13,-10,-19,1,2,-5,6
1384,-7,-40,-12,-31,-9,-8,-28,-12
1385,4,6,30,25,6,-1,-1,-5
1386,12,10,-4,-35,-1,2,44,16
1387,2,37,6,-5,5,0,-16,2
1388,8,-23,-12,-2,-2,-2,21,-1
1389,3,-27,6,34,-2,0,-8,-7
1390,-51,0,-30,-22,-4,-5,-28,-9
1391,0,-14,-6,-12,-2,-3,-10,11
1392,-1,19,-11,-11,0,4,32,0
1393,-1,-6,10,28,-3,-4,-4,0
1394,16,8,-6,-18,-3,-1,-6,12
1395,1,-5,9,-18,0,-2,-6,-5
1396,-34,13,14,2,0,-1,-23,-14
1397,26,-15,-20,17,1,0,-4,36
1398,27,8,-1,-12,-1,1,7,-20
1399,13,6,8,-10,-4,-2,3,-26
1400,9,-31,-2,1,-2,-1,-9,39
1401,-13,13,0,13,-2,-1,18,0
1402,-3,0,-11,-14,-1,-2,-8,-57
1403,25,-6,5,-4,0,1,7,23
1404,-9,3,-10,-6,-2,-5,-10,-20
1405,-6,3,12,7,1,0,0,22
1406,-3,-5,-5,-9,-2,-4,-5,10
1407,-12,-12,2,-11,-3,-1,11,2
1408,-1,8,-8,-3,-2,0,-8,-6
1409,-9,3,-6,7,-1,-1,-1,-6
1410,4,4,12,1,1,2,0,12
1411,-8,-12,-7,-4,-3,-3,14,-5
1412,-4,2,-12,-5,-2,-2,-16,-3
1413,-2,3,0,8,1,0,27,-6
1414,-1,2,13,-3,-2,-3,-1,8
1415,-8,0,8,-3,0,-1,-5,3
1416,1,8,-26,-5,-2,-2,-17,-10
1417,14,7,12,5,2,0,4,-12
1418,3,-3,-10,-6,-3,-4,-15,4
1419,-13,-7,2,-4,1,2,8,10
1420,1,-3,10,-1,-2,-4,-4,-7
1421,-7,3,-1,9,5,2,-9,-13
1422,-3,-1,-15,-14,-11,-6,9,10
1423,3,-16,8,-1,1,-1,-30,-7
1424,-6,-2,-4,-7,-4,-4,-3,-3
1425,1,9,11,4,3,-1,11,-4
1426,-4,7,3,3,0,-1,-38,-2
1427,-19,-21,-8,-3,-3,1,63,-1
1428,-4,3,-2,-3,0,1,0,1
1429,14,-5,-23,-4,-4,-3,-11,-5
1430,-10,3,34,1,-2,-2,-1,7
1431,-3,-4,-6,-4,-1,1,-23,-4
1432,-1,-6,-25,-3,-2,0,-2,-10
1433,12,13,-6,-3,-5,-3,-7,-3
1434,-3,-28,-8,-3,1,1,22,3
1435,-5,-3,-1,0,-1,-1,-8,4
1436,10,3,3,-2,-3,-3,-2,-3
1437,-4,2,12,0,-2,-1,-19,-4
1438,5,5,-7,-2,-3,0,13,15
1439,-4,-1,-3,-2,-2,-5,-21,-3
1440,-20,-1,7,4,2,1,14,-22
1441,0,-4,-2,-5,-5,-2,3,-1
1442,-2,0,-3,-1,0,1,4,-4
1443,10,-3,-8,-5,-5,-2,0,7
1444,-17,2,8,-2,-2,-3,-8,10
1445,-17,-7,0,2,2,0,-7,-19
1446,-9,-9,-11,0,0,-3,-13,-2
1447,9,3,1,2,0,1,38,2
1448,9,-1,6,1,0,0,-10,-4
1449,1,-1,-5,-3,-1,1,20,5
1450,-30,11,16,0,-1,-4,-30,-6
1451,-1,5,-12,-4,-2,-2,9,5
1452,13,-6,5,2,0,-1,9,8
1453,-8,-13,-19,-2,-1,-1,-16,-12
1454,-12,7,-5,-4,-2,0,4,-5
1455,-5,3,-1,2,2,0,-3,-1
1456,21,8,18,-3,-3,-3,-5,-5
1457,-12,-13,-16,-1,-1,-1,-4,6
1458,12,-13,-8,-2,-2,-2,9,4
1459,-5,1,4,1,1,-2,-12,-8
1460,5,13,0,-1,-1,1,1,2
1461,-4,0,1,0,-2,-3,-3,-3
1462,1,-16,-4,-1,-1,0,2,-7
1463,10,-6,-3,-3,-3,-1,0,-2
1464,-4,4,2,-1,0,-2,-9,-10
1465,2,5,8,-2,-4,-3,1,9
1466,7,0,-8,-3,1,0,-4,2
1467,-17,-6,15,1,0,-4,-26,-10
1468,-4,-3,-12,-1,-2,-1,19,1
1469,-4,6,2,-1,-4,-2,-3,-11
1470,7,-11,-2,-6,-4,-2,-14,6
1471,9,7,-1,-3,-2,-2,11,11
1472,1,11,11,1,-1,-1,-7,-6
1473,-21,-21,28,2,1,-3,-12,0
1474,-8,1,-37,-2,0,0,14,1
1475,-5,3,-9,-3,-1,-2,-11,-10
1476,10,-6,-9,-2,-1,-1,0,7
1477,-44,6,0,-1,-2,1,8,-16
1478,9,-4,6,0,-3,-3,4,14
1479,-1,-5,-7,-1,-1,-1,-5,-2
1480,-16,-6,-5,-1,1,1,-1,-8
1481,13,5,19,0,0,-2,-12,3
1482,4,17,0,-1,-3,0,20,4
1483,-15,0,-3,4,3,1,10,3
