,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1241,5,1,-1,16,2,-1,0,15
1242,21,2,-4,-3,-6,0,-4,-8
1243,-18,1,6,1,5,-3,-8,-10
1244,-2,-6,9,9,-1,-4,-8,20
1245,-8,2,-18,-17,-5,2,10,-13
1246,-15,-8,-10,-3,2,-1,-16,-10
1247,12,-6,0,-6,-4,0,24,-9
1248,20,-4,-7,-1,-2,-3,9,12
1249,-23,-7,1,-2,-1,-4,-12,-4
1250,15,6,-3,6,3,1,-10,-3
1251,-31,0,-8,-4,-5,-4,-5,0
1252,21,-13,2,-10,-2,2,-1,13
1253,-23,6,-4,-1,-2,-2,2,-23
1254,8,2,4,0,1,-2,-9,19
1255,-8,-8,-4,-10,-5,0,-8,-8
1256,8,9,11,3,-3,-1,1,12
1257,-3,1,-6,4,2,2,2,-11
1258,-19,-14,-13,-10,-3,-2,18,7
1259,7,20,10,5,1,0,-15,-5
1260,-2,-21,20,2,1,1,2,-6
1261,28,18,6,-3,-2,-2,1,-16
1262,2,-9,-31,-7,-1,-2,21,2
1263,6,-13,-13,0,-2,0,-7,16
1264,-30,0,-2,0,-3,-2,-1,-4
1265,-1,-11,18,7,0,-5,-15,-4
1266,25,14,-15,-6,-4,-2,4,-2
1267,-6,-11,4,-2,-2,-1,9,-1
1268,16,9,-13,-3,-2,-2,8,10
1269,-2,-8,-5,-2,-1,-1,-14,2
1270,0,-3,6,1,-2,-1,7,-10
1271,-1,1,-6,1,3,-1,-20,-16
1272,-10,2,-7,-2,-3,0,22,8
1273,-7,-4,0,-1,0,0,11,15
1274,0,-4,6,-2,-1,-1,3,-9
1275,-4,-2,-1,1,2,-1,3,-7
1276,-7,2,-1,-2,-2,-1,-5,-7
1277,-16,0,1,-1,0,0,-3,-4
1278,9,-2,-2,-3,-2,-2,-7,9
1279,4,-3,-1,3,1,2,-2,1
1280,4,5,-6,-4,-7,-3,44,1
1281,-8,-1,6,-9,0,2,2,1
1282,6,-14,-38,4,-1,-1,-15,-3
1283,-5,12,21,-5,0,-2,2,3
1284,-5,11,9,11,7,0,-14,-4
1285,9,-9,-10,-4,-4,-1,1,-2
1286,-3,-9,8,9,-2,1,10,-4
1287,-2,-8,-14,-4,-2,-2,4,0
1288,0,5,-12,-9,-5,-2,-16,0
1289,-3,1,1,4,4,0,-10,4
1290,5,-5,12,4,0,-5,-16,-24
1291,-9,4,-10,-2,-3,1,23,5
1292,4,-7,-5,4,-4,-2,-25,0
1293,-20,-4,6,-2,-1,-2,9,0
1294,11,-9,-3,-14,-3,-1,4,4
1295,7,5,-21,-4,-5,-4,-19,-7
1296,16,14,10,-10,-3,-1,8,-5
1297,-9,-5,-6,4,-3,-2,-4,-1
1298,-7,-1,10,6,3,0,31,2
1299,-2,-2,3,-5,-2,-3,-1,0
1300,3,-3,-17,2,-2,-2,-7,1
1301,2,-2,12,-2,0,-3,-6,-4
1302,0,5,-10,-9,-2,-2,-4,1
1303,8,-8,-3,1,-1,0,8,1
1304,-18,-3,-6,-4,-1,1,-1,-2
1305,8,2,4,19,2,-4,-3,-17
1306,-2,7,8,-5,-3,-3,-2,4
1307,4,-9,-6,0,-4,0,1,-4
1308,-10,-6,5,-2,0,-3,-6,0
1309,5,5,-2,0,-4,-1,2,2
1310,-3,2,14,-1,1,-1,-3,0
1311,0,-4,-19,6,-1,-1,-5,-3
1312,0,13,7,-3,1,0,-10,-3
1313,-1,-21,-6,-10,0,-1,-2,2
1314,-13,2,5,-8,-5,-2,-2,1
1315,-2,-10,-3,0,-4,-3,0,-10
1316,-2,2,33,29,9,0,-2,-5
1317,15,14,-12,-9,-4,-5,-10,9
1318,2,0,-4,6,1,1,-9,-12
1319,-6,6,23,-3,0,-2,-10,-5
1320,0,-7,-15,-8,-4,-2,5,-1
1321,-2,-3,3,2,-2,0,-3,4
1322,-4,1,-2,-4,-3,-2,-1,-1
1323,-6,1,1,-2,1,0,5,-2
1324,-1,-15,-9,-2,-2,-3,-9,-5
