,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
2245,-7,4,16,3,-1,-2,-9,-12
2246,15,0,-21,-5,-2,0,-6,20
2247,5,-8,-10,-2,-3,-2,-5,-11
2248,-13,8,8,1,0,0,4,7
2249,0,12,-3,-3,-1,-1,6,1
2250,-9,-10,8,2,0,-1,-9,-1
2251,4,-11,2,-1,-1,-1,-2,-15
2252,-3,4,8,-1,-2,-2,8,5
2253,14,-1,-13,-1,-1,-1,-1,4
2254,-7,7,-1,0,-1,-1,-3,1
2255,2,2,0,-3,-4,-2,-5,-6
2256,2,-11,0,-3,-2,-2,-1,15
2257,3,4,-2,0,1,3,8,-4
2258,17,3,3,0,2,1,-5,9
2259,-71,-7,4,2,1,0,4,-13
2260,16,1,8,0,-1,-2,-27,-15
2261,12,-1,-2,5,2,1,8,40
2262,-19,0,-12,-13,-11,-3,46,-18
2263,28,-1,-2,-3,-1,-3,-2,20
2264,-13,7,-3,-2,0,-1,3,-8
2265,-6,-8,-7,-1,0,-1,-16,-9
2266,-5,-1,-5,3,2,-1,-16,6
2267,10,3,2,0,-1,0,1,-7
2268,-9,-10,3,0,-3,0,11,2
2269,8,-8,-11,-3,-2,-3,-1,-3
2270,-6,6,17,1,-1,0,-7,4
2271,16,-1,12,0,-1,-2,-4,-14
2272,-22,2,-6,2,0,0,-6,16
2273,-10,0,-4,-6,-2,0,3,5
2274,20,4,-1,-1,0,-1,0,-21
2275,1,-4,2,4,2,1,10,15
2276,6,3,-1,-2,-2,0,2,-5
2277,2,2,-1,-3,-4,-4,-14,-10
2278,-7,-11,14,0,-2,-3,9,7
2279,6,6,-4,1,1,-1,-11,0
2280,1,1,0,-5,-1,-1,1,0
2281,-10,5,1,-1,-3,-1,13,-31
2282,18,4,8,2,1,-1,-19,11
2283,4,-2,-2,-3,-1,1,1,-5
2284,-5,-10,-5,0,0,-1,-3,-3
2285,11,-3,10,-3,-4,-2,-8,9
2286,-12,-4,-15,0,2,1,-7,1
2287,-4,-10,-17,-3,-3,-3,-1,-14
2288,-5,7,-1,-3,-2,-2,5,-5
2289,4,8,9,1,2,1,-1,6
2290,6,-12,-4,0,-1,0,0,-18
2291,-13,12,10,1,1,0,-1,5
2292,2,-4,-2,-3,-3,-1,1,-4
2293,-1,-11,-9,-2,-2,-4,-3,-2
2294,-2,-2,-1,-3,-3,-3,-10,10
2295,16,3,-12,-1,0,-3,-7,-6
2296,7,2,10,2,1,2,-7,-3
2297,-5,1,-2,1,-1,0,12,-1
2298,-14,-6,-5,-2,-1,0,-5,3
2299,4,-6,-2,-2,0,-1,-1,-6
2300,-13,-1,2,-2,-2,-1,-3,4
2301,-13,1,-8,-1,-2,-1,-21,-10
2302,13,2,0,-3,-2,-1,27,16
2303,24,-1,0,-4,-3,-4,-20,-1
2304,8,12,-3,0,-3,1,39,9
2305,5,-4,1,-1,1,-1,-19,4
2306,-14,-22,-2,-1,-2,0,11,-8
2307,9,6,3,2,-2,0,-3,-3
2308,6,-5,2,1,-1,-1,-8,1
2309,-26,-4,-5,-3,-2,-1,7,-7
2310,4,4,9,-2,-2,-3,-16,-5
2311,6,6,-7,0,-2,0,4,17
2312,-6,2,2,1,-1,-2,0,-14
2313,4,-8,-27,-2,-2,0,8,6
2314,-8,-10,0,-1,-1,-2,-14,-5
2315,-17,-1,12,-1,-1,0,3,2
2316,-19,-8,-8,0,-1,-3,-20,6
2317,21,14,11,1,-1,0,-1,-3
2318,-9,0,-10,-5,-5,-2,-10,-6
2319,-3,-10,-4,-6,-4,-3,2,-23
2320,3,-1,7,-2,0,-3,4,31
2321,-1,-2,-2,-3,0,-3,3,-27
2322,2,13,2,2,1,0,-19,7
2323,0,-4,4,0,0,3,12,8
2324,9,9,8,4,1,1,0,2
2325,-9,-9,2,-4,-5,-6,-8,-4
2326,4,5,-8,-6,-3,-3,2,1
2327,-3,-9,3,0,-1,-3,-5,-2
