,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
761,-9,-9,-11,-6,-4,-3,-9,-21
762,10,-6,-8,-1,0,-2,-7,11
763,0,2,6,5,2,0,-21,-13
764,1,3,-8,-2,-1,2,82,-2
765,-12,-8,-10,-6,-4,-3,-3,5
766,-9,4,6,-1,-1,-2,-1,-11
767,1,13,5,5,4,0,3,0
768,5,9,-6,-6,-4,-4,-28,-1
769,-11,-25,-4,-7,-4,-1,3,-6
770,-7,-4,5,0,-2,-4,4,-16
771,-3,-7,-4,-2,-2,-1,-19,5
772,2,8,0,3,1,2,14,14
773,9,12,2,4,0,0,2,-5
774,1,-7,-7,-5,-2,0,-8,-10
775,1,3,1,0,-1,1,3,11
776,2,-14,5,-1,-2,-5,-18,4
777,-8,6,-17,-3,-2,-6,-14,-27
778,3,1,-3,1,0,3,25,0
779,11,-3,-3,-2,-5,-1,30,9
780,-5,-4,8,-4,-3,-2,-27,-11
781,-6,-10,-20,-3,-1,-1,2,10
782,6,4,1,-1,2,-3,-24,-17
783,-4,17,4,1,-1,-1,2,-8
784,-6,-4,-5,-1,1,-2,-12,-1
785,0,-4,8,-3,-5,-1,2,-7
786,-2,-3,11,3,0,-2,3,4
787,-3,-3,-21,0,-1,1,-2,8
788,-5,5,-4,-2,-3,-2,-6,-6
789,12,-2,0,-6,-4,-2,1,4
790,-20,-11,-19,3,1,0,0,0
791,-3,10,30,0,1,-3,-3,4
792,-2,6,1,-5,-5,-4,-12,-12
793,0,-6,-1,0,-1,1,8,8
794,-1,-2,4,1,0,0,-5,-6
795,-7,-15,-8,1,2,1,2,9
796,-12,3,-14,0,0,0,-1,4
797,24,9,1,-1,-1,0,1,-8
798,-1,-3,-3,-1,-1,-1,0,21
799,8,-1,-6,-2,-2,-2,-5,-18
800,-1,-11,1,0,-2,0,-5,5
801,-11,0,4,-3,-3,-1,7,4
802,4,0,-4,-3,-1,-3,-7,-12
803,-11,3,-4,-2,0,0,10,-7
804,3,-4,0,-1,-1,-1,-6,0
805,-1,-2,5,3,2,-2,-4,-5
806,9,15,0,-4,-3,-1,1,5
807,-13,-10,3,1,-1,-3,-9,-6
808,3,7,-1,3,2,1,4,0
809,-23,-27,-5,-4,-4,-3,-3,2
810,16,11,2,1,-2,-4,-12,5
811,-2,-4,-1,-1,0,2,9,-24
812,-8,-3,-6,0,-1,0,23,5
813,8,3,0,-1,-2,-1,-1,10
814,-9,7,3,-1,-2,-1,-8,-6
815,-1,-25,-17,-2,-1,-2,-12,5
816,-7,10,5,-3,-3,-3,-11,-7
817,0,7,5,2,2,0,7,4
818,-8,-4,-3,-1,-3,-1,-10,0
819,18,4,6,-1,0,-1,-6,-2
820,-33,-13,-7,-5,0,-2,-5,-9
821,18,5,16,0,-1,0,-1,6
822,-13,-11,-4,-2,-2,-3,0,-5
823,11,9,0,-3,-3,-2,5,6
824,12,-14,-1,1,-1,-2,-8,1
825,-7,7,1,1,0,0,3,-3
826,-8,-7,-7,-2,-2,-2,-18,0
827,4,3,4,1,1,1,28,10
828,-4,-2,-2,-6,-5,-2,1,-13
829,-5,0,-8,-1,-1,-1,-8,3
830,-2,-8,0,1,-2,1,-2,-11
831,-13,-5,-5,0,-2,-2,-6,7
832,14,6,2,0,-1,-2,-6,-16
833,-6,1,-11,-3,-2,0,-4,13
834,2,0,-5,-4,-1,0,-1,1
835,-16,3,4,0,-1,-3,6,-20
836,22,-18,-10,-1,-1,3,16,23
837,4,3,8,-2,-4,-3,-5,-13
838,2,2,0,-1,-4,-2,0,2
839,-5,-8,-14,-1,0,-2,-11,-2
840,2,6,6,0,-1,0,-5,-1
841,-1,1,4,-3,1,-1,-1,-6
842,3,-9,-8,0,1,0,13,2
843,1,-4,10,-4,-4,-1,-10,-5
844,-2,3,2,1,1,1,-9,3
845,3,-3,-7,-1,-1,1,13,1
846,-4,6,4,-2,-1,-2,7,-9
847,-16,-4,1,-2,-1,-1,-8,-1
848,2,3,5,0,-1,-3,-8,-13
849,-11,-8,-4,1,-1,-2,-5,5
850,15,5,1,-3,0,-1,6,0
851,-2,-4,-4,-1,-2,-2,4,6
852,7,5,3,-3,-3,-2,-1,5
853,-5,-10,-6,1,-1,-3,-6,-8
854,-4,3,4,-1,-1,-2,-13,0
855,7,-7,-17,0,0,2,25,8
856,-8,15,2,-2,-2,-2,0,-3
857,1,-9,-5,-1,-2,-2,-1,2
858,-9,-14,-5,-4,-1,-1,-8,0
859,-2,8,7,-1,-2,-4,-10,-8
