,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
693,-9,-8,9,2,1,2,4,17
694,3,-1,-15,-10,-5,-2,-11,-9
695,4,0,-13,1,-3,-1,-3,7
696,-2,-1,29,0,-4,-2,2,3
697,-2,-2,-28,0,-1,-3,-17,-3
698,-17,-5,-38,-21,-5,-3,-13,-2
699,6,3,-7,-3,0,3,17,-3
700,-7,-5,21,1,0,-1,8,-13
701,0,1,-13,6,-3,-3,-10,6
702,-1,10,15,6,1,0,-1,0
703,5,-15,3,1,1,1,-9,-4
704,-21,7,5,-2,-2,0,10,2
705,2,-6,6,0,-3,-2,-3,-6
706,5,1,-7,4,-1,-1,-6,4
707,-1,-8,28,1,0,-1,-5,-1
708,10,11,0,-3,-5,-2,5,0
709,-11,-15,-8,-18,3,-3,-12,-5
710,1,-2,10,23,8,0,0,1
711,-5,-7,-11,-5,-5,-3,-8,-3
712,6,0,2,-5,-1,-1,-17,-6
713,-8,2,2,3,-8,-3,29,10
714,7,6,5,-19,1,-1,8,-3
715,-7,2,6,11,7,2,0,-1
716,1,8,-12,-7,-2,0,9,-2
717,1,-15,-2,1,0,-2,-25,-6
718,-18,-16,-14,-5,-4,0,12,-2
719,2,15,9,-5,-8,-4,-6,2
720,-6,-4,-1,1,0,2,-2,-3
721,10,4,1,-3,-2,-2,1,-11
722,1,0,6,0,-3,-4,-3,1
723,11,-3,-17,-4,1,0,-9,-6
724,-49,-8,4,-1,-2,-2,4,0
725,20,5,8,1,2,-1,-11,1
726,-6,-7,3,-7,-2,-1,-6,-4
727,8,12,3,4,0,0,10,6
728,12,-3,-2,-1,-4,-2,4,-1
729,-11,-3,-16,-3,-3,-1,-20,-9
730,11,5,-1,-7,3,3,-1,1
731,-2,-2,5,5,-3,-2,-8,0
732,2,1,-4,1,1,-1,13,0
733,1,1,8,3,-1,0,-6,-4
734,5,-10,-12,-2,-5,-3,3,-2
735,-8,-1,0,-8,3,0,10,7
736,12,-5,-5,3,-1,-2,-19,-12
737,-16,10,6,-3,-2,0,-3,-7
738,-2,-3,-18,2,-1,6,12,12
739,0,-8,-1,-7,-4,-3,0,-5
740,6,-10,-13,1,1,-2,4,-11
741,-3,6,20,2,0,-4,-6,-5
742,4,-7,2,1,-2,-2,-10,2
743,-7,10,6,3,-4,-1,-3,-2
744,3,-15,-14,-8,-3,0,-7,3
745,-1,-3,8,5,6,2,9,-3
746,5,1,-6,-2,-7,-4,-13,0
747,-3,2,1,-8,-3,-1,8,0
748,-7,0,-8,-6,-3,-3,-8,2
749,3,-5,4,0,1,-3,6,-1
750,-1,-5,-3,-1,-1,-3,-17,2
751,-1,-4,-2,3,-1,1,10,-2
752,-2,11,5,-5,1,0,-1,1
753,-1,0,-6,-2,-4,-2,-3,1
754,-4,1,2,-1,-1,-2,7,-2
755,-9,-27,-10,-1,-5,-4,-18,-8
756,-6,-14,-3,-1,-2,1,5,-2
757,0,6,-2,-3,-3,0,-5,0
758,-1,13,15,5,0,-1,-1,0
759,-6,5,-54,-13,-2,-3,-7,-7
760,27,-1,25,5,-4,-3,-2,6
761,-9,-5,4,-2,1,0,6,-5
762,-5,1,17,3,-2,-2,-8,-6
763,-12,-5,-8,-4,-3,-2,5,1
764,17,2,6,-2,-4,-2,-18,-5
765,1,-1,-12,0,2,2,15,5
766,19,0,-9,-5,-2,-1,7,3
767,0,4,17,2,0,0,-16,-2
768,-6,1,-4,-3,-2,-2,-4,0
769,-6,-2,5,5,0,-2,-7,-4
770,0,0,-5,-1,-1,1,-3,1
771,-6,5,12,1,1,1,-1,-2
772,4,-20,-12,-2,1,0,10,3
773,4,1,-10,-3,-2,-1,-1,1
774,1,-2,0,-3,0,-1,1,-1
775,-1,8,3,6,-2,0,-3,0
776,-10,4,5,-8,-1,-1,8,0
777,1,-8,2,1,-1,-2,-14,1
778,-4,-3,8,3,2,-1,-18,-3
779,-6,8,-26,-4,-7,0,38,1
780,-8,-11,-7,-4,-3,-3,11,-2
781,0,-1,-12,-9,-3,-2,-12,3
782,-7,6,11,0,2,-3,-1,-5
783,1,-13,-3,-2,3,-1,-10,-2
