,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
2753,-1,-7,-1,-2,0,0,-32,-1
2754,-7,3,-2,0,-2,-1,1,1
2755,-6,-11,-6,0,-3,-2,-11,7
2756,-13,6,6,3,5,2,-11,18
2757,29,0,0,-8,-3,-1,25,-16
2758,-58,-8,-4,-3,-2,1,6,-3
2759,-8,-14,0,4,2,-1,-17,-10
2760,11,6,-1,-3,-3,-4,-12,-10
2761,-17,9,0,1,0,-1,-4,9
2762,7,6,-1,-6,-2,-1,-12,8
2763,29,8,-2,3,1,2,21,-5
2764,-51,-32,-6,-6,-4,-3,-32,-7
2765,3,-4,-2,-2,0,-2,-19,-11
2766,6,7,7,-1,-5,-4,26,-1
2767,44,8,18,9,4,3,13,-3
2768,-32,12,-14,-3,-5,1,21,14
2769,55,5,-5,-8,2,0,-19,18
2770,-9,26,31,2,3,-1,6,-8
2771,-39,-66,-19,-8,-5,-2,11,-25
2772,4,6,4,4,-1,-1,5,-13
2773,-38,-9,0,-2,-3,-5,-29,-23
2774,20,-3,0,6,3,4,40,29
2775,10,24,-2,-6,-5,-2,15,0
2776,66,9,6,1,0,0,-1,-18
2777,-87,-14,-2,-3,-2,0,-17,3
2778,4,-9,-11,-3,-1,-5,-11,-8
2779,-5,15,1,7,3,-3,-42,-15
2780,4,-9,-10,-7,-3,2,40,19
2781,22,8,7,-4,-4,-3,-4,-9
2782,3,-16,-8,0,1,2,5,1
2783,-7,-1,-8,-1,-2,-3,10,20
2784,13,7,3,-2,-3,-3,-23,-4
2785,-6,0,1,0,-1,0,30,1
2786,-3,-13,-1,-3,-4,-3,-18,-6
2787,-9,6,-2,-6,-3,-4,-20,-27
2788,6,-1,3,0,1,-1,6,5
2789,4,-6,-6,-3,-3,-1,18,7
2790,7,1,3,2,2,0,-3,-4
2791,-6,2,-50,-5,-4,-1,-9,12
2792,-9,2,17,-2,-1,-2,-8,-9
2793,3,-8,-3,1,-1,2,6,3
2794,7,5,-6,-2,2,-2,-13,-2
2795,-7,-8,9,1,-1,0,8,1
2796,-2,8,0,-21,-5,-2,-8,-8
2797,10,-5,2,26,10,1,3,2
2798,-22,0,-7,-4,-3,1,-6,1
2799,-5,1,9,-7,0,-1,-3,-2
2800,-3,-15,-4,30,1,-2,-9,-8
2801,3,6,7,-12,-8,-1,6,6
2802,5,-5,-13,-12,-4,-2,-4,-1
2803,-2,1,7,-2,0,0,-4,2
2804,-2,2,2,-8,4,-3,-12,-13
2805,-5,6,5,20,5,3,18,-6
2806,-2,-16,-9,-3,-2,-4,-33,12
2807,3,9,-1,-1,-4,1,-8,-4
2808,4,4,-7,-9,-5,-2,-3,-1
2809,-10,3,1,-8,1,2,2,-5
2810,8,-6,-3,5,0,-3,-5,8
2811,21,-3,10,4,-1,0,-5,0
2812,-12,-10,-7,-2,3,0,4,-3
2813,4,-19,-10,-8,-5,-4,-8,-3
2814,-28,11,-2,-3,0,-3,5,-1
2815,-8,-6,3,1,1,-1,8,2
2816,1,6,-3,4,0,1,3,1
2817,4,2,-4,-7,-1,-1,3,5
2818,7,1,1,-1,-1,-1,6,-9
2819,-3,0,-4,-2,-1,-1,1,0
2820,-6,-2,-4,-4,-6,-3,-7,-4
2821,0,1,1,-1,-2,-3,-1,2
2822,8,-2,0,-2,-3,-3,-2,-5
2823,-5,1,0,0,-2,0,3,5
2824,5,-4,-2,0,4,2,0,3
2825,-1,2,5,6,5,1,1,-2
2826,7,-8,-3,1,-5,-1,5,-7
2827,-10,3,-6,-8,-6,-5,1,-1
2828,0,-6,-6,-2,-4,-4,1,-1
2829,-3,1,-2,-10,-2,0,-6,-3
2830,-5,-1,4,13,4,0,2,-10
2831,10,-4,2,-2,0,-1,-13,0
2832,13,3,-1,-2,-2,-3,-10,1
2833,-4,-2,-2,3,-5,-1,2,2
2834,16,3,0,-11,-1,-4,-5,4
2835,-13,5,0,3,3,1,-24,-7
2836,4,-8,-1,-3,-5,0,32,-7
2837,-1,4,-2,-5,-4,-3,-11,-2
2838,-6,-6,-5,-4,-3,-3,-8,-7
2839,-1,1,-3,4,0,0,-1,2
2840,-2,2,12,3,1,-1,-18,-1
2841,-6,8,-4,1,-4,0,5,0
2842,-2,-13,-8,-19,5,2,7,2
2843,0,-10,1,2,0,-2,5,1
2844,-7,7,5,0,-1,-2,-2,1
2845,3,-3,0,-1,-4,-3,3,-2
2846,-3,4,-1,1,-2,-2,-3,2
2847,1,-2,-4,-3,-2,-1,8,3
2848,0,-2,-5,-3,0,1,-2,0
2849,-6,2,3,-3,2,-2,-3,-3
2850,2,-5,-5,-2,-3,-2,-4,-2
2851,-3,3,4,2,0,-2,5,2
2852,-6,-13,-4,1,-1,0,10,0
2853,1,-8,-4,-5,-1,-2,-5,-3
2854,-7,1,1,4,-2,1,2,-1
2855,1,4,-1,-2,-3,-2,4,-2
2856,0,7,-1,0,0,-1,-23,-2
2857,4,-4,0,2,0,0,31,-4
2858,-1,3,2,2,1,0,-8,-3
2859,3,-2,-1,-4,-3,0,33,-2
2860,-7,-2,-2,0,1,-1,-21,4
2861,-2,-9,-4,-4,0,0,21,-2
2862,-11,10,6,2,-3,0,5,-4
2863,23,0,1,-3,-3,-4,-12,-7
2864,-17,3,-2,0,1,-3,2,11
2865,-3,0,-4,1,-3,-1,-6,-3
2866,-3,-8,3,-2,2,-3,-1,12
2867,30,-7,-1,-4,-3,-1,-5,0
2868,-39,-26,-9,1,0,0,9,-2
2869,1,19,1,-3,-2,-2,-21,-2
2870,1,2,-3,-4,-3,-2,-5,-5
