,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1369,2,16,12,4,0,-1,2,2
1370,1,-6,7,1,3,3,18,-1
1371,0,-10,-1,-4,-7,-4,-12,0
1372,11,3,-9,-6,-3,0,12,2
1373,-39,-12,-2,-4,0,-4,-10,2
1374,5,25,5,-2,0,-2,-5,0
1375,-23,-1,2,2,2,1,-4,-9
1376,1,-16,-5,0,0,1,1,4
1377,8,1,-4,-4,-2,-2,-2,-1
1378,7,-7,-9,-7,-5,-3,-3,-2
1379,-8,14,0,7,3,1,0,3
1380,-14,-7,-5,0,-2,0,-4,-10
1381,21,0,-2,-1,-1,1,8,10
1382,7,-2,-4,-3,-5,-3,-13,-15
1383,-1,-6,-1,4,0,0,10,15
1384,-15,4,0,-2,-2,0,17,9
1385,1,-1,3,-1,-2,-6,-17,-14
1386,-5,-6,-2,-2,1,0,-5,-5
1387,8,7,-2,2,0,-2,-7,-8
1388,-4,4,-3,-1,-1,2,6,6
1389,-18,-1,-2,-4,-3,-1,-13,-32
1390,5,-4,-4,-4,-3,-2,30,19
1391,-12,5,-2,1,-1,-1,-7,29
1392,-7,-5,-2,1,0,-3,-11,-26
1393,12,-4,0,4,0,3,7,44
1394,-11,-6,-6,-8,-6,-4,-14,-15
1395,-8,-3,-5,-5,-3,-1,-7,-20
1396,30,7,4,2,1,-2,-8,9
1397,4,-1,5,-3,-4,-1,12,-13
1398,-6,-8,0,4,1,-1,-7,-2
1399,8,11,36,4,3,1,7,4
1400,-12,-1,-43,-9,-3,-1,-6,-4
1401,0,-17,-7,-3,-3,-2,-1,-13
1402,-2,0,-3,-3,-2,1,-4,7
1403,2,-4,1,0,-2,-1,0,-10
1404,-6,4,9,1,1,0,3,4
1405,1,-4,-4,-2,0,0,-2,6
1406,-20,-1,-3,-1,-2,-3,-3,-5
1407,4,-9,-12,-2,-2,-2,3,9
1408,-4,2,1,-1,-1,-2,-5,-6
1409,-3,5,4,-1,-3,0,1,-5
1410,-9,2,0,0,-1,-3,-15,-5
1411,32,0,-11,0,3,1,12,3
1412,-5,-11,3,-9,-12,-7,-23,10
1413,-7,-3,-1,-2,-1,-1,6,1
1414,0,4,-5,-2,0,-1,2,-2
