,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
2369,7,-18,50,35,-7,-4,-26,4
2370,-31,-5,-61,-65,3,-2,0,-14
2371,26,3,33,42,-1,0,25,3
2372,6,5,23,5,0,1,-12,22
2373,-3,6,25,-17,7,2,-34,-14
2374,-51,-8,26,91,-1,4,96,-15
2375,1,5,-24,13,-1,-6,-10,-13
2376,-35,-2,3,13,-12,-8,-19,8
2377,12,-6,-9,42,6,0,-8,6
2378,-3,-6,3,-13,-11,-4,-16,-12
2379,-12,10,9,-26,1,0,-7,7
2380,-3,-33,-18,-18,-4,-2,2,-25
2381,-5,-3,28,39,3,1,7,-8
2382,12,1,-6,-15,-6,-4,-24,15
2383,14,21,-3,27,-5,-1,17,7
2384,6,-2,-10,23,5,1,-13,3
2385,-12,-18,-6,-50,-3,-4,13,-3
2386,11,-7,-19,9,-8,-3,-8,-18
2387,-9,4,1,-13,4,1,-8,9
2388,0,8,-1,25,-1,-1,1,-6
2389,-5,5,-16,-4,-2,2,17,6
2390,-1,-3,27,-54,-5,-3,-3,-2
2391,-9,-5,-26,-51,-1,-1,-7,-6
2392,7,1,7,33,-7,-6,-10,4
2393,11,-6,-58,-79,0,0,13,-18
2394,12,10,14,14,0,2,-9,27
2395,5,-5,11,44,3,0,-2,14
2396,2,0,5,-46,-1,1,-5,-19
2397,-18,-5,-6,46,1,-3,25,1
2398,-11,-30,0,44,1,-3,-18,-11
2399,7,-9,-15,-69,-6,-2,13,15
2400,21,14,29,-5,3,-1,-3,-2
2401,-14,15,-7,13,-4,-2,-16,-8
2402,7,3,-7,-16,-3,0,1,31
2403,-4,2,8,24,0,-3,-5,-13
2404,-6,-15,-3,-16,0,1,6,-6
2405,6,19,-3,15,0,-1,-8,1
2406,-11,-2,-2,-15,-2,-2,8,-15
2407,-10,-25,25,16,0,-1,-18,7
2408,-12,-8,-27,-16,-2,-2,6,7
2409,14,-3,-12,-5,-4,-2,2,-6
2410,-9,16,-13,7,0,-3,-11,-34
2411,4,27,17,11,4,3,4,-12
2412,3,-16,-13,-13,-4,-4,-3,4
2413,-15,-6,-3,7,-4,-1,1,-14
2414,-12,-8,-2,-3,0,-1,-5,1
2415,-12,-14,0,3,-2,-3,-1,-10
2416,-1,12,11,-6,2,-1,5,21
2417,13,10,-5,6,-4,-1,-4,25
2418,12,-3,7,-2,1,-1,2,6
2419,-12,-11,-8,-6,-1,-1,-3,-12
2420,-3,8,9,7,0,2,10,9
2421,6,-3,-11,-2,-5,-3,-12,-15
2422,4,-8,-1,-11,-6,-3,0,-6
2423,-17,-4,5,6,0,0,-2,-5
2424,-7,-4,-21,-11,-2,-2,0,-17
2425,-6,2,16,3,2,0,-2,10
2426,29,-1,-5,-3,-1,0,-1,3
2427,-1,3,-8,3,-3,-1,-15,0
2428,-4,-7,23,4,2,-1,-4,-4
2429,-12,-7,-14,-3,-1,-2,-19,-11
2430,16,-1,5,1,-1,2,38,21
2431,1,2,-5,-1,-1,-1,4,-6
2432,17,7,-3,-4,1,0,-2,1
2433,-38,-9,-3,-1,-2,-1,7,22
2434,-5,-6,-4,-3,-2,-4,-36,-20
2435,-7,5,4,1,-1,2,47,-4
2436,5,11,-5,0,-1,1,-2,-9
2437,24,0,1,-4,-4,-2,0,10
2438,-8,8,0,-1,0,0,0,22
2439,-1,-39,-5,-3,-2,-4,-21,1
2440,-7,3,-7,-2,-1,-1,20,-1
2441,-6,8,3,2,0,-3,-5,-11
2442,-6,-1,2,3,2,1,-2,-13
2443,22,13,17,-2,-4,-6,-5,-7
2444,2,1,-4,-6,-3,-2,-14,-3
2445,13,5,-1,1,1,0,7,10
2446,-21,-3,5,-2,-2,-4,6,0
2447,-5,7,-3,0,0,0,-24,-1
2448,-3,-13,28,-3,-3,-3,-4,-5
