timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
6533340,5,17,17,-4,-3,-3,2,1
6533340,-20,-8,-4,-2,2,1,2,-5
6540474,-25,9,2,1,0,2,-7,-4
6540474,21,-11,7,1,-2,-3,-2,-2
6548975,-24,-2,-3,1,0,-1,-9,0
6548975,14,1,-9,-1,2,0,9,0
6563338,24,-2,0,-4,-6,-1,7,-9
6563338,-39,2,-3,4,0,1,-8,10
6571306,32,-12,-9,-10,-7,-3,14,-5
6571306,-3,4,10,6,7,4,-9,13
6585593,-1,15,-11,-7,-4,-5,-9,-1
6585593,-12,-27,-12,-4,-4,-3,2,-13
6593339,2,-12,-8,-6,-2,-2,-6,-4
6593339,15,9,0,-1,-2,-4,-6,2
6599591,-30,-3,19,-1,-2,-4,-1,1
6599591,-13,7,14,6,0,-1,-8,-6
6609308,19,3,-14,-1,0,1,13,1
6609308,8,-4,-18,-7,-3,-2,-1,-4
6622315,-8,-7,-3,-1,2,2,-1,3
6622315,2,8,11,1,-2,-3,2,-2
6631310,-2,-5,3,1,0,0,-8,-2
6631310,18,7,5,1,4,4,1,1
6646061,-9,-16,-5,0,-1,-2,1,-1
6646061,1,0,-9,-5,-2,1,9,2
6652557,4,-4,-8,-2,0,-3,-8,-4
6652557,-2,-10,-2,-2,-4,-3,-2,-2
6659776,-8,8,3,0,0,-1,1,-1
6659776,9,-2,0,1,-1,1,1,2
6668559,3,-2,0,-1,0,-2,-8,-1
6668559,-11,-3,2,-2,-5,-1,3,-4
6682850,-5,-3,-2,-3,-1,1,4,0
6682850,2,1,-5,-1,-2,-1,2,5
6691561,-9,-12,-8,0,1,-1,-6,-8
6691561,-10,11,15,5,3,-3,1,-1
6705598,3,-1,-8,-5,-5,-3,-3,-3
6705598,14,-3,-9,-4,-2,-2,-5,3
6712563,9,2,-11,-2,-4,-2,-5,2
6712563,-11,-14,20,1,-1,-3,0,-2
6719563,19,6,6,4,1,2,23,1
6719563,-16,1,-7,-6,-2,-1,13,1
6728563,16,0,9,0,-1,-1,-16,4
6728563,-14,8,-21,-2,-3,1,22,2
6743283,-10,-10,-5,1,0,-4,-13,-3
6743283,29,-2,8,2,-1,-2,0,-11
6752293,-18,4,-6,-2,-2,-4,-17,6
6752293,23,10,1,-2,1,-1,-3,-8
6765300,-11,-14,-18,-5,-3,-1,-3,1
6765300,8,-4,-9,2,2,1,-4,-7
6772300,-11,7,4,-2,-2,-1,2,-10
6772300,0,-13,-5,-3,-4,-2,-11,-2
6779508,0,11,8,1,1,0,0,1
6779508,6,1,-1,0,0,0,1,0
6789295,-16,-5,-6,0,-1,-1,14,2
6789295,-20,-3,8,-5,-4,1,-5,1
6802296,6,-3,-3,-2,-2,-1,-18,-4
6802296,-7,-4,-9,-3,-4,-3,33,6
6811296,-4,3,8,0,2,1,3,-3
6811296,9,10,-8,-1,1,-1,-5,-4
6825513,-1,-6,6,-1,0,-1,-4,-3
6825513,-7,5,-22,-5,-6,-6,-20,-6
6833298,-4,-2,-1,-1,-2,-2,-3,2
6833298,3,0,8,1,-2,-3,-4,-7
6849259,-7,-7,-11,-4,-3,-1,-3,11
6849259,35,0,9,3,1,0,-8,-2
6851218,-11,-7,-11,-2,-1,-1,0,-1
6851218,-5,-4,8,-2,-2,-4,-4,-6
6862791,-13,-2,-6,0,-3,-3,0,-16
6862791,-9,-8,-8,-3,1,1,-3,1
6871529,14,3,7,-1,-2,-3,-4,0
6871529,-7,0,-6,0,-1,-1,-4,-1
6885742,3,-8,3,-1,0,-1,0,1
6885742,-11,2,1,-2,-3,1,5,2
6894530,3,-8,-5,-3,-5,-3,-2,-8
6894530,-17,7,-1,0,0,0,2,6
6908818,15,-5,8,-2,0,-1,3,3
6908818,-11,9,-17,-1,0,-3,-10,-4
