,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
2041,-9,-5,-6,-5,-3,-1,27,14
2042,33,16,13,10,3,3,2,-7
2043,-28,-19,4,-4,1,0,28,-2
2044,13,1,-7,-3,-3,-1,-5,-15
2045,-32,19,9,2,-1,-5,-51,-3
2046,-6,-15,-10,-8,-1,0,43,6
2047,-22,-7,-3,-1,-4,-2,-14,-7
2048,-4,-10,0,-3,-1,-3,-10,-1
2049,-7,-17,-18,0,-1,0,10,-5
2050,14,2,-4,-1,-1,-5,-19,-14
2051,-13,15,13,4,3,4,21,23
2052,6,7,22,-1,-3,-3,2,0
2053,15,-2,-4,2,0,0,-1,3
2054,-8,4,0,-4,-3,-3,-25,-10
2055,13,-7,0,-3,-1,-3,-29,-14
2056,-6,7,4,-1,-1,4,60,20
2057,-15,-2,0,-3,-1,1,26,-14
2058,-7,-1,0,2,-3,0,-15,-2
2059,7,3,6,-3,-3,-3,-11,-5
2060,-9,1,-4,1,2,1,-5,4
2061,-6,-11,-7,-2,-3,-2,-11,5
2062,-10,8,5,1,1,-1,-4,-2
2063,9,0,-1,0,0,-1,9,-3
2064,-6,-4,-10,-3,-5,-1,-11,-5
2065,8,0,3,-4,0,-2,9,0
2066,-6,-2,-4,3,-3,-3,-10,5
2067,-1,-4,-18,-39,-11,-3,-8,-3
2068,-5,0,8,36,4,-2,-4,-4
2069,-3,6,11,4,12,1,1,-2
2070,-3,-3,-1,-13,-1,0,12,8
2071,4,-2,-2,5,-4,-2,-8,-2
2072,0,-12,-15,-14,-11,-4,0,2
2073,8,2,-7,-25,-11,-4,-10,2
2074,-3,3,7,22,5,-1,-14,0
2075,4,-3,-2,-9,6,2,25,2
2076,-5,3,-2,-11,-6,-5,2,-6
2077,23,-11,-9,5,-3,-1,-10,6
2078,-15,4,7,-2,-2,-1,-7,-3
2079,-4,0,-10,7,-2,-3,-26,-4
2080,0,-3,6,1,2,3,36,10
2081,-7,-3,-3,-2,-4,-2,-6,-11
2082,-6,-16,-13,-6,-4,-4,-6,0
2083,5,-2,1,7,1,2,18,-11
2084,1,1,3,-6,0,0,-17,2
2085,8,9,9,5,-1,-1,4,-3
2086,-6,-8,1,-4,-3,-2,5,-3
2087,-12,-16,0,6,-3,-6,-11,-4
2088,-1,2,-10,-8,-1,-1,-4,-2
2089,-8,2,6,4,-3,0,8,0
2090,5,12,-4,4,-2,-2,-5,4
2091,3,1,-3,-8,2,-2,-7,-2
2092,-3,-3,3,-4,0,0,-4,-4
2093,-5,-1,-4,4,1,-1,-9,0
2094,-1,-2,-8,-18,-3,0,4,-2
2095,4,1,1,9,-4,-3,4,3
2096,-5,5,-3,-3,2,0,-8,-4
2097,-3,-15,-8,0,-1,-1,3,-3
2098,10,4,-7,-2,-5,0,3,2
2099,-19,-3,10,12,7,-1,-5,-4
2100,-8,7,2,-4,0,0,-3,-3
2101,11,-10,-9,1,-3,-4,-30,-3
2102,4,-3,8,-9,-2,3,16,0
2103,-1,5,-8,-2,-5,0,-5,3
2104,-1,-2,4,2,-2,-5,-8,-9
2105,-2,-2,-1,-5,0,0,-5,4
2106,-3,4,-2,2,0,-3,-8,-4
2107,2,-6,4,2,0,0,-4,1
2108,-5,-5,-3,-1,-2,1,-9,-7
2109,-4,2,0,-3,-1,0,10,-1
2110,-3,-4,-1,3,1,-3,-7,-1
2111,0,-9,-4,-3,-4,0,5,0
2112,3,-1,-5,-4,-2,-2,-5,1
2113,-7,4,0,3,0,-1,0,-2
2114,-1,1,-8,4,0,0,3,-2
2115,0,7,2,1,-3,-3,-7,-2
2116,-1,-5,-6,2,2,1,5,5
2117,-2,0,8,2,0,0,7,-4
2118,-1,-9,-1,5,1,0,-3,-2
2119,-1,6,-4,-5,-2,-1,0,-8
2120,5,0,-5,-5,-5,-4,-38,-1
2121,-2,-1,1,19,1,4,64,3
2122,-1,-2,-3,-9,1,0,-1,1
2123,2,3,-5,5,2,-1,-10,-3
2124,-3,4,2,-6,-1,1,8,4
2125,-5,-14,-7,-6,-6,-5,-21,-11
2126,5,10,4,-12,-2,-3,-1,1
2127,5,0,2,0,0,-1,5,2
2128,-7,-11,-7,-1,-2,-1,-4,-4
2129,3,-5,7,-5,-4,0,-7,3
2130,-2,8,-1,1,-2,-1,5,0
2131,-5,4,-3,-5,-3,-2,-8,0
2132,1,5,2,1,0,-2,4,-1
2133,-5,-9,-5,-6,-2,-1,-5,2
2134,1,0,2,2,-1,-2,-2,-1
2135,0,-6,0,-3,0,1,1,0
2136,4,-6,-5,3,-4,0,1,1
2137,-9,5,-6,2,3,0,-5,0
2138,-6,-3,2,-7,-3,-5,-27,-3
2139,2,-2,-3,-1,-2,-2,47,5
2140,4,-1,1,-3,0,1,16,2
2141,-3,4,-6,-6,2,1,-3,1
2142,-3,-8,3,2,0,-2,-5,-5
2143,-2,1,-2,-1,-3,-5,-18,-2
2144,-2,0,3,2,-2,-2,-1,-5
2145,0,2,-3,-7,2,0,-4,-2
2146,13,-3,0,5,0,0,-2,2
2147,-19,-1,-5,-4,-1,1,6,-4
2148,4,3,6,-2,0,-3,0,-9
2149,-5,-19,1,7,1,0,-6,-1
2150,-2,-4,-7,-3,-1,0,-1,-3
