,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
2437,5,-3,-5,1,-4,-3,-1,-9
2438,6,5,-1,1,3,1,10,7
2439,-20,-3,-6,6,-4,-4,-25,-7
2440,-3,2,14,13,0,1,-1,0
2441,20,-7,-7,-7,-2,-2,-12,2
2442,-24,7,1,-3,0,-1,2,-12
2443,-10,-6,10,-8,-1,1,-12,-3
2444,3,-17,-5,0,0,-2,15,1
2445,-30,7,18,-7,-5,1,2,1
2446,14,-5,-25,9,2,-1,-9,9
2447,-9,8,2,-5,0,0,0,-12
2448,40,7,-2,5,2,1,-4,1
2449,-73,-24,-16,-4,-4,-2,-9,-11
2450,-5,18,25,1,1,-1,-5,9
2451,23,-4,-7,-5,-4,-1,1,3
2452,4,7,-16,24,8,2,29,3
2453,24,-3,2,-27,-9,-1,-5,-4
2454,17,0,-3,-3,-5,-4,-16,-3
2455,-45,-12,-6,6,1,-3,-3,-5
2456,7,2,2,2,1,-1,-13,1
2457,21,-6,18,5,3,3,-1,5
2458,-1,-10,-17,-9,-5,-2,4,-8
2459,-27,4,-4,-9,-10,-2,18,3
2460,-4,20,12,-4,0,-1,-4,0
2461,-8,-4,-8,9,3,-1,1,1
2462,39,0,15,-4,1,2,1,-6
2463,-1,-5,-14,0,1,-1,-6,-8
2464,-15,-13,0,3,0,-3,-14,4
2465,4,1,-12,-12,-16,-5,-1,4
2466,-7,0,9,4,2,-1,0,0
2467,15,11,12,-8,1,1,-9,2
2468,0,-8,1,-3,-1,0,-1,-4
2469,10,-9,-17,-1,2,-4,-2,-2
2470,-34,17,21,5,-2,-3,-12,-12
2471,-10,-9,-13,1,-1,-1,14,0
2472,13,-8,-2,-10,0,-1,-8,-5
2473,14,3,8,-8,-7,-1,-2,2
2474,4,0,-27,4,1,0,8,4
2475,-6,10,4,0,1,-1,-8,-1
2476,-17,-4,-7,-2,-3,-1,-19,1
2477,-17,-16,7,0,5,2,32,3
2478,-15,-1,16,1,-2,0,7,1
2479,53,17,-1,-7,-1,0,-13,10
2480,-6,-3,-5,12,1,-1,-10,-5
2481,-2,-1,-19,1,4,-2,-12,-4
2482,-18,-16,7,-1,-8,-1,6,5
2483,-10,-1,2,-3,-1,-2,-7,-4
2484,45,16,9,-10,-4,-2,-6,6
2485,-20,-19,-42,5,3,5,26,4
2486,4,-2,13,8,2,-4,-16,-6
2487,9,-6,2,-8,-7,-2,28,5
2488,-25,-1,-4,0,-3,-3,-2,-1
2489,5,1,10,11,5,-2,-8,-2
2490,-11,6,-11,-9,-6,-3,-1,2
2491,0,-16,-5,0,-1,-1,-12,-6
2492,-55,-1,10,-5,0,-2,-24,-3
2493,6,6,11,1,-5,2,73,5
2494,15,-2,0,24,11,1,-3,-1
2495,-24,3,22,-22,-12,-5,-5,-3
2496,29,-17,-28,1,-1,0,-9,-2
2497,-33,11,0,-8,-5,-7,-17,-10
2498,-7,-6,-5,2,1,0,-5,2
2499,24,11,5,7,4,1,10,-4
2500,15,-21,-5,-5,-2,1,9,-4
2501,11,0,7,-2,-1,-3,-29,3
2502,4,22,11,-6,0,-1,7,3
2503,-5,0,-9,4,1,-1,-12,-5
2504,-11,12,2,-9,-2,3,9,-4
2505,7,-4,-8,5,3,-2,-24,-3
2506,-3,-11,5,-3,-6,-2,-6,3
2507,6,-5,-14,1,0,0,1,-4
2508,-59,4,11,3,-3,-5,6,6
2509,-2,-4,-11,-12,-9,-1,-2,-5
2510,30,6,1,-11,-2,0,-21,-4
2511,-42,-10,-4,0,2,0,30,12
2512,-1,-14,-12,-2,-8,-5,-2,-10
2513,-3,-3,13,5,4,-2,-7,-3
2514,11,-14,-10,-17,-8,-7,-7,8
2515,6,4,-1,7,2,-2,-23,-2
2516,3,11,10,-1,0,-1,-1,-1
2517,11,7,0,-5,-3,2,27,7
2518,-17,-8,-10,3,-1,0,21,-6
2519,7,-11,-2,5,3,0,-10,-5
2520,-10,2,7,-3,-8,-2,16,-2
2521,24,3,-2,3,0,-3,-20,-3
2522,-64,-3,-1,-4,1,2,5,1
2523,16,3,-7,-4,-2,-3,-6,-4
2524,2,-17,-3,-8,-4,0,3,-6
2525,0,-2,0,5,3,-1,-15,-5
2526,12,6,-14,-6,-5,1,6,1
2527,46,-5,-2,3,0,2,-2,-1
2528,10,4,5,2,2,-1,1,3
2529,2,8,-5,18,7,-1,-5,-11
2530,19,1,-3,-30,-10,-4,-1,-1
2531,-4,2,-5,0,-3,-3,-9,-3
2532,5,-5,-15,6,2,-1,5,2
2533,8,-3,6,0,-6,-1,-13,2
2534,5,0,4,5,3,1,5,-4
2535,-13,-17,-9,-6,0,3,7,2
2536,-5,19,9,-6,0,-1,-5,-2
2537,-5,0,-7,-2,3,-3,4,-1
2538,7,-5,-1,1,-7,0,-6,-10
2539,-48,-5,1,-6,-3,-2,-5,-5
2540,5,-16,-10,-2,-1,-2,-2,3
2541,-16,5,22,-2,0,-1,-5,1
2542,12,13,-5,-1,-1,-4,1,3
2543,-2,-13,-5,9,1,-2,-6,2
2544,11,5,0,-1,1,1,25,6
2545,-3,9,15,-8,-5,-1,-7,-10
2546,4,-19,0,2,2,-1,-3,5
2547,4,12,0,1,1,-2,-3,-4
2548,-11,-7,-5,-6,-3,0,15,-13
2549,19,5,-12,-3,-3,-1,10,17
2550,1,3,13,6,4,2,-2,-4
2551,2,11,-7,-7,-3,0,-4,-9
2552,24,-11,7,5,6,0,-6,0
2553,-3,-19,-9,-5,-5,-1,-7,-4
2554,-10,9,-22,-3,-2,-3,-11,-5
2555,-3,-12,4,-4,-3,-3,-6,-2
2556,-2,10,8,12,4,2,6,1
2557,-13,-4,-23,-27,-8,-4,-8,-3
2558,3,-8,-12,11,-2,-4,-3,-5
2559,7,4,7,-4,-1,1,11,-1
2560,-22,7,-2,-4,-1,-3,-14,-2
2561,20,-10,-3,2,4,0,-5,-2
2562,-3,-2,-1,0,0,-2,-4,-4
2563,-7,-2,-7,-12,-11,-5,16,1
2564,-2,5,-2,-6,-2,1,-9,-2
2565,-6,9,10,13,0,-1,1,3
2566,-14,-1,-2,-6,-2,-1,-7,1
2567,4,-13,3,10,2,-4,-9,1
2568,-7,-8,-8,-7,-5,-3,1,7
2569,3,7,7,2,0,0,-6,-2
2570,-28,-7,14,2,-1,-4,-10,-5
2571,5,4,-1,-1,3,4,31,2
2572,-4,-3,-9,2,-3,-1,5,-2
2573,-1,1,-8,-5,-1,-1,-5,-6
2574,-13,-7,23,3,-1,-2,-6,-2
2575,-1,3,-14,-6,-2,0,8,8
2576,-6,-1,-11,-6,-7,-4,-15,-5
2577,-14,1,-1,6,5,1,4,17
2578,-11,3,19,1,3,2,-3,4
2579,2,-1,-1,10,0,-2,-15,-7
2580,18,-7,-8,-10,-6,0,-1,-4
2581,-8,-5,0,-5,-2,-4,-7,0
2582,18,-7,-13,-3,-3,-1,-1,-4
2583,-10,2,2,-3,0,0,-9,-1
2584,9,-4,10,0,1,0,34,-1
2585,-57,1,7,-3,-2,-2,-7,1
2586,25,-8,-6,-5,-1,-2,-1,-5
2587,24,0,3,22,4,-2,-10,0
2588,-13,3,-1,-17,-6,1,4,-5
2589,-2,-4,10,0,0,0,7,-6
2590,6,-7,-26,-1,1,1,11,-6
2591,-15,1,3,-2,-3,-4,-10,-5
2592,22,-10,15,-3,3,0,-5,-5
2593,8,-2,-12,1,-7,1,2,1
2594,-5,10,6,8,0,-2,2,3
2595,6,-7,6,-7,2,1,-4,2
2596,-13,0,-9,0,-2,-6,-12,-4
2597,5,-8,-6,-8,-1,0,-16,-10
2598,9,-4,-6,-5,-4,-1,-4,0
2599,-64,-1,-6,-5,-3,-2,7,0
2600,7,3,-5,2,1,0,-16,-2
2601,-24,-7,17,6,1,-1,-10,-7
2602,2,7,-16,-5,0,2,20,12
2603,-7,15,9,-4,-1,-1,-8,-3
2604,-3,-3,-2,1,-2,-3,-8,0
2605,9,-13,-6,-1,-2,-2,-3,-1
2606,-11,-1,-15,1,3,1,3,-5
2607,28,7,18,-6,-5,-3,-13,-7
2608,4,15,2,0,-4,1,-7,6
2609,25,-11,-29,5,2,-2,15,-8
2610,-5,0,-6,-21,0,0,8,6
2611,4,-17,7,2,-12,-4,-3,-3
2612,-13,-1,-3,3,2,-1,-15,4
2613,51,12,13,-8,-5,-5,5,4
2614,-30,-13,-11,3,-1,-1,-5,-5
2615,13,14,-19,-1,3,0,19,5
2616,-2,13,4,-2,-2,-3,2,-12
2617,-15,-2,-16,5,4,4,-4,5
2618,-28,-7,14,-1,-5,-4,4,-5
2619,53,-7,4,0,1,2,3,4
2620,-33,-5,-3,3,0,1,9,-1
2621,10,2,-12,-1,1,0,-7,3
2622,12,0,5,0,-1,-1,-15,-1
2623,-19,-3,20,-7,-4,-5,-1,-3
2624,-3,3,-28,4,4,-2,-3,-9
2625,9,-4,12,-1,-7,-3,-4,-4
2626,7,8,7,-2,1,0,5,-7
2627,-3,-11,-31,-5,-1,-2,-7,-3
2628,2,-4,22,7,4,2,-2,0
2629,6,1,2,-5,-7,-2,-4,-3
2630,-15,6,-12,-1,-4,-1,1,1
2631,-18,-8,-1,-5,-2,-5,-11,-1
2632,23,-7,-8,10,3,-1,-1,0
2633,-12,3,-6,-28,-4,1,32,-6
2634,2,3,13,2,-8,-5,-8,6
2635,-19,-13,-7,7,4,1,-2,5
2636,6,1,-2,-4,-6,-3,1,-1
2637,-11,-8,8,4,3,-3,0,-3
2638,24,10,-7,1,2,0,-15,-7
2639,-37,-2,4,-5,-3,-2,0,2
2640,-3,0,-7,-6,0,1,-1,8
2641,-12,12,-6,3,-2,-2,0,-2
2642,3,-2,13,1,3,2,3,-2
2643,23,19,-14,0,-3,1,-15,-2
2644,1,-18,11,-6,2,-1,9,1
2645,-13,-4,-2,-5,-2,-2,-16,-10
2646,18,-2,23,5,0,-1,8,10
2647,10,8,-2,0,0,-3,-6,-7
2648,-10,-2,-2,-6,-3,-4,-20,-10
