,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
645,19,-1,-20,45,-9,-1,2,13
646,1,16,40,-2,12,5,-1,0
647,8,-9,3,-92,0,-3,6,-13
648,24,3,-15,-7,-4,-7,-48,-26
649,-20,4,2,-7,1,1,24,38
650,3,-4,-17,14,-3,-1,-10,1
651,-11,-10,19,17,-1,-3,-31,4
652,-3,-14,2,-44,1,0,-7,-21
653,1,12,1,-24,-2,0,48,11
654,5,18,-3,31,-9,-3,5,0
655,-4,-18,2,14,1,-1,-8,2
656,-2,13,16,-29,-1,-2,-22,0
657,-2,-6,-10,-18,1,-2,-14,-14
658,-3,9,-2,24,-2,-1,10,9
659,1,-7,-30,16,3,2,14,6
660,-3,-13,11,-7,-1,0,-5,-4
661,0,2,-9,-44,-5,-3,-11,-6
662,-3,7,5,22,0,-3,-1,-1
663,3,18,13,20,-2,0,-1,-5
664,-3,-7,-14,-23,1,0,6,14
665,-8,-12,10,-10,-3,-6,-15,-7
666,1,-2,-30,16,-1,0,0,-5
667,-3,6,13,12,0,0,9,2
668,7,-12,-12,-9,-1,0,5,8
669,-11,13,1,-9,2,-3,-10,1
670,3,-5,1,9,0,3,10,-3
671,14,-6,-3,2,-1,0,8,-5
672,-22,-1,-10,-14,-2,-1,-9,26
673,7,-11,0,-6,-4,-4,-18,-16
674,18,-4,12,-2,-2,0,-6,-21
675,-33,-10,-5,-6,-4,-2,8,3
676,-8,-11,5,3,1,0,15,-13
677,-8,6,9,-10,-6,-5,-19,42
678,4,4,-4,7,1,-3,8,-41
679,-10,12,5,6,-3,-2,-9,-2
680,4,-7,-6,-2,-2,-3,-10,9
681,-9,-6,-3,-3,2,2,-5,-4
682,-4,-6,-12,-5,-4,-2,-8,28
683,-2,6,6,5,2,-1,8,4
684,3,5,-5,-8,-6,-4,-4,-5
685,8,-4,-10,-6,-2,-1,-1,0
686,-9,-4,-7,0,-3,-2,-7,3
687,1,2,2,3,0,0,1,-7
688,4,-8,-1,-3,0,-1,3,5
689,2,3,-8,-3,-4,-2,-8,-20
690,-7,-8,-5,-1,-1,-2,2,2
691,1,0,1,3,1,1,-2,2
692,1,8,5,-1,0,-2,-7,0
693,-4,-5,-11,-12,-5,-2,-1,-16
694,1,-5,-6,4,0,-4,-22,-5
695,9,2,4,3,1,3,36,16
696,2,5,-3,-2,-3,0,-13,-7
697,2,4,-1,-4,-1,-3,6,-8
698,-8,-6,-1,2,0,-1,-3,9
699,-4,-33,8,-7,-6,-5,-21,-11
700,-3,7,-12,-1,-3,-4,-22,-14
701,-9,8,15,4,3,5,39,1
702,-1,-7,-25,-7,-3,-1,-15,-12
703,1,12,25,8,2,2,11,9
704,-1,-7,-10,-2,-1,-1,3,3
705,-8,-12,9,-8,-4,-4,-21,-8
706,-20,7,-5,-2,-1,-2,11,11
707,35,5,-3,0,-2,0,1,-27
708,3,3,2,0,0,1,18,25
709,2,-5,-2,2,0,1,18,-4
710,2,-1,5,0,0,1,12,7
711,-18,-6,-26,-6,-1,-5,-21,-13
712,9,5,5,0,-1,-1,-8,-4
713,-6,-13,-9,-6,-4,-3,-20,-12
714,0,-7,10,0,-1,0,14,7
715,-3,7,3,-4,-2,-2,-9,7
716,-5,-3,-2,0,2,-1,-11,-10
717,7,5,-11,0,-2,-1,4,7
718,-3,-6,6,3,-1,-2,-6,-4
719,-5,3,0,0,-1,0,0,2
720,14,4,-28,-4,0,1,-4,-4
721,-27,-3,-1,-1,-1,0,-9,0
722,8,14,23,0,-3,0,7,6
723,-10,-12,2,0,0,-1,-4,-6
724,8,-2,1,-1,-1,-2,-5,-1
725,13,-4,-4,0,2,1,14,3
726,-6,0,-30,-8,-7,-8,-30,0
727,-11,7,4,2,0,1,31,6
728,-9,-5,6,1,-2,-1,7,-4
729,7,-4,-7,-1,-2,-3,-16,-6
730,1,-6,3,-1,-2,-4,-15,-10
731,9,4,-5,-1,-1,-1,10,15
732,-8,-2,5,0,2,1,10,1
733,3,-1,-2,-4,-2,-1,-3,-3
734,0,-4,-7,0,0,1,4,-3
735,3,-4,15,-4,-4,-4,-13,5
736,-14,-3,-4,-1,0,-1,9,-4
737,0,1,11,2,-2,-3,-5,5
738,-1,6,-3,-4,1,2,10,-3
739,-3,-13,-14,-2,-1,-2,-8,-3
