timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
10574656,-1,-2,1,8,-6,-3,4,-2
10574656,-3,-8,12,7,-4,0,13,0
10589378,20,3,-21,-41,-2,1,3,-2
10589378,-41,-7,23,32,5,-6,-21,-3
10598372,-15,18,8,-13,1,2,-6,-4
10598372,29,-8,29,32,4,-1,-5,3
10613664,-42,2,-8,90,-9,2,24,-8
10613664,-1,-3,-2,-37,-3,-4,-18,-4
10614664,8,-8,-41,-100,-4,-3,-5,8
10614664,1,5,1,27,6,1,13,2
10629571,7,8,4,36,-5,-6,-8,4
10629571,7,6,-1,-52,-3,6,3,-8
10634577,-7,-14,-33,13,-6,-3,1,-13
10634577,-7,-8,12,8,-1,-6,0,-1
10657866,10,-9,-1,53,-4,-6,-48,-9
10657866,-1,13,28,11,7,0,35,1
10658571,10,5,-1,-16,-8,0,15,0
10658571,-11,-13,-49,-99,-2,-4,-14,15
10672877,22,5,-17,-23,1,1,19,-2
10672877,18,6,3,115,-1,-2,-23,-3
10679573,-10,4,29,-47,6,-3,-25,-12
10679573,1,-11,-30,-17,-9,-2,36,1
10689573,16,8,20,-1,-1,-2,4,15
10689573,-41,-5,-38,-44,-1,3,11,2
10694854,7,3,14,61,-3,-2,3,7
10694854,-6,-16,-8,-20,-1,-2,-21,-20
10710162,-9,-5,3,-15,1,-1,5,-6
10710162,9,12,-18,10,-5,-3,-1,-3
10717866,-8,-6,43,52,6,2,1,2
10717866,-9,-3,-10,62,-2,-2,-2,-4
10732683,-7,-6,13,-64,0,2,6,1
10732683,10,5,-47,-5,-7,-3,-13,-6
10739668,4,18,67,-21,2,0,5,6
10739668,3,-29,19,103,0,-1,-5,1
10749383,-20,-20,-11,-87,0,-4,-6,-15
10749383,14,5,4,1,-3,-2,-15,12
10754383,-2,-6,-3,8,3,3,4,19
10754383,11,29,-7,-7,-7,2,38,-17
10769384,0,5,-4,54,0,-1,2,-2
10769384,-37,-15,2,-82,-1,-3,-6,-6
10777390,-5,26,-14,41,-4,-5,-8,0
10777390,-17,-33,-4,-60,1,-1,-8,0
10793384,-6,-14,-11,2,-7,-1,15,-3
10793384,41,14,0,9,-1,-1,-11,2
10800384,-12,-20,-11,-5,0,-2,0,-1
10800384,-7,23,3,-10,-2,0,-9,4
10809679,5,4,14,6,4,-1,-2,2
10809679,13,-16,7,-2,-2,0,6,1
10815179,7,12,-18,5,-3,-2,0,-7
10815179,13,27,15,-6,1,-2,-4,-2
10829189,-18,-37,-45,7,-4,-2,1,6
10829189,-4,-15,16,3,-4,-1,5,-3
10837194,-9,0,-4,6,-2,-2,-3,-3
10837194,-3,-15,-13,-17,-2,-1,-12,1
10853187,-3,5,1,-8,-2,-1,-1,1
10853187,4,-1,22,11,2,0,-3,-5
10859188,18,-13,-11,-9,-2,-3,-1,-21
10859188,-46,10,10,-3,-1,0,0,-10
10875195,-5,15,7,-3,0,-3,-14,2
10875195,-6,-4,4,9,1,-1,20,24
10876189,-5,-11,-28,-1,-2,-3,-7,-4
10876189,13,9,3,-6,-1,-3,-13,-29
10889195,3,1,-6,2,-2,-2,5,-4
10889195,-11,-12,-10,-4,-5,-6,-31,-15
10897190,-10,-3,-4,0,0,-1,-1,6
10897190,-9,0,8,-6,-2,-3,-22,4
10912710,32,3,3,-4,3,2,27,5
10912710,-43,0,-26,4,0,0,1,-4
10919925,-1,-8,-4,-4,-4,0,-5,3
10919925,13,0,4,-5,-4,-2,-11,7
10935616,-3,7,16,6,4,0,-8,-1
10935616,1,-5,-12,-1,-2,-3,0,-5
10936414,7,-3,-3,3,-1,-3,-13,-1
10936414,1,-1,-11,-4,0,-1,13,11
10949616,-1,4,7,-2,1,0,7,-3
10949616,2,-3,-6,-4,-4,-1,1,-5
10957663,-11,-2,2,-3,-2,-1,-3,3
10957663,22,1,-7,0,0,1,-6,9
10972662,-8,-5,-12,-6,-5,-2,-14,-6
10972662,4,15,14,6,2,1,8,0
10979416,4,5,4,0,-2,-1,0,-5
10979416,7,-10,-31,-8,-2,3,35,17
10995419,-17,-23,-6,-1,-3,-3,-22,-12
10995419,0,9,7,1,1,-1,-9,-10
10996418,12,1,-1,-4,-2,0,-3,14
10996418,-14,5,1,0,2,-1,6,-17
11010123,0,-5,0,-3,-3,0,-6,15
11010123,8,-7,-3,2,-1,-2,-3,-16
11017863,4,2,4,-2,-2,-1,5,1
11017863,-6,-2,5,-1,-2,-2,-11,-4
11032135,32,5,-2,-3,-2,-3,-16,-16
11032135,-13,-7,3,0,-1,0,5,2
11040148,-10,14,5,4,2,1,4,10
11040148,5,-20,-13,-1,0,-2,-2,-4
