,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
0,-1,2,1,2,0,-3,0,-2
1,6,-4,0,0,0,-1,-11,-1
2,-1,-1,-6,2,1,3,27,3
3,-1,-3,-15,-6,-3,-4,-4,-5
4,-10,-2,-2,0,-1,-2,-3,-1
5,-11,-4,6,-5,-2,0,-2,0
6,19,6,-1,-4,0,-2,-7,-2
7,-11,-14,-3,-4,-1,-1,-6,1
8,7,-1,0,2,4,3,2,-1
9,-6,3,2,-1,-5,-3,-1,-3
10,-6,-7,7,1,-2,-2,-7,-2
11,5,3,-3,-3,0,-1,-1,-2
12,2,11,14,-1,-3,-3,-5,-3
13,-1,-9,20,2,2,2,1,-4
14,-7,4,-21,0,0,-3,-8,-5
15,1,-2,7,27,0,0,0,2
16,4,0,-26,-32,-4,-1,-2,-8
17,-6,11,-1,-2,-2,-2,1,-1
18,-3,-16,-5,2,-2,-1,-4,0
19,1,0,16,-3,0,-1,2,0
20,-14,-3,-2,13,1,0,-1,0
21,5,2,-17,-9,-6,-2,4,1
22,6,0,0,2,1,1,24,2
23,-10,0,0,-1,-4,-3,-4,-4
24,11,-1,-4,0,0,-2,-7,0
25,-2,3,16,-4,-2,0,-4,-3
26,11,4,-4,-2,1,-1,-6,2
27,-2,1,7,-8,-2,-1,-1,0
28,-8,-6,-4,-2,-2,-2,-7,-4
29,-8,-4,24,23,2,1,15,5
30,-3,-1,-11,-19,-2,-1,-4,-2
31,-6,2,-11,-9,-3,-2,1,1
32,3,4,-8,0,-2,-2,-3,-3
33,-1,1,-4,-7,0,-1,-2,-2
34,-9,-13,2,2,-4,-3,-5,1
35,-1,-8,4,0,0,0,1,-4
36,-8,0,-7,-2,-3,-1,1,3
37,7,2,-3,0,-2,-2,0,0
38,0,6,6,6,1,3,-4,-3
39,-4,-4,-16,-2,-3,-3,-5,-7
40,9,-1,8,4,0,1,4,0
41,-3,-7,-23,-5,0,-2,-4,2
42,10,5,6,-9,-3,-2,-7,-2
43,-12,-1,9,25,4,1,2,-10
44,-5,-6,-10,-15,-5,-4,-4,-2
45,-2,-1,15,-14,-1,-3,-6,-2
46,-5,-2,-13,-7,-2,-1,13,-4
47,14,0,-3,3,0,0,0,7
