,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1833,10,1,7,109,-1,1,5,14
1834,-15,-2,-24,-77,-1,-2,5,-11
1835,7,-3,8,16,0,-1,-13,-1
1836,9,12,17,37,1,0,56,28
1837,2,3,-73,-118,-5,-1,-30,4
1838,-17,-12,22,51,-2,-6,-43,-33
1839,-1,2,11,2,6,5,37,3
1840,23,5,-13,-14,-6,-6,-46,0
1841,-15,7,-20,10,-9,-2,32,2
1842,1,-21,13,77,4,-2,-4,10
1843,-7,-15,6,-101,-7,-4,-17,-18
1844,-3,-4,0,25,5,1,3,-14
1845,-7,19,5,-4,-5,-8,-10,3
1846,19,8,-11,10,-3,1,10,11
1847,-12,-2,-12,-53,-5,-2,5,5
1848,-14,-12,-7,30,1,-1,-8,-10
1849,-1,9,45,-18,2,-1,-3,-13
1850,5,14,-36,-48,-8,0,8,-2
1851,-4,-19,13,41,5,2,8,20
1852,-7,12,2,-38,-6,-3,-11,-16
1853,0,-10,-15,56,-2,1,1,-5
1854,-1,-6,-7,-34,8,1,12,6
1855,-13,7,8,13,-2,-1,-10,-4
1856,17,5,-6,-17,-3,-4,-23,0
1857,-29,-3,11,24,1,2,39,20
1858,11,-7,-2,-36,-5,0,-10,-6
1859,-3,-3,12,3,1,-1,2,-4
1860,-18,-12,-11,-9,-3,-4,-9,-16
1861,11,2,11,-13,4,1,-13,-1
1862,-1,5,6,10,-3,-1,-10,3
1863,22,3,-10,13,-3,-4,-3,-2
1864,-31,-21,-7,-12,-8,-4,-1,-6
1865,24,18,-6,-7,4,1,-8,-12
1866,-10,-2,25,28,-3,-1,15,7
1867,-17,11,-12,7,-1,-1,-6,3
1868,2,-19,-13,-5,-2,-1,5,-1
1869,-1,-9,-7,-25,-3,-4,-9,-2
1870,3,16,-1,25,1,1,9,10
1871,22,2,-1,7,0,1,-2,18
1872,-4,6,-12,-17,-5,0,4,50
1873,-6,-13,16,-9,3,1,-3,-31
1874,-45,3,-8,10,-2,-2,-4,-83
1875,2,-33,3,-4,-2,-4,-17,-25
1876,0,9,-5,-1,2,0,26,-6
1877,15,-11,8,2,-3,0,-10,19
1878,12,8,10,2,-2,-3,0,21
1879,-8,4,-4,-4,3,2,24,-10
1880,23,9,-2,1,-2,-2,-16,-32
1881,-1,-6,2,-8,-4,-2,5,11
1882,6,1,8,0,2,0,5,13
1883,-13,-3,-8,-2,-2,0,4,3
1884,15,-6,2,3,1,-1,-4,2
1885,-10,8,4,-7,-4,-2,1,-1
1886,1,-11,4,6,1,1,-1,6
1887,13,-2,-6,-2,-3,-4,-5,7
1888,-9,-2,-3,-1,1,-1,-3,-1
1889,0,-7,-1,-8,-3,-3,-3,-5
1890,-5,5,-2,-1,-5,-2,1,4
1891,-9,-1,0,7,4,1,-3,1
1892,6,6,4,-10,-6,-4,-6,-4
1893,-14,-1,-3,-4,0,-2,-4,-5
1894,13,-7,-9,-9,-4,-1,-5,2
1895,-9,3,11,-2,-1,-1,9,-3
1896,2,10,-10,4,2,2,-3,3
1897,-11,-11,-5,2,1,-2,-16,-2
1898,13,5,7,4,-1,-2,-10,7
1899,32,10,8,-1,-1,1,-2,0
1900,-47,-12,-7,-1,-1,-2,-4,-3
1901,4,-7,18,1,1,1,-8,4
1902,15,-6,-28,-5,-2,-2,0,7
1903,-11,6,4,-2,-4,-5,-17,-2
1904,17,-9,5,-2,-2,-4,1,-2
1905,6,-2,-8,-5,2,-1,-8,-15
1906,-24,-8,3,1,-1,0,-5,5
1907,-22,-13,-8,1,-1,0,13,-6
1908,23,3,-4,-1,-1,0,-7,-7
1909,-7,7,2,-5,-3,-2,-24,1
1910,2,-5,3,1,-1,2,58,3
1911,7,4,3,5,0,-1,8,0
1912,-22,-3,-13,-6,-1,-1,-9,9
1913,9,-2,-1,-3,-1,-2,-12,-12
1914,-1,4,3,4,-2,-3,-13,-1
1915,-4,-6,-3,-2,-4,-2,-8,0
1916,1,4,-2,-1,0,2,0,4
1917,-3,2,-3,0,-1,-2,12,1
1918,-47,-18,-3,-1,-1,-3,-9,1
1919,-6,-9,-8,-4,-1,-3,-1,20
1920,6,-10,2,-2,-1,0,-14,-22
1921,-11,16,-2,-1,1,1,28,6
1922,15,16,0,0,0,-1,0,8
1923,-4,-4,-3,-4,-2,-4,-21,-19
1924,-6,-11,4,-3,-2,-2,11,5
1925,4,0,-3,1,1,1,7,-4
1926,2,-6,-1,-2,-3,0,-10,-3
1927,-10,9,6,0,-1,-1,-9,6
1928,5,4,5,6,2,2,7,-1
1929,-1,-14,-2,-6,-3,-3,33,4
1930,-3,18,9,1,-2,-1,-7,-5
1931,-5,0,-12,-3,-2,-3,-30,-9
1932,-7,-19,6,-1,0,-2,5,2
1933,-3,0,-7,-2,-3,-2,-4,-1
1934,10,3,5,1,0,-1,-2,-1
1935,7,2,8,0,0,1,7,1
1936,-12,-2,-6,-6,-5,-4,-7,-14
1937,5,3,10,4,1,2,1,0
1938,17,-3,-9,-1,-1,-1,6,-6
1939,-15,-3,-6,-1,-1,1,12,-7
1940,41,10,-4,-1,-2,-2,-4,11
1941,-44,-8,4,-2,-2,-3,-11,-5
1942,-4,-6,12,0,-2,-2,-7,8
1943,26,2,-2,-1,-2,-1,22,-4
1944,-8,-12,-4,-2,-1,-4,-14,-4
1945,7,1,-3,1,1,1,0,-8
1946,2,1,0,-3,-3,-1,-25,0
1947,1,-11,-8,-6,-3,-2,10,-2
