,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1453,-39,0,-2,-4,-1,0,-5,-4
1454,-10,1,33,2,1,0,2,1
1455,-1,-2,-15,-3,-3,1,21,-4
1456,-3,-9,-4,-1,2,2,-16,0
1457,7,-1,9,2,-1,-1,-2,1
1458,2,0,-5,-5,0,0,2,5
1459,-18,-6,-5,-5,-1,-1,-8,-13
1460,-1,1,-1,1,-3,-1,3,-1
1461,8,3,-9,-2,0,-2,1,-2
1462,-7,-3,8,1,0,-2,-7,-1
1463,6,-3,-3,-4,-4,-2,-10,1
1464,-13,-3,-3,-7,1,-3,-9,-4
1465,6,5,-13,1,0,0,1,-1
1466,-4,6,-2,-3,1,-1,31,3
1467,4,-10,8,2,1,1,-11,0
1468,-3,-5,-2,4,1,1,2,-1
1469,-8,-4,-8,-6,-8,-3,4,0
1470,-6,-10,14,-9,-2,-3,-21,-1
1471,3,11,-17,-1,-2,-2,25,-3
1472,-9,4,1,2,-1,-3,-3,-5
1473,9,-8,11,-1,0,0,-6,-3
1474,-4,6,-9,6,-5,-2,-10,1
1475,10,0,8,-7,0,-2,-3,0
1476,-16,-18,-8,-3,1,-1,-10,-10
1477,-2,18,12,4,-2,0,-1,1
1478,-14,-7,-8,-4,-1,-2,7,-4
1479,1,1,5,-1,-2,-1,-4,-5
1480,6,2,-4,8,-1,-1,16,5
1481,4,13,-9,-3,-3,0,-6,3
1482,-5,-18,-7,-4,-6,-5,-13,-12
1483,1,-1,-4,-2,-4,2,23,-4
1484,-21,-1,9,-14,6,-2,-22,2
1485,10,-14,0,-1,-2,0,1,12
1486,4,5,-20,-11,-4,-1,2,0
1487,-6,9,-5,3,-2,-3,-13,-2
1488,-2,-12,1,-1,-4,-3,-17,-28
1489,7,5,2,-12,1,-2,4,-1
1490,1,-3,0,8,2,-1,-8,2
1491,-6,-8,0,-4,-4,-2,3,4
1492,-1,14,-20,2,-4,0,7,6
1493,-4,-8,0,1,-1,0,3,-4
1494,6,-1,3,3,-2,-1,0,-4
1495,-4,-1,-12,-6,0,-4,-11,-4
1496,2,7,8,-2,-5,-2,-4,2
1497,-3,-20,-7,2,-1,-1,0,1
1498,-4,0,5,1,2,0,0,-3
1499,2,1,8,3,-2,-2,-4,2
1500,2,-1,6,5,2,0,-8,0
1501,-5,3,-7,-5,-4,-4,-1,-4
1502,5,-1,6,1,1,1,-2,9
1503,1,-7,0,-4,0,-2,-9,-2
1504,0,21,6,1,-3,-2,13,-2
1505,-4,-22,-6,0,2,2,11,-2
1506,-1,3,-2,-2,-3,0,-4,2
1507,-7,6,-3,-1,-1,-1,7,1
1508,4,-23,-8,0,-1,1,-8,12
1509,4,10,-13,-2,-1,-2,14,-1
1510,-1,-2,1,-2,-1,-1,0,-5
1511,6,8,8,0,1,-2,0,-2
1512,-13,-11,-5,-4,-3,-4,0,-3
1513,-1,0,0,1,-2,-2,-8,0
1514,-3,-11,6,-4,1,-1,-5,-3
1515,-16,4,-5,2,-3,-1,-2,-3
1516,3,-5,-13,-6,-6,0,0,2
1517,-2,1,0,-1,-1,-4,-14,-5
1518,0,5,-6,0,0,1,18,3
1519,0,-6,0,-3,-2,-2,-6,-6
1520,-4,1,4,-1,0,1,-4,-4
1521,5,3,-3,1,-3,-2,-10,1
1522,-2,-2,-22,-8,-2,1,5,1
1523,-8,-1,5,0,-5,-2,8,5
1524,26,-2,3,-8,-4,-3,-14,-11
1525,-8,10,-4,8,5,1,3,-3
1526,2,7,8,1,-3,-3,4,0
1527,-5,-12,-19,-8,2,0,0,1
1528,-2,-2,-5,-4,-6,-7,-10,-5
1529,-6,-9,12,-7,-1,1,32,13
1530,8,-5,0,3,-2,-2,-9,-2
1531,-4,3,3,2,-3,0,-12,-7
1532,3,2,4,0,-2,-3,7,4
1533,-19,6,-3,-2,0,0,1,-8
1534,11,4,9,3,-2,-2,-16,7
1535,-27,1,-9,-6,-1,-1,13,-6
1536,-23,-13,-3,2,0,-2,-2,1
1537,6,3,0,-2,-3,-3,-11,-5
1538,-15,-4,-11,-4,-4,-4,-7,-5
1539,11,-6,15,3,1,1,4,2
1540,3,2,-7,0,0,-1,4,-2
1541,-2,-2,6,0,-1,0,-8,-4
1542,-12,-5,-6,-2,1,-1,1,1
1543,13,1,11,-1,-1,-1,-6,3
1544,1,-8,-6,-1,0,1,13,-2
1545,-8,-7,-6,-4,-2,-2,-4,5
1546,16,16,5,0,-2,-1,2,-11
1547,4,2,-1,2,-1,-1,-5,1
1548,4,-1,-13,-6,-2,-1,7,-1
1549,-2,-3,-1,3,2,-1,-15,-4
1550,-16,-3,-6,-6,-3,-2,2,-5
1551,8,-26,-3,-2,0,1,5,4
1552,-3,20,8,2,1,0,-6,-1
1553,10,-8,-9,-3,-4,-2,3,0
1554,-11,5,12,2,0,-2,-16,-2
1555,12,1,-21,-4,-3,-1,16,0
1556,-2,-1,0,-1,-1,-2,-6,-5
1557,-4,0,6,2,0,0,-7,-3
1558,-6,-4,0,-2,-4,0,13,3
1559,1,4,4,1,2,-1,-9,4
