,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1521,-17,-9,-19,-8,-6,-7,-28,-2
1522,-34,-3,20,4,1,5,55,-8
1523,24,-10,-12,-5,-3,-1,-22,18
1524,10,-3,-9,-3,1,-2,10,0
1525,-3,0,-7,-9,-2,-2,-9,5
1526,-2,8,10,8,-1,-4,-34,-9
1527,-9,-8,-11,-3,-2,-4,-6,-6
1528,2,-4,2,1,0,6,36,-13
1529,11,-18,9,0,-2,-1,-10,11
1530,22,26,-1,-3,-4,-3,1,2
1531,4,1,-15,-5,-2,-5,-18,-10
1532,7,-5,6,-3,-1,-3,-33,6
1533,5,3,-2,-1,-1,1,45,-5
1534,9,-4,-5,-4,-1,-1,6,-3
1535,1,-4,2,1,0,-2,-19,-1
1536,-1,7,5,-2,-2,-1,-9,2
1537,11,1,-24,-3,-3,-2,-5,9
1538,-5,-3,5,1,-1,-1,8,-10
1539,2,6,1,0,0,0,4,-1
1540,-3,-12,-5,-2,-2,-2,-10,0
1541,-8,-6,-3,1,-1,0,12,-1
1542,3,4,-2,-7,-5,-3,0,0
1543,1,6,-1,3,2,0,-7,2
1544,7,0,9,2,0,1,4,0
1545,0,1,-3,0,1,0,-14,1
1546,-9,-9,-13,-8,-6,-1,-1,2
1547,2,-5,3,-3,3,0,3,1
1548,4,2,-4,2,0,-4,0,5
1549,5,5,-3,-2,-6,-2,-4,-1
1550,-9,-7,19,5,5,-2,-1,-7
1551,1,1,1,11,3,3,-3,6
1552,-2,-9,-33,-1,-3,0,4,-5
1553,6,6,21,-17,2,-4,-11,4
1554,-8,-6,-11,1,-6,-1,9,5
1555,-1,4,-5,-13,-8,-2,-6,-3
1556,-3,-4,5,7,0,-2,-9,-3
1557,1,-9,2,-16,0,1,7,-3
1558,2,12,-4,-4,3,-1,-32,10
1559,-12,-27,-3,8,-2,1,26,-2
1560,8,-5,-3,-17,-3,-5,-5,-3
1561,-4,12,-2,5,-2,-1,-21,8
1562,9,-14,-3,-13,0,-1,21,-17
1563,-39,7,6,16,-2,-1,-9,3
1564,5,3,-2,-4,-5,-4,-6,-11
1565,-6,-15,1,6,0,-1,-13,-5
1566,1,0,-6,-3,2,1,37,2
1567,5,0,-2,-5,-1,-3,-11,3
1568,4,0,3,-4,-1,2,12,4
1569,2,6,2,16,0,-2,-9,-6
1570,-7,-2,-1,-11,-2,-4,-12,-2
1571,8,0,-4,-5,0,-1,6,-2
1572,0,5,5,4,3,-1,-9,0
1573,3,4,-7,3,-4,0,1,-1
1574,-7,-15,9,1,-4,-1,-5,-1
1575,5,14,9,1,3,0,0,-1
1576,-1,-19,5,3,2,0,-1,-1
1577,2,15,7,11,-3,-1,4,3
1578,0,-2,-19,-5,-1,-1,2,2
1579,-5,-6,9,-19,1,-6,-18,-8
1580,-10,3,-7,3,-4,-3,-11,-6
1581,-3,-15,-3,-9,0,3,27,7
1582,-2,6,2,9,-5,-5,-15,-10
1583,0,-1,-14,-9,-4,-3,-41,-8
1584,-15,-3,-3,-7,-1,1,13,13
1585,16,5,0,1,2,-1,-15,-18
1586,-2,2,-8,-3,-7,-4,2,4
1587,-4,1,-5,4,-3,-1,-4,-13
1588,10,-8,5,3,0,-1,-11,-3
1589,-21,-9,-4,3,1,0,1,1
1590,1,-5,-3,0,2,1,-5,2
1591,8,4,7,2,-2,0,2,-3
