,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
2501,19,-10,4,9,5,4,27,13
2502,10,-20,-3,-8,-3,-3,6,5
2503,-15,28,7,0,-1,-2,-32,-28
2504,36,7,4,1,1,0,-13,17
2505,-36,-18,6,2,0,1,5,9
2506,-48,2,-2,-7,-5,-7,-20,-17
2507,12,-7,0,0,2,5,13,40
2508,15,16,0,1,0,-1,-2,-11
2509,58,-2,-3,0,0,1,8,8
2510,-22,-7,-2,-2,-2,0,-16,-1
2511,-41,-30,-6,-2,-1,-1,-5,8
2512,9,15,7,5,0,2,38,-3
2513,52,20,-1,-3,1,2,20,-10
2514,-60,-7,4,-3,-4,-4,-18,-14
2515,24,-12,-24,-3,-2,-3,12,0
2516,35,0,-1,0,0,0,-8,-38
2517,-18,-4,-4,0,-2,-4,-24,-4
2518,1,4,1,3,0,-2,24,-2
2519,19,1,18,2,1,-3,-31,6
2520,-1,-1,-22,-8,-5,1,19,10
2521,-14,5,-1,-4,0,-3,2,-17
2522,7,-3,-2,-4,-3,-1,-2,1
2523,18,-4,-7,3,1,-1,-8,-6
2524,2,8,16,-3,-3,-5,-15,2
2525,-28,-4,-5,-1,-1,-3,-18,-3
2526,11,-3,-7,0,1,0,9,4
2527,-6,-2,-3,0,-1,-3,-7,-9
2528,-15,-3,0,0,-1,-1,5,0
2529,-3,-6,-4,0,-1,1,0,-3
2530,3,3,7,0,0,1,3,2
2531,3,4,-5,-1,-1,1,9,-1
2532,-5,-2,-1,-4,-3,-4,-13,1
2533,-13,-3,4,6,1,1,2,-2
2534,5,-1,-9,-3,-1,-3,-2,-1
2535,-8,4,1,6,-5,2,10,-1
2536,-3,4,3,-13,0,0,2,2
2537,-9,0,2,1,5,-1,-13,-6
2538,6,-3,-5,-4,-7,-2,0,1
2539,1,0,2,17,4,0,-1,0
2540,-4,-4,-8,-28,-7,-3,-1,1
2541,-4,8,0,8,1,1,-7,-4
2542,1,-4,5,-5,-4,-1,5,3
2543,-8,-27,-28,-28,-10,-3,-8,-5
2544,-17,0,2,21,-4,-8,-18,-9
2545,2,7,9,-9,10,5,29,6
2546,4,11,3,8,0,-2,6,1
2547,14,-3,5,10,2,-4,-7,-5
2548,2,9,-4,4,-2,-2,-18,-1
2549,-7,-42,-14,-11,-9,-3,-16,-1
2550,3,10,1,1,1,-1,-2,1
2551,-1,-1,3,-3,-1,-1,6,-1
2552,4,8,-1,2,3,3,2,3
2553,1,8,0,2,-3,-4,-7,-2
2554,0,-6,-7,-7,-1,-2,0,2
2555,-4,-1,4,-4,-3,-2,-6,1
2556,1,-2,0,4,2,1,8,1
2557,-1,3,-3,-2,-6,-4,0,-3
2558,-2,-8,-3,-1,-1,0,-4,-2
2559,-8,3,-1,-4,-2,-1,7,-2
2560,2,-1,2,2,0,1,8,1
2561,-5,-3,-8,0,-6,-3,5,-4
2562,2,1,5,-11,2,-1,-6,-1
2563,-1,6,9,1,3,1,-3,1
2564,-6,-5,-5,-5,0,-2,3,-3
2565,0,1,-3,0,-3,0,-13,3
2566,5,6,-2,-1,-2,0,11,-1
2567,-10,-1,1,-6,-1,-3,-29,-1
2568,5,-27,4,8,2,2,20,3
2569,-9,2,-1,-7,-4,0,2,-2
2570,19,-1,-3,-1,-5,-2,20,3
2571,0,13,0,0,0,-1,-4,-2
2572,-3,-3,-7,0,0,1,-7,-2
2573,-1,1,2,-3,1,-2,-7,-8
2574,-1,6,-4,2,1,0,-11,-2
2575,3,-1,-2,-2,-1,-2,3,1
2576,0,6,6,0,-2,-1,1,2
2577,-14,-34,-7,-3,-3,-4,0,-1
2578,-9,-18,0,-3,-2,-1,-7,-3
2579,3,-1,7,2,0,-2,6,0
2580,-7,14,-2,-4,-1,0,-1,-10
2581,8,12,-4,-2,1,0,0,-1
2582,-20,-6,1,-1,0,-1,-7,-3
2583,-10,-8,-6,1,-3,-2,-12,-9
2584,9,-7,-7,0,0,-1,-3,7
2585,-9,2,3,-1,0,5,29,14
2586,6,3,-4,2,-1,-2,-5,-2
2587,0,3,-3,-3,-2,-1,2,6
2588,-9,-6,-4,-3,-1,-3,-22,1
2589,7,3,2,5,0,-5,-9,-11
2590,0,5,4,-3,4,2,6,-3
2591,-22,-6,-2,-6,-4,-2,-14,2
2592,1,4,-1,-1,-3,0,33,-3
2593,-2,-5,-4,0,-4,-1,-9,-3
2594,-3,-10,-3,-4,-1,-1,-5,-2
2595,3,1,0,1,0,-1,4,-3
2596,-5,-8,-5,-1,-2,1,-5,-1
2597,1,9,2,0,2,-2,6,-1
2598,-5,7,-4,2,-1,-1,-10,-3
2599,7,-2,7,-4,-4,-1,6,-2
2600,-3,2,7,0,-1,-3,-2,2
2601,-1,-9,-5,-3,0,-2,-11,-2
2602,-5,-2,0,-1,-1,-2,-4,4
2603,16,0,-5,2,2,2,-3,1
2604,-2,-1,-3,-7,-4,-4,-3,-1
2605,-10,1,0,-3,-4,-1,33,-1
2606,6,8,0,0,1,0,5,4
2607,-7,-10,-4,-3,-2,-1,-1,-7
