,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1977,2,6,6,1,-1,1,28,4
1978,1,-20,-2,3,3,0,-2,-8
1979,11,0,-5,0,-1,0,-1,-3
1980,5,5,20,-4,-2,-2,-4,-6
1981,10,6,-17,-2,-2,-4,-3,4
1982,-2,8,2,-2,-2,0,2,-6
1983,-3,-7,-1,-3,-3,-1,2,-7
1984,7,1,1,-2,-1,-2,-1,4
1985,-21,-9,7,3,1,-2,-2,1
1986,15,-5,-6,-3,-1,-3,-4,-3
1987,-7,16,2,-3,-2,-1,-5,-9
1988,1,-10,-7,-3,-1,-1,-3,2
1989,-2,-3,2,0,-1,-3,-4,-6
1990,-5,5,-2,0,0,-1,-3,-9
1991,5,-20,-1,-5,-2,-3,2,5
1992,-5,3,-5,-1,0,-1,-19,-1
1993,10,2,4,2,0,0,0,4
1994,6,4,1,-4,-1,-3,9,-12
1995,-8,3,0,0,-1,-1,0,5
1996,-1,-7,-5,1,-1,-1,-7,-3
1997,-15,1,3,4,-1,0,-6,11
1998,-4,0,-2,0,0,-2,-6,5
1999,-1,4,0,1,0,0,2,-9
2000,2,-8,1,-1,-2,-1,-6,2
2001,2,-6,2,-3,-3,-2,-4,-2
2002,3,3,-3,-3,-3,-2,3,17
2003,-3,-5,-4,3,-1,-3,-10,-10
2004,9,8,-8,-3,-2,0,4,-20
2005,-7,2,11,0,0,-2,-11,1
2006,10,-14,-2,-1,-2,0,9,-23
2007,-22,10,-6,-1,-2,-1,17,15
2008,1,7,14,2,-1,-2,4,2
2009,5,3,-14,-6,-4,-1,-3,-4
2010,-10,-22,-2,-1,-1,-2,-6,-5
2011,15,-11,0,-2,0,0,-5,-1
2012,-7,-3,-6,-1,-1,-2,6,0
2013,-7,19,0,-2,-2,-3,-8,4
2014,6,-1,8,1,1,-2,-14,-3
2015,-3,-10,-7,-2,0,-1,3,3
2016,-3,0,0,2,0,2,4,3
2017,-3,-2,0,-6,-6,-5,-19,-9
2018,2,-4,15,1,-1,-1,-5,-10
2019,-17,16,-28,-4,-2,0,-6,14
2020,-1,-7,-6,-2,-4,-2,25,-9
2021,2,-1,17,5,6,1,1,4
2022,-16,-10,-4,-6,-5,-5,-14,-29
2023,2,3,13,-1,0,-2,-4,13
2024,2,-2,-8,-2,-2,1,3,19
2025,3,-4,-2,-1,-2,-2,6,-9
2026,-6,5,4,2,2,1,3,5
2027,4,4,1,-2,-4,-1,-6,-21
2028,-2,-2,-3,-2,-1,-3,-3,-3
2029,0,-2,-3,-1,0,0,3,1
2030,-5,-1,-7,-2,-1,1,0,1
2031,3,-5,1,1,-2,-1,0,0
2032,-2,-6,0,-2,-5,-2,-5,-4
2033,-3,-3,-4,1,-2,0,2,7
2034,-3,0,-9,-1,-1,1,5,13
2035,4,-4,4,-1,0,-2,3,-10
2036,-4,2,0,-1,0,-2,-6,-6
2037,-1,0,-6,-1,0,0,1,-6
2038,-10,-17,-6,-3,0,0,2,17
2039,-1,-4,2,-3,-5,-6,-13,-11
2040,-2,7,15,2,3,2,11,8
2041,14,12,-57,-7,-5,-3,-18,-5
2042,3,-15,7,0,2,2,56,5
2043,-2,-3,5,-1,-1,0,-14,-7
2044,2,-6,-9,-4,-3,-5,-7,1
2045,-12,-2,4,1,3,0,7,5
2046,2,17,0,-1,-4,-5,-20,-13
2047,31,-5,2,1,2,2,9,-12
2048,-8,2,-3,0,2,1,3,6
2049,3,-6,10,-1,-3,0,0,-1
2050,-2,-8,-7,0,-1,-3,-13,-2
2051,-9,3,4,-2,-1,-1,7,4
2052,5,0,1,-1,0,-1,-12,-1
2053,-12,-10,-10,-1,0,-3,8,-3
2054,-9,10,1,-1,-1,-1,0,-1
2055,10,-9,-6,-1,-3,0,-5,3
2056,11,-1,-2,-3,-2,-2,-3,-23
2057,-14,-2,8,1,-1,-2,-12,11
2058,-1,0,-10,-3,-1,0,12,-4
2059,-9,8,-3,2,0,1,20,2
2060,-3,-1,2,-2,-1,-3,-6,-4
2061,12,-5,4,-3,-2,-5,0,9
2062,-2,12,4,-2,0,-3,-18,-13
2063,-8,-18,0,0,0,1,-5,-8
2064,-1,-1,-6,1,0,1,9,7
2065,-8,2,7,-6,-6,-2,2,-8
2066,4,-7,-2,-3,-2,-1,-8,3
2067,-7,6,-1,-2,-3,-3,-7,-8
2068,-9,-2,-3,0,0,-1,1,2
2069,4,-4,1,2,4,1,-2,-7
2070,-4,2,2,0,-1,1,-1,6
2071,-6,-7,1,-2,0,-3,-2,2
2072,-4,1,-5,1,-1,-2,-9,-4
2073,5,-5,4,0,-2,0,7,5
2074,11,0,1,-2,-2,-2,-11,-4
2075,-39,-4,-5,0,1,2,5,19
2076,-16,8,7,1,-2,0,22,-5
2077,-6,5,0,-7,-5,-2,-3,-5
2078,16,-8,-12,-1,-2,-4,-5,-7
2079,29,3,2,0,-2,-1,-13,16
2080,-7,-24,2,-1,-1,0,-3,-15
2081,-2,13,20,2,0,-1,1,-4
2082,0,-11,-15,-3,-3,-3,4,7
2083,0,3,-4,-3,-1,-1,-3,-15
2084,1,2,2,0,-2,-2,-9,5
2085,13,0,6,2,1,1,8,-3
2086,-1,6,-1,0,0,-2,-7,-2
2087,-1,-3,-3,-2,-3,-3,-5,-8
2088,5,-4,-8,-3,-1,-1,12,4
2089,-40,-17,-14,-2,-1,-2,-18,-13
2090,1,15,10,0,0,0,24,5
2091,-6,-3,-2,0,0,-2,-13,-7
2092,0,1,-5,-4,-1,0,7,-1
2093,8,-2,-4,0,-3,-2,1,1
2094,-13,-6,-4,0,0,-1,-4,2
2095,-1,-5,3,-2,-3,-4,-4,-7
2096,4,4,1,1,-1,-1,-16,4
2097,10,1,-4,-2,-2,-1,0,-15
