,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
421,2,-7,1,4,1,-3,-20,-3
422,5,7,0,-34,-5,-3,-10,3
423,-41,-8,-17,31,-5,-2,21,-6
424,5,-2,4,-14,-2,-2,-3,4
425,-7,0,-2,6,1,-1,0,36
426,2,1,1,1,4,0,-15,-33
427,18,-5,10,-5,-5,-4,-7,-28
428,4,-1,-4,-2,0,-1,-3,-9
429,-30,-9,-1,-1,-2,-2,-2,-4
430,1,-1,-2,-8,-1,-1,-5,22
431,8,2,13,3,-2,2,-5,4
432,-9,-5,-5,-5,0,0,3,-2
433,19,6,3,8,-5,-3,-6,3
434,-7,-13,-14,-8,3,1,6,-2
435,2,4,11,4,-1,-2,-3,-5
436,-12,2,-1,4,1,-1,-4,1
437,6,-3,-5,-7,-2,1,3,-11
438,-6,5,-3,-7,-2,-5,-7,-4
439,3,-12,-7,2,-1,-1,2,-7
440,-3,-3,14,-2,-5,-3,-5,10
441,0,-3,0,3,-1,-4,-36,1
442,5,1,-2,-6,4,7,83,4
443,13,2,6,20,-3,-1,-4,6
444,-27,-2,-16,-40,0,-1,0,6
445,5,5,37,7,1,2,1,-12
446,-6,3,-12,14,-1,-3,-40,1
447,-1,3,-8,-16,-4,-2,-4,5
448,-2,-9,4,18,0,-1,6,-1
449,4,5,-4,-5,-2,-2,-2,-10
450,-4,-2,6,-3,0,-2,-14,3
451,5,-9,1,1,-2,-3,7,4
452,-4,14,0,-1,-1,-2,-15,-8
453,4,-15,-16,-1,-2,-2,1,2
454,4,-8,2,-6,-4,-5,-8,-4
455,-10,-4,-6,-2,1,0,17,-1
456,26,20,-1,-1,-1,-1,-24,-8
457,-3,-9,-2,3,3,4,16,11
458,-15,-12,0,-7,-2,-3,-21,2
459,1,-6,4,-5,-6,-6,-18,1
460,-10,-1,-3,4,-1,-4,-12,-3
461,12,11,-7,-4,-4,-2,17,-7
462,-5,-4,4,-4,-2,-2,-22,-20
463,0,-3,-6,0,0,0,-8,18
464,-2,-4,24,3,-3,1,12,-1
465,-4,-9,-44,-1,2,0,2,-9
466,15,15,34,0,0,-1,1,3
467,-1,-6,-16,-2,1,-3,-10,-7
468,-5,-1,5,1,-2,0,12,1
469,1,-25,-14,-4,-3,0,26,-2
470,-16,-10,-3,-7,-5,-8,-12,-1
471,9,16,2,4,2,1,5,-3
472,-2,-4,-5,0,0,-2,-12,4
473,13,12,12,0,0,0,41,7
474,3,-3,-10,-3,-5,-1,0,1
475,-15,-2,7,-2,-2,-2,-9,-2
476,-5,-8,-9,-2,-2,-2,2,2
477,-4,8,16,1,-3,-3,-23,-6
478,-6,-8,-15,-6,1,1,-2,-2
479,7,2,6,-2,-1,-3,-4,-1
480,-9,-11,-30,-4,-3,-3,-1,-3
481,-10,-1,0,0,-3,-3,-19,-13
482,0,-1,0,0,0,0,5,11
483,1,2,1,1,-1,-1,-10,3
484,-3,-6,-6,-3,1,-1,15,-5
485,10,16,16,-1,0,-1,-3,2
486,-23,5,-20,-3,-2,-2,-6,-6
487,-1,-12,8,-6,-4,-1,-13,-13
488,2,-38,4,2,1,2,33,16
489,-10,7,-11,-5,-4,-4,-23,-27
490,13,12,13,-1,0,0,12,13
491,24,2,-13,-1,-2,-3,-1,7
492,-19,17,3,-1,0,-2,-8,-1
493,-2,-15,-2,0,0,-3,-22,-2
494,-6,-5,-6,-1,-1,-1,-4,-4
495,9,-5,1,1,-1,0,7,0
496,3,6,6,-3,-4,-3,-9,-4
497,-1,1,5,-1,-1,-1,2,-1
498,1,0,-2,-4,-2,-3,13,-4
499,-12,-7,2,2,2,3,10,-1
500,3,3,-3,-2,-2,-5,-8,-6
501,-5,8,0,-4,-2,0,4,8
502,-14,-16,1,-1,-1,2,-6,-10
503,-3,5,0,0,0,-2,-22,0
504,1,5,3,2,0,2,17,9
505,1,1,-2,-3,-4,0,8,-5
506,6,5,1,-1,1,1,13,6
507,-7,-26,-14,-2,1,-1,7,0
