,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
0,1,-6,7,1,-2,-3,-2,-1
1,3,-3,9,0,-4,0,-8,1
2,-3,-7,6,7,0,-1,5,-5
3,0,1,1,-40,-7,-3,-4,-3
4,-3,2,12,5,-1,-2,-1,-4
5,-3,-12,-13,-2,-1,-2,-10,-4
6,14,4,8,4,0,-2,-2,2
7,0,5,18,35,5,2,4,-1
8,-18,-10,-33,-23,-7,0,2,6
9,-2,14,1,-5,1,1,1,-10
10,4,-9,-8,4,-2,-1,-6,-1
11,-2,-2,-10,-1,-1,-2,0,0
12,-6,2,-10,3,3,0,22,-2
13,6,0,-5,2,-3,0,1,2
14,1,1,-8,-9,-1,-1,-5,0
15,-13,-10,-5,3,-6,-3,-3,-3
16,4,-6,4,-13,3,2,-7,-2
17,-15,9,-2,16,1,1,-4,-2
18,1,0,6,-23,-11,-3,-6,-4
19,-3,-1,-12,-28,-2,0,11,1
20,3,-14,-11,30,1,-1,-6,-3
21,8,4,4,-2,5,0,3,7
22,-20,-13,3,0,0,-2,-11,-3
23,11,10,-4,5,-5,2,-2,4
24,-6,-7,-3,9,0,-1,-5,-6
25,-1,-5,13,-15,-3,-2,5,4
26,-2,0,-6,-3,1,-1,12,1
27,-2,-2,1,5,-2,-1,-2,-4
28,-1,9,-9,-4,0,1,-5,1
29,-10,-4,2,7,-1,0,9,-6
30,9,8,7,-2,0,-2,-5,2
31,-4,-9,-9,-12,-6,-3,-1,1
32,11,-4,2,1,-1,-3,-2,-4
33,-8,-1,2,18,1,0,-7,-2
34,-5,2,-6,28,0,1,1,0
35,-1,-6,-21,-45,0,-2,-2,0
36,2,12,15,20,-3,-2,3,-6
37,7,-6,-8,-33,-2,-2,-5,-6
38,-6,-1,-16,8,0,1,-1,1
39,4,0,16,23,1,-3,-3,-2
40,-5,-1,9,-4,2,2,0,-2
41,1,4,-1,10,4,2,-2,-1
42,2,5,5,-8,-8,-6,-6,-5
43,-1,2,8,5,-1,0,-1,5
44,-3,-8,-9,-11,1,0,9,1
45,-6,3,-1,8,1,-1,-1,-1
46,-2,-16,-11,-20,-1,-1,-16,-3
47,4,3,12,4,-4,-3,1,-3
48,-1,-1,-4,-3,-3,-3,8,1
49,7,1,-3,0,1,0,-4,1
50,-4,-4,2,-13,-8,-4,-1,-3
51,8,-14,-17,15,6,2,-11,2
52,-12,-13,13,-15,-2,-4,-12,-2
53,-6,2,-14,-8,-8,0,2,-1
54,6,1,18,28,4,-2,-2,-6
55,0,17,-41,-31,-3,0,5,-6
56,-1,-13,-2,7,-1,-2,-1,0
57,1,1,23,6,1,-3,-2,1
58,-2,-3,-15,-7,-5,-2,0,-1
59,-5,6,24,27,1,-3,1,-2
60,-5,0,-10,3,-1,0,0,-3
61,1,-9,-20,-20,-2,1,-6,-2
62,-7,1,-10,-2,-2,-3,2,0
63,-12,9,16,-8,1,3,7,-2
64,19,-3,-8,-7,-3,-3,-6,-2
65,13,-6,11,0,-5,-3,-2,-4
66,-15,-1,7,-1,3,1,-3,2
67,-3,-14,0,4,0,-1,-4,1
68,-3,9,-2,2,-6,-1,9,3
69,-4,5,11,24,-1,-1,15,4
70,2,-9,-11,-36,0,0,1,0
71,0,5,1,1,0,-1,-11,-6
72,-6,1,17,8,-2,-4,-14,-3
73,-3,-12,-13,1,-1,0,-2,3
74,8,2,1,-1,1,1,-2,-5
75,-4,9,9,0,-1,-3,2,-1
76,1,4,-16,-2,8,1,-2,-1
77,-5,-11,-6,-12,-13,-5,-6,-6
78,4,0,4,-6,-4,-1,1,1
79,2,-1,7,14,-1,-1,-3,-4
80,-3,-7,-13,-34,-5,1,4,2
81,2,10,-2,3,4,-2,-6,-3
82,-9,-17,1,5,1,0,0,4
83,16,5,12,-2,-3,1,4,-4
84,-6,1,3,1,-1,1,3,-2
85,-5,1,29,-7,0,0,-1,-1
86,2,4,-14,4,0,-1,0,0
87,-6,-5,-9,-5,1,-2,1,-1
88,1,-4,-3,13,2,2,-4,2
89,3,4,-8,-3,-2,2,-9,-1
90,-5,6,16,1,-1,-1,8,-6
91,-3,-14,-4,1,-6,-3,-2,2
92,1,4,-4,-8,-2,-3,-4,-2
93,4,5,-5,-1,1,1,7,-4
94,-18,-22,-10,4,2,-1,-10,4
95,-3,0,-14,-4,0,0,13,3
96,5,-15,2,12,1,1,0,0
97,0,1,-25,-27,-1,-1,-1,-3
98,7,16,9,4,-3,-2,-3,-3
99,2,-2,-4,-14,-3,-3,-4,3
100,-6,12,3,16,2,-2,-1,1
101,-12,-4,-1,11,-2,0,1,-2
102,11,-1,-7,-8,0,1,-1,-4
103,-12,-11,-8,-5,0,-2,-5,-1
104,-1,1,2,-12,-13,-2,1,-2
105,1,-1,-8,1,-1,-3,-3,2
106,1,1,6,28,-3,-3,-2,-4
107,-2,-1,-8,-30,4,0,-1,-3
108,1,-5,-4,-11,-3,0,0,-1
109,-4,-3,3,2,0,-5,-3,-2
110,-1,-5,0,-10,-3,-2,-1,0
111,3,-1,19,19,-2,-2,-1,1
112,-13,-6,-45,-15,-5,-1,-1,-4
113,-1,6,17,14,1,-2,-3,4
114,0,3,-7,-2,-1,-2,2,-6
115,-3,-9,-10,2,-1,-1,-3,-2
116,0,3,15,-14,-2,1,-1,2
117,1,-9,-5,3,-1,-2,-2,2
118,-1,2,7,-5,-2,-2,-3,-2
119,-2,1,-4,-3,-3,-2,-5,-2
120,-7,0,7,6,4,-2,-1,-9
121,6,-4,-6,0,-1,-2,1,-1
122,8,1,3,-17,-11,-2,-16,8
123,-1,-2,-2,4,-1,0,13,-4
124,1,1,3,9,2,-1,-3,0
125,-2,1,0,2,3,2,1,-1
126,15,-5,-5,20,1,0,-9,-3
127,-10,3,-7,-23,-4,-1,-6,3
128,0,-1,7,0,0,-5,-2,-1
129,0,-3,-13,-21,-5,-1,-3,-4
130,-4,14,11,15,3,1,6,-2
131,2,-19,9,8,-2,-1,-2,0
132,4,-1,4,-4,0,-2,0,-4
133,-9,3,-10,-6,-3,-3,-3,-3
