,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1229,8,0,2,-3,-3,-1,-1,-5
1230,10,-1,-10,-2,2,1,-2,-4
1231,-2,0,-4,0,-1,-2,-14,-7
1232,15,6,21,2,1,1,16,0
1233,-24,-11,-48,1,1,-1,-1,-2
1234,-6,2,-4,-6,-2,-3,1,-3
1235,3,-5,6,2,2,1,1,-2
1236,-8,-2,7,0,-3,-2,-9,-7
1237,14,2,22,-2,-1,-1,0,7
1238,-11,5,14,7,1,0,4,-3
1239,-6,-6,-27,-4,-1,-1,-2,-4
1240,-9,4,2,-12,-1,-5,-16,-7
1241,2,0,13,12,6,2,24,6
1242,-6,-11,-7,-1,-7,-3,-8,-6
1243,16,22,11,-9,-2,-3,-2,-11
1244,-4,-9,-12,2,-6,-1,-7,-2
1245,-3,-17,6,-13,1,0,-12,-5
1246,-4,3,4,0,-3,-2,-22,-2
1247,-3,-11,-5,5,3,4,51,6
1248,-4,14,-10,2,1,-1,-7,9
1249,17,4,8,1,-4,-1,-10,-8
1250,1,-4,1,-5,-4,-2,-2,2
1251,0,-2,-1,-5,-3,-2,-5,0
1252,-6,1,0,4,-3,-3,-2,2
1253,5,-2,15,6,1,3,0,-3
1254,3,7,-3,-5,0,0,8,3
1255,-3,2,-3,4,-3,-3,-21,-1
1256,11,-2,0,-3,-1,-2,10,-2
1257,-15,-4,14,-8,-2,-2,7,2
1258,15,-7,-39,-15,-4,-4,-16,-3
1259,-11,0,11,11,1,-2,22,0
1260,2,9,-2,-3,-3,-3,-13,5
1261,-10,4,1,0,0,-3,-6,-7
1262,-10,-21,-11,-8,-5,-5,4,-5
1263,-5,3,-6,-7,-2,0,4,2
1264,2,-21,-7,0,-4,-3,2,-5
1265,-5,12,7,-8,-3,-5,1,3
1266,1,14,11,6,3,-1,-11,-3
1267,-1,-10,-4,-1,-2,0,-15,-3
1268,2,-4,3,1,3,4,15,-1
1269,-10,12,-24,-4,-3,-2,-9,2
1270,17,-7,8,0,0,-3,-3,-12
1271,-8,0,-6,-10,-8,-2,2,4
1272,-16,-2,-7,-1,2,-1,-10,0
1273,7,-5,-11,7,-2,0,11,5
1274,-1,-2,-3,-6,-3,-3,8,-7
1275,-3,4,9,1,-4,-4,-14,-3
1276,6,-2,-8,-1,3,1,-3,-7
1277,-9,-5,16,3,-3,-1,-8,-1
1278,-5,13,-18,0,-1,1,5,-1
1279,7,5,1,-3,0,-2,-2,2
1280,-18,-6,11,1,-1,-2,-8,-4
1281,-4,-27,-7,0,-3,0,-6,-2
1282,2,-3,0,2,1,1,2,-1
1283,3,-8,-4,-6,-1,-2,-9,6
1284,10,15,-3,-1,0,0,0,-6
1285,-5,5,4,0,-2,-1,0,4
1286,-8,-5,4,0,1,2,-18,4
1287,0,0,-8,-1,-1,-1,0,-7
1288,-11,-5,2,-2,-2,-2,-4,-5
1289,18,0,-1,-1,-2,-1,-7,2
1290,-16,-4,15,-3,-5,-4,-13,-3
1291,-2,2,-17,2,1,-1,5,-2
1292,-6,-6,4,-3,0,-2,-2,7
1293,14,-3,-2,4,-1,-1,-9,-5
1294,-4,13,9,2,0,-3,5,-1
1295,-2,-22,-21,-5,-3,-3,-7,-3
1296,3,-5,-6,-3,-3,0,5,1
1297,-6,23,19,3,1,0,-2,-5
1298,-7,3,1,-1,-1,-2,14,0
1299,-5,-29,-1,-2,-3,-1,-6,-6
1300,-1,0,-10,2,3,1,-3,-1
1301,-3,1,6,-3,-1,-1,-2,0
1302,10,0,-8,5,-2,1,23,0
1303,-4,7,11,-7,1,-3,-4,3
1304,20,4,14,1,2,0,6,0
1305,-1,-5,-5,-2,1,3,8,2
1306,-7,-4,-10,-4,-5,-2,-5,0
1307,-3,9,2,-1,-2,0,4,-4
1308,11,-18,-2,-1,-3,-3,-10,-5
1309,-10,4,-3,-1,0,-4,-13,0
1310,10,-10,-13,-3,1,3,9,-2
1311,-15,4,0,1,1,-3,-9,-3
1312,-1,7,8,-2,-3,-1,0,-3
1313,-4,-11,-4,0,0,-2,-2,-4
1314,-1,1,-12,-2,-2,-2,-5,7
1315,7,6,3,2,-1,1,-3,0
1316,4,3,-16,-5,-5,-2,-3,-6
1317,0,-5,2,-1,-4,-4,-8,2
1318,-11,-4,-2,-8,1,0,18,-1
1319,-2,-8,5,2,1,0,-1,-3
1320,-3,2,3,-4,-3,-1,-5,-4
1321,-9,-9,-2,2,0,2,3,-3
1322,5,14,-3,-2,-1,-2,-4,-6
1323,-9,3,4,-2,-3,-2,-6,-2
