,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
2989,10,-16,-3,0,1,1,1,3
2990,9,7,1,-2,0,-1,18,-8
2991,1,-4,-8,-17,-2,0,-6,-5
2992,-4,-20,-3,8,-6,-5,-9,-1
2993,11,20,4,-5,0,-1,7,6
2994,-7,-1,-11,5,-3,-4,-15,-9
2995,-32,-6,7,2,0,1,13,-11
2996,55,10,-6,-2,-3,0,41,6
2997,-81,-18,-4,-3,-2,-5,-12,3
2998,31,20,20,0,0,-1,-12,-9
2999,-6,18,-12,-6,-2,-1,4,1
3000,-4,-14,-2,8,0,0,8,-32
3001,18,-19,-10,-2,-9,-6,-9,-14
3002,32,1,-1,-20,5,2,-6,18
3003,-11,2,4,7,-3,-2,-15,7
3004,-8,7,9,2,1,1,23,49
3005,2,-4,-4,-2,-2,-3,-11,-25
3006,-11,-3,-1,-1,-2,-4,-4,-8
3007,31,-8,-4,1,2,2,-15,-12
3008,-2,-6,-7,-13,-6,-4,-42,3
3009,25,14,4,0,0,2,31,1
3010,-54,-16,-9,0,-1,-1,8,0
3011,-11,-6,-4,-3,-1,-6,-14,9
3012,-26,3,0,8,3,2,21,6
3013,5,-7,1,-1,-1,2,0,4
3014,26,5,1,0,1,1,13,-1
3015,28,1,-2,-1,-5,-4,23,1
3016,-48,2,5,-6,-1,0,-17,-14
3017,-26,-7,-9,-1,-1,-1,-3,-18
3018,-11,-4,-4,3,-2,0,14,52
3019,-21,-3,0,-5,-1,-2,8,-6
3020,21,10,2,0,-6,-4,-15,4
3021,20,12,-4,0,1,2,24,4
3022,-10,-10,-17,-1,-2,-4,-31,-17
3023,-54,8,2,-4,-1,4,12,3
3024,4,-10,-3,-4,0,-2,-14,9
3025,58,9,8,7,4,3,-1,1
3026,-24,-17,-7,-2,-3,-6,6,-12
3027,18,9,0,-4,-3,1,22,0
3028,-5,-8,-14,-8,-6,-10,-8,-21
3029,-2,11,14,2,4,2,-54,11
3030,22,1,5,-1,-4,-6,14,-9
3031,-2,-23,-1,2,0,-1,-31,15
3032,2,3,2,-3,0,5,51,-13
3033,-5,4,3,-1,-2,-5,-13,7
3034,7,2,1,0,-4,1,-6,-13
3035,-3,-12,-8,2,-2,-3,1,10
3036,6,-8,-12,-8,1,-1,-21,-9
3037,-12,-5,-5,-6,-4,-3,5,-7
3038,-17,3,2,5,1,2,0,-10
3039,9,-3,-1,0,-3,-1,6,-3
3040,2,-1,2,3,0,-1,-11,-1
3041,-18,0,-3,-4,-5,-2,7,0
3042,2,3,1,3,2,1,-1,2
3043,7,-3,1,1,2,-1,-10,-10
3044,1,-1,-6,-4,-10,-3,-3,-2
3045,-10,-1,-5,-13,-2,-2,3,-13
3046,8,1,3,8,3,0,5,16
3047,3,-2,1,-3,3,-2,2,-1
3048,-4,2,0,5,0,0,-7,-3
3049,-8,-5,-3,-6,-2,-1,0,1
3050,6,-4,-3,1,-5,-2,3,-5
3051,-1,3,-4,-10,-4,-2,-7,-6
3052,4,-3,6,16,3,1,5,8
3053,-8,6,-4,7,-3,-2,-15,-4
3054,-14,3,-2,-15,-2,5,34,9
3055,6,-19,-6,-6,-3,-1,9,-6
3056,-24,-8,6,12,2,-5,-14,-6
3057,-2,-5,-3,-17,-2,0,-16,3
3058,-2,2,-1,13,-4,-2,-4,-7
3059,3,8,1,-12,-1,-3,0,0
3060,4,9,1,0,0,0,1,-1
3061,2,-14,5,8,2,0,9,4
3062,25,23,-2,0,-3,-4,-16,-6
3063,-23,-18,-8,-10,-8,0,-3,-6
3064,2,-15,-1,10,5,-1,-4,5
3065,-10,-1,-5,-8,-7,-4,7,7
3066,11,-9,-9,-9,-2,-2,-6,-11
3067,3,11,4,11,-3,-1,-19,-3
3068,9,13,0,-10,-1,3,20,9
3069,14,-5,0,6,3,1,-3,-8
3070,-23,-6,-1,-3,-4,-3,1,1
3071,-4,5,1,2,0,-2,-1,-1
3072,-10,-8,0,-9,-3,-1,-5,-4
3073,2,0,-1,3,1,-3,3,0
3074,-6,0,2,0,2,0,-13,-5
3075,2,1,-1,1,2,0,6,-2
3076,13,-3,-3,-11,-4,-3,-7,-4
3077,-7,0,-2,3,-4,-1,4,-3
3078,-1,-6,0,-2,2,0,-6,-4
3079,1,-1,-1,-2,-2,-1,4,1
3080,-6,10,-4,-9,-6,-3,-6,-4
3081,-1,-2,0,2,1,0,-2,3
3082,-10,-18,-1,-2,1,1,-1,0
3083,5,1,1,5,4,0,1,1
3084,-5,-9,-3,-7,-5,-3,-16,-13
3085,3,17,0,-3,-3,-2,14,-3
3086,4,-3,-13,-1,-4,-1,2,1
3087,3,3,2,0,-1,-3,-7,0
3088,-1,6,3,6,5,3,3,-3
3089,-11,-8,-2,-2,0,-1,-5,-1
3090,1,0,2,1,1,-1,-4,-2
3091,2,7,-7,-1,-2,0,8,2
3092,-3,-13,-2,-5,-3,-3,-7,-1
3093,4,4,-1,-1,0,-1,-2,2
3094,-6,-7,-3,-3,-1,-2,-3,-1
3095,-5,-1,5,1,-2,-4,-3,-3
3096,0,5,-6,2,-2,-2,-1,-2
3097,-4,-6,-2,-11,-3,-1,-2,-3
3098,1,7,-4,-7,-8,-2,0,2
3099,-4,11,11,17,8,0,-2,-2
3100,4,-20,-3,3,0,-1,1,0
3101,5,-9,-7,0,-3,0,1,2
3102,-5,-12,-3,-11,-5,-3,-6,-3
3103,0,10,-6,-12,-5,-1,-3,-2
3104,-1,-10,-2,-3,0,-2,1,4
3105,2,-1,1,5,3,0,-4,0
3106,3,-2,3,-3,-1,-1,10,-4
3107,6,-7,-1,0,-5,-2,7,1
3108,-11,8,0,-2,-1,-2,7,-3
3109,8,3,0,-2,0,-3,-9,-4
3110,7,13,5,2,1,1,-5,1
3111,-3,-23,-2,0,-2,-2,-2,-2
3112,-6,5,-3,-7,0,-2,-6,-10
3113,13,-6,-3,-1,-3,-1,4,2
3114,-5,9,8,3,1,-1,-5,-3
3115,-3,1,-3,-3,-2,-1,-4,1
3116,4,-5,-1,-2,1,0,-1,4
3117,-16,5,-2,2,-1,-1,-3,-11
3118,-4,-9,-1,1,-1,-2,-1,-4
3119,2,7,-1,-1,-2,-1,-1,0
3120,3,-14,-1,1,-2,-1,-2,2
3121,-11,-4,-3,-6,0,-1,-14,-9
3122,-5,-8,-4,3,-2,0,26,-1
3123,9,-1,-1,-4,-2,0,0,-1
3124,6,6,-5,-3,-3,-2,-26,4
3125,-1,3,6,0,1,1,28,6
3126,-5,-4,-2,3,4,-2,-13,-1
3127,-9,-1,-2,-1,-1,-1,-4,-6
3128,20,17,2,-3,-1,1,2,-2
3129,-20,-11,-2,2,-4,-2,-3,-1
3130,-4,-23,-7,-6,-1,-2,-5,2
3131,0,0,-4,-1,-2,-2,6,0
3132,-5,1,2,0,0,1,-2,-3
3133,5,9,1,-1,-2,-2,5,2
3134,-2,4,1,-2,0,-2,-4,-2
3135,-5,-10,-4,-2,-2,-4,-7,0
3136,0,2,-2,-4,-3,-1,2,-2
3137,2,-1,-5,6,-1,0,0,2
3138,-3,4,7,-6,5,0,-7,0
3139,-1,-5,-3,1,-3,0,-3,-1
3140,-10,-2,0,-6,-1,-3,7,-3
3141,2,1,-2,2,-2,-2,-25,-2
3142,1,0,-6,-2,-6,0,5,-2
3143,0,10,5,-8,6,2,-3,3
3144,0,-7,1,3,1,-3,-7,-3
3145,0,-8,-3,-9,-5,-1,16,4
3146,-13,-1,-4,3,-1,-3,-14,-7
3147,-1,-6,-6,-5,-1,-1,-1,-11
3148,0,-2,-2,-2,-3,-2,-11,9
3149,-3,4,-1,3,1,-2,-3,-2
3150,3,7,0,0,-2,1,0,1
3151,-1,-14,-4,2,-2,0,-1,-1
