timestamp,x,y,z,w
1456703940183118,0.444824,-0.011718799999999998,0.22351100000000002,-0.867188
1456703940199117,0.445068,-0.011840799999999999,0.22338899999999998,-0.8671260000000001
1456703940221663,0.445068,-0.011840799999999999,0.22326700000000002,-0.8671260000000001
1456703940245138,0.445313,-0.012023899999999999,0.22314499999999998,-0.867065
1456703940260138,0.445313,-0.012023899999999999,0.22314499999999998,-0.867065
1456703940281140,0.445129,-0.012023899999999999,0.22296100000000002,-0.867188
1456703940306173,0.44519,-0.012023899999999999,0.2229,-0.867188
1456703940359613,0.44519,-0.012023899999999999,0.2229,-0.867188
1456703940360368,0.445068,-0.0122681,0.22277800000000003,-0.8672489999999999
1456703940368561,0.445313,-0.012390100000000001,0.222534,-0.867188
1456703940383399,0.445618,-0.012573200000000001,0.22229000000000002,-0.867065
1456703940402364,0.445679,-0.012756299999999998,0.22216799999999998,-0.8671260000000001
1456703940425885,0.445618,-0.012756299999999998,0.22216799999999998,-0.8671260000000001
1456703940440425,0.445557,-0.012756299999999998,0.22216799999999998,-0.8671260000000001
1456703940486604,0.445618,-0.012939500000000001,0.222046,-0.867188
1456703940489394,0.44573999999999997,-0.0130615,0.222046,-0.8671260000000001
1456703940506463,0.445679,-0.0132446,0.221985,-0.8671260000000001
1456703940522135,0.445496,-0.013549799999999999,0.221863,-0.8672489999999999
1456703940544407,0.445374,-0.013977100000000001,0.22168000000000002,-0.8673709999999999
1456703940566408,0.44519,-0.0142822,0.22149699999999997,-0.8674930000000001
1456703940582411,0.445251,-0.0146484,0.221252,-0.8674930000000001
1456703940604653,0.445007,-0.015136700000000001,0.22106900000000002,-0.867676
1456703940626917,0.444946,-0.0155029,0.220642,-0.867798
1456703940641459,0.445129,-0.0158691,0.22027600000000003,-0.867798
1456703940664664,0.445129,-0.0162964,0.219971,-0.867859
1456703940687636,0.445251,-0.0167847,0.219604,-0.86792
1456703940701427,0.445007,-0.0174561,0.21911599999999998,-0.8681030000000001
1456703940724958,0.44470200000000004,-0.018066400000000003,0.21844499999999997,-0.868469
1456703940746958,0.444275,-0.018615700000000002,0.21759,-0.868835
1456703940762155,0.44421400000000005,-0.018859900000000002,0.21636999999999998,-0.869202
1456703940784124,0.44439700000000004,-0.019104,0.214844,-0.8695069999999999
1456703940807128,0.444458,-0.0194092,0.21325700000000003,-0.869812
1456703940821906,0.44433599999999995,-0.0199585,0.211853,-0.870239
1456703940843190,0.44403100000000006,-0.020752,0.210327,-0.8707280000000001
1456703940867190,0.443665,-0.021301300000000002,0.20904499999999998,-0.871216
1456703940881200,0.44384799999999996,-0.021667500000000003,0.208008,-0.871338
1456703940903193,0.443237,-0.021850599999999998,0.20751999999999998,-0.871765
1456703940926705,0.44165,-0.021850599999999998,0.20733600000000002,-0.8726200000000001
1456703940941205,0.43988,-0.022094700000000002,0.20739699999999997,-0.873474
1456703940963206,0.438721,-0.0221558,0.207581,-0.874023
1456703940986207,0.437805,-0.0217285,0.20813,-0.87439
1456703941002209,0.43652299999999994,-0.0211182,0.20855700000000002,-0.8749389999999999
1456703941023959,0.434753,-0.020446799999999998,0.209106,-0.8756709999999999
1456703941046220,0.433228,-0.019775400000000002,0.20965599999999998,-0.876343
1456703941061220,0.43115200000000004,-0.019287099999999998,0.20977800000000002,-0.8773190000000001
1456703941083221,0.42895500000000003,-0.019165,0.209229,-0.87854
1456703941106222,0.42718500000000004,-0.019104,0.208313,-0.879639
1456703941122729,0.425903,-0.018981900000000003,0.207581,-0.880432
1456703941143235,0.42474399999999995,-0.0187378,0.20672600000000002,-0.8812260000000001
1456703941166236,0.42297399999999996,-0.0186768,0.20544400000000002,-0.8823850000000001
1456703941182237,0.42108199999999996,-0.019043,0.203491,-0.8837280000000001
1456703941203238,0.41876199999999997,-0.0197144,0.201172,-0.885315
1456703941226745,0.416138,-0.0205078,0.19873,-0.887085
1456703941242251,0.413391,-0.0212402,0.19622799999999999,-0.888916
1456703941263252,0.410706,-0.022033700000000003,0.194153,-0.890625
1456703941286254,0.407776,-0.0228882,0.19287100000000001,-0.8922120000000001
1456703941302254,0.404724,-0.023376499999999998,0.19201700000000002,-0.8937379999999999
1456703941323762,0.401306,-0.0234375,0.191711,-0.895386
1456703941346268,0.399231,-0.022522,0.191528,-0.8963620000000001
1456703941362269,0.39819299999999996,-0.0211182,0.190918,-0.8969729999999999
1456703941383269,0.397461,-0.0194092,0.18988,-0.897583
1456703941406472,0.397949,-0.0183716,0.18896500000000002,-0.8975219999999999
1456703941423067,0.398621,-0.0169067,0.188354,-0.8974
1456703941443380,0.396973,-0.015136700000000001,0.18823199999999998,-0.898193
1456703941466186,0.395386,-0.014465299999999999,0.187744,-0.899048
1456703941482182,0.39550799999999997,-0.0145874,0.18689,-0.899109
1456703941503183,0.397034,-0.014465299999999999,0.186157,-0.8986209999999999
1456703941526934,0.397766,-0.0142822,0.18512,-0.8984989999999999
1456703941542397,0.396606,-0.013977100000000001,0.18395999999999998,-0.899292
1456703941565400,0.39569099999999996,-0.0137939,0.183289,-0.8997799999999999
1456703941586737,0.395996,-0.013855000000000001,0.182739,-0.8997799999999999
1456703941602402,0.396362,-0.0141602,0.18249500000000002,-0.899658
1456703941624002,0.396545,-0.014526400000000002,0.182312,-0.899658
1456703941646024,0.396362,-0.0146484,0.181824,-0.8997799999999999
1456703941663025,0.395264,-0.0148315,0.181763,-0.90033
