,acc_x_median,acc_y_median,acc_z_median,gyro_x_median,gyro_y_median,gyro_z_median,orin_x_median,orin_y_median,orin_z_median,orin_w_median,eul_roll_median,eul_pitch_median,eul_yaw_median,acc_x_mad,acc_y_mad,acc_z_mad,gyro_x_mad,gyro_y_mad,gyro_z_mad,orin_x_mad,orin_y_mad,orin_z_mad,orin_w_mad,eul_roll_mad,eul_pitch_mad,eul_yaw_mad,gyro_mag,acc_mag,orin_mag,eul_mag,label
23,0.5969144203217114,0.23035431438373513,0.23116930282240802,0.23601561749627786,-1.001399268189921,0.24160362923091747,-0.7083977011776351,0.3975913387367272,-0.4248708778970133,-0.07616759274119006,0.2534755879000205,-0.6127105415099345,0.39340358898175043,-1.0793507776195466,-0.8794911846917393,-0.7931559929774872,-1.3230564108218008,-0.26941342480687247,-1.1773410212290978,-0.2671821876012483,-0.5441096365920394,-0.387253475424076,-0.40768748250805287,-0.2896206507587817,-0.6357753557289219,-0.30653480390065707,-0.9838482000272041,0.11947947904435655,-0.2697787633057637,0.07071288002140531,Left
24,0.4537439703420166,0.1996248278023981,0.21988202097532075,-0.3984349671711357,-0.9288341038283326,0.46413328773307827,-0.4977707353350952,0.3627058306694814,-0.40318920371219447,-0.10705646073402769,0.17974764304338753,-0.4391672119862809,0.3716876445134794,-0.7368843905456487,-0.9884657045196606,-0.8854070883922612,-1.2694319235671445,-0.37310614756869337,-1.0116369371554688,-0.39844963563389796,-0.6165861259856793,-0.43056512129076435,-0.40254013796648624,-0.37374760518419725,-0.7080506469146748,-0.3485067306459654,-0.9996358815045768,0.1675430869940256,0.16262397288680647,0.03775775565738823,Left
25,0.7841416539590614,0.2508266549321196,0.23115776163442625,0.5849634390633554,-0.27574762457403623,0.3369734828747007,-0.5597258124957182,0.367293390296031,-0.38371085641750885,-0.1482365056996544,0.2154862942081023,-0.7658738916092417,0.3554781997385234,-0.6821574977754832,-0.9171064245545059,-0.7399464985540031,-1.023589050468695,-0.11285831456798846,-0.9351314108970782,-0.3782576471518192,-0.5634505092976915,-0.39151430290198863,-0.4159574016272543,-0.3483265913705941,-0.6529888362023868,-0.3455306990727826,-0.804371581170257,-0.17091598667739616,0.23020487850388,0.0023119598255014547,Left
26,0.29955988832421465,0.2764380563763599,0.21989356216329994,0.39462826366313125,0.4861866012226429,-0.2352456389879986,-0.576749504868684,0.3461805885611686,-0.3953765888063468,-0.1299930556115297,0.2490208678634192,-0.45881275798687954,0.36358413643790066,-0.6480913739896695,-0.8166399952050731,-0.5445521396864254,-1.2081817331151057,-0.35028115096818396,-0.8838372377453826,-0.37937018698508634,-0.38542164745040014,-0.5024749232656113,-0.45227290671129283,-0.38757369314108175,-0.4982143028634096,-0.41109630343847653,-0.944262287414221,-1.0070931382083168,0.31074738046716105,0.014462118668627032,Left
27,0.5638780352178515,0.21498957109306663,0.17481368190283636,-0.1129322040707996,-0.23946504239324198,0.14623377558713424,-0.6123698686416202,0.37433767584280875,-0.43543314379095666,-0.05369877863517566,0.23333621769970783,-0.3077233601826921,0.40354147425951975,-0.20097372975113806,-0.4966341489581574,-0.5328976519950278,-1.011148725659536,-0.04439385244591816,-0.640573916983175,-0.37279953115023917,-0.5016149026832385,-0.45016280480756304,-0.40468143983576144,-0.3729970263319117,-0.5982481449082238,-0.38073859174262953,-0.6385395988861777,-1.9533307417392962,1.302296519342961,0.08956125217827603,Left
28,0.47577123441822944,0.08695353963062648,-0.005528921514996931,-0.7156602595048425,-0.23946504239324198,0.5595031413768615,-0.4931279101424676,0.3972855014282907,-0.44346933687550844,-0.023745472185320086,0.13675260993751898,-0.2832963237427102,0.41150736031982876,-0.6426930949637464,-0.5114719291153271,-0.3052881657904653,-1.1053397563574543,-0.07615265640716737,-0.8456132144833015,-0.39804179813750395,-0.49904892929184064,-0.4536744987351584,-0.3977952878778923,-0.3742913044607003,-0.6214259955599118,-0.36930077171552217,-0.7076428377195922,0.010037271293481784,0.834104752103135,0.11809432170035579,Left
29,0.861232567215347,0.18936768176944785,0.2762491830828767,0.23601561749627786,1.9737724706352069,-0.13987578534421538,-0.5101516025154335,0.37372600122593547,-0.37006537531724204,-0.16415638900479945,0.19652657112549693,-0.8452080477440139,0.34315374350050054,-0.7293205593243313,-0.9486370238719032,-0.5074835782217708,-1.193249087626608,-0.2436931529405668,-1.2991083118676956,-0.41560867894297987,-0.7370566292194924,-0.4572320844426144,-0.4442118100814835,-0.39415701817227405,-0.7100564239467402,-0.40732045626393076,-0.9771154095747923,0.34247965597856017,0.5960596858997629,-0.011476940796850589,Left
30,-1.848017160918274,-1.6644279257973191,-1.6904962022387724,0.4580733221298726,0.5950343477650255,-0.9664145169236699,0.30125186912707186,1.11855516297556,-1.0201261420989,1.8400388236397518,-1.7425727044580426,1.9813214651975182,1.0840426722454726,1.5145069088497907,0.17550368916719836,0.20027211428448682,0.04461912520070437,-0.5688015784887378,0.8814966886765051,0.7211445597323067,0.6095126867359032,2.2053593592001985,2.969671271356674,0.8195679823629678,1.9499529482659281,2.638483765831839,0.06090150086506352,1.148149227245004,0.4206003819016915,1.574050882503706,Enter
31,-0.30616731871934283,-1.2240313827813158,-1.358006117644872,0.3629057344297606,-0.9288341038283326,0.17802372680172865,-0.5411545117252136,1.1194726749008699,-0.9682956717357564,1.5812103547980727,-1.2968833973815486,0.280424079585733,1.033454438514913,-0.24783951508573007,-0.4460816082135509,-0.03613695708186475,1.094129416449169,-0.27584067092987163,-0.5922151452697012,-0.2579767625812794,-0.1849538907869786,-0.3590299447279626,-0.32236652152682843,-0.19727508093437263,-0.5084042629520265,-0.35122933769696213,0.06003339685000812,0.23121838576453102,0.45794665452590666,1.4848433579588793,Enter
32,-0.526430937460553,-1.2650075275162247,-1.1663993147559149,-0.46188002563787706,-0.13061729585085927,-0.07629588291502658,-0.4389616162284954,1.0793879325902012,-0.956849911425966,1.5320626996426383,-1.2700697079626364,0.5580552601323167,1.0143897416937464,0.7457406519108474,0.6113892809315009,-0.37539164666995584,1.8486467503864863,-0.6366752353986601,-0.4251397427939955,-0.2613111782560467,-0.3677146548678486,-0.40275870377213635,-0.30976438145239404,-0.19014492540188208,-0.6382262528566001,-0.3595473901036146,0.41847740059617666,0.6145848248791728,0.604503879550558,1.4430978328317738,Enter
