,gyro_x,gyro_y,gyro_z,orin_x,orin_y,orin_z,orin_w,roll,pitch,yaw,acc_x,acc_y,acc_z,Key
1016,0.5,-0.5,0.0,0.299622,0.17865,-0.370361,-0.8609620000000001,-0.708415,-0.0857902,0.844305,0.08105470000000001,-0.6469729999999999,0.7768550000000001,Left
1020,-0.1875,-0.375,0.375,0.299561,0.178589,-0.370361,-0.8609620000000001,-0.708224,-0.0857301,0.844233,0.0854492,-0.6464840000000001,0.7753909999999999,Left
1024,-1.25,-0.75,0.75,0.299683,0.17877200000000001,-0.370483,-0.8608399999999999,-0.708646,-0.08583860000000001,0.844649,0.0883789,-0.648926,0.762207,Left
1028,-1.0625,-2.6875,0.9375,0.299683,0.179199,-0.370728,-0.8605959999999999,-0.7090420000000001,-0.08634220000000001,0.8454799999999999,0.0864258,-0.6499020000000001,0.75293,Left
1032,-2.4375,-4.4375,2.25,0.29980500000000004,0.17981,-0.371216,-0.8602290000000001,-0.7098949999999999,-0.08687980000000001,0.8470049999999999,0.0874023,-0.657227,0.7749020000000001,Left
1036,-1.9375,-5.4375,3.625,0.299683,0.180481,-0.37206999999999996,-0.8598020000000001,-0.710376,-0.0874613,0.8493290000000001,0.0854492,-0.656738,0.78418,Left
1040,-2.25,-4.3125,2.4375,0.299744,0.18103,-0.37262,-0.8594360000000001,-0.711059,-0.0879003,0.850923,0.08691410000000001,-0.654297,0.774414,Left
1044,-1.5625,-4.375,2.5,0.299744,0.181641,-0.37316900000000003,-0.8590700000000001,-0.71168,-0.0884894,0.852562,0.0898438,-0.6503909999999999,0.7612300000000001,Left
1048,0.875,-1.9375,0.4375,0.299255,0.181885,-0.373291,-0.8590700000000001,-0.710947,-0.08920299999999999,0.852952,0.101563,-0.643555,0.772949,Left
1052,2.125,0.8125,0.5,0.29895,0.18158,-0.373413,-0.859192,-0.710079,-0.08887660000000001,0.852927,0.09082029999999999,-0.668945,0.78418,Left
1056,1.1875,0.1875,1.125,0.29882800000000004,0.181274,-0.373657,-0.859192,-0.709573,-0.0882951,0.8531629999999999,0.0820313,-0.668945,0.783691,Left
1060,0.625,-0.5,0.875,0.29882800000000004,0.181274,-0.373657,-0.859192,-0.709573,-0.0882951,0.8531629999999999,0.0913086,-0.6621090000000001,0.7695310000000001,Left
1064,0.625,-0.5,0.25,0.29882800000000004,0.181274,-0.373657,-0.859192,-0.709573,-0.0882951,0.8531629999999999,0.08886720000000001,-0.654297,0.770996,Left
1068,1.5,-0.875,-0.3125,0.298462,0.181213,-0.373779,-0.8593139999999999,-0.708833,-0.08843580000000001,0.8533540000000001,0.0834961,-0.653809,0.7695310000000001,Left
1072,1.5,-0.8125,-0.9375,0.298035,0.181274,-0.373718,-0.859497,-0.708071,-0.088965,0.853261,0.0922852,-0.6503909999999999,0.775879,Left
1076,1.8125,2.375,-0.125,0.297913,0.18096900000000002,-0.373596,-0.859619,-0.707519,-0.08864730000000001,0.8527290000000001,0.10693399999999999,-0.6816409999999999,0.7856449999999999,Left
1080,2.4375,4.625,2.125,0.298035,0.17999300000000001,-0.373718,-0.859741,-0.706847,-0.0868414,0.8521770000000001,0.0854492,-0.668457,0.768555,Left
1084,2.625,4.375,2.3125,0.29797399999999996,0.179016,-0.373962,-0.8598629999999999,-0.7058270000000001,-0.08509960000000001,0.8518620000000001,0.0854492,-0.666992,0.790039,Left
1088,0.1875,4.9375,3.0625,0.298523,0.178101,-0.374146,-0.8598020000000001,-0.7060489999999999,-0.0829757,0.8515219999999999,0.08105470000000001,-0.6679689999999999,0.762695,Left
1092,3.6875,5.25,1.1875,0.298035,0.17749,-0.374023,-0.860107,-0.704503,-0.0824709,0.8507129999999999,0.129883,-0.635742,0.75293,Left
1096,1.75,5.75,5.25,0.298279,0.17627,-0.374512,-0.8600459999999999,-0.703858,-0.079867,0.850714,0.0844727,-0.65918,0.7749020000000001,Left
1100,-1.1875,2.25,0.375,0.298462,0.175354,-0.374634,-0.860168,-0.703386,-0.0781196,0.850247,0.03417969999999999,-0.595703,0.760742,Left
1104,-5.6875,-5.875,-2.0625,0.29870599999999997,0.176575,-0.374512,-0.8598629999999999,-0.704982,-0.0800077,0.8510059999999999,0.0703125,-0.612305,0.748047,Left
1108,-0.3125,-8.0,-3.9375,0.298035,0.178223,-0.374268,-0.8598629999999999,-0.705216,-0.0835018,0.851828,0.10546900000000001,-0.648926,0.748047,Left
1112,3.8125,-4.6875,-3.0,0.29693600000000003,0.179199,-0.374084,-0.860168,-0.704022,-0.0862315,0.852215,0.117676,-0.6625979999999999,0.7768550000000001,Left
1116,-0.0625,-0.125,0.1875,0.29693600000000003,0.17913800000000002,-0.374084,-0.860168,-0.703959,-0.0861262,0.852158,0.08496089999999999,-0.65625,0.7700199999999999,Left
1120,-5.0,1.0625,1.3125,0.298096,0.179016,-0.374146,-0.859741,-0.7060770000000001,-0.0848545,0.852246,0.0546875,-0.665039,0.760254,Left
1124,-4.625,1.5,-0.3125,0.299072,0.179077,-0.37390100000000004,-0.859497,-0.708004,-0.08428530000000001,0.8518600000000001,0.0776367,-0.666504,0.7597659999999999,Left
1128,-1.125,2.0625,-1.0625,0.299072,0.178955,-0.373596,-0.8596799999999999,-0.7078770000000001,-0.08432360000000001,0.851145,0.100586,-0.6523439999999999,0.783691,Left
1132,0.8125,1.4375,-1.375,0.298584,0.17871099999999998,-0.373291,-0.859985,-0.706659,-0.0845609,0.85026,0.09716799999999999,-0.6308590000000001,0.7910159999999999,Left
