,gyro_x,gyro_y,gyro_z,orin_x,orin_y,orin_z,orin_w,roll,pitch,yaw,acc_x,acc_y,acc_z,Key
0,-2.4375,-0.0625,0.625,0.444824,-0.011718799999999998,0.22351100000000002,-0.867188,-0.9098620000000001,-0.179483,-0.416516,0.181152,-0.7924800000000001,0.6108399999999999,Forward
4,-1.8125,-0.0625,0.875,0.445068,-0.011840799999999999,0.22338899999999998,-0.8671260000000001,-0.9104780000000001,-0.17927,-0.416358,0.18212899999999999,-0.790039,0.617676,Forward
8,-1.1875,-0.3125,0.625,0.445068,-0.011840799999999999,0.22326700000000002,-0.8671260000000001,-0.9104760000000001,-0.17915999999999999,-0.416116,0.180176,-0.775879,0.6235350000000001,Forward
12,-2.1875,0.0,0.625,0.445313,-0.012023899999999999,0.22314499999999998,-0.867065,-0.911111,-0.178839,-0.41601000000000005,0.17724600000000001,-0.786621,0.618164,Forward
16,-0.125,-0.375,0.5625,0.445313,-0.012023899999999999,0.22314499999999998,-0.867065,-0.911111,-0.178839,-0.41601000000000005,0.175781,-0.783691,0.611328,Forward
20,0.875,-0.5625,1.0625,0.445129,-0.012023899999999999,0.22296100000000002,-0.867188,-0.910716,-0.178587,-0.41569399999999995,0.174316,-0.7768550000000001,0.606934,Forward
24,-0.75,-0.8125,0.6875,0.44519,-0.012023899999999999,0.2229,-0.867188,-0.910869,-0.17856,-0.415575,0.170898,-0.7929689999999999,0.596191,Forward
28,0.0,-0.0625,0.875,0.44519,-0.012023899999999999,0.2229,-0.867188,-0.910869,-0.17856,-0.415575,0.18066400000000002,-0.7983399999999999,0.606445,Forward
32,0.6875,0.75,1.0625,0.445068,-0.0122681,0.22277800000000003,-0.8672489999999999,-0.9106719999999999,-0.17796199999999998,-0.415563,0.176758,-0.789551,0.6132810000000001,Forward
36,-1.625,-0.3125,1.375,0.445313,-0.012390100000000001,0.222534,-0.867188,-0.911285,-0.17763800000000002,-0.41516400000000003,0.17627,-0.790039,0.608887,Forward
40,-2.1875,-0.1875,1.375,0.445618,-0.012573200000000001,0.22229000000000002,-0.867065,-0.9120379999999999,-0.17723599999999998,-0.414793,0.175781,-0.7875979999999999,0.611328,Forward
44,-0.5,0.25,1.0,0.445679,-0.012756299999999998,0.22216799999999998,-0.8671260000000001,-0.9122809999999999,-0.17682799999999999,-0.414734,0.175781,-0.788574,0.612305,Forward
48,-0.75,0.1875,0.9375,0.445618,-0.012756299999999998,0.22216799999999998,-0.8671260000000001,-0.912128,-0.17680099999999999,-0.414733,0.181152,-0.78418,0.619629,Forward
52,0.0625,0.6875,0.625,0.445557,-0.012756299999999998,0.22216799999999998,-0.8671260000000001,-0.911975,-0.176773,-0.414732,0.174316,-0.775879,0.6210939999999999,Forward
56,-1.0625,0.0,0.75,0.445618,-0.012939500000000001,0.222046,-0.867188,-0.9122180000000001,-0.176366,-0.41467200000000004,0.17040999999999998,-0.780273,0.617188,Forward
60,-1.125,0.4375,0.5,0.44573999999999997,-0.0130615,0.222046,-0.8671260000000001,-0.912529,-0.176208,-0.414754,0.18066400000000002,-0.791992,0.614746,Forward
64,0.125,1.125,1.125,0.445679,-0.0132446,0.221985,-0.8671260000000001,-0.9124329999999999,-0.17580199999999999,-0.414788,0.183105,-0.786133,0.6035159999999999,Forward
68,0.8125,1.4375,1.5625,0.445496,-0.013549799999999999,0.221863,-0.8672489999999999,-0.9121370000000001,-0.175069,-0.41485200000000005,0.175293,-0.7856449999999999,0.611328,Forward
72,0.625,1.5,1.75,0.445374,-0.013977100000000001,0.22168000000000002,-0.8673709999999999,-0.912032,-0.174092,-0.414901,0.16650399999999999,-0.782227,0.598633,Forward
76,1.0625,1.375,1.8125,0.44519,-0.0142822,0.22149699999999997,-0.8674930000000001,-0.9117350000000001,-0.17330299999999998,-0.41484399999999994,0.17627,-0.784668,0.6030270000000001,Forward
80,-0.0625,1.375,2.0,0.445251,-0.0146484,0.221252,-0.8674930000000001,-0.9120010000000001,-0.172465,-0.414675,0.17334000000000002,-0.7910159999999999,0.594238,Forward
84,1.0625,1.875,2.25,0.445007,-0.015136700000000001,0.22106900000000002,-0.867676,-0.911644,-0.171324,-0.41479799999999994,0.16503900000000002,-0.782227,0.6079100000000001,Forward
88,0.0625,0.375,2.625,0.444946,-0.0155029,0.220642,-0.867798,-0.9116690000000001,-0.170262,-0.414315,0.159668,-0.779297,0.6035159999999999,Forward
92,-1.625,0.875,2.6875,0.445129,-0.0158691,0.22027600000000003,-0.867798,-0.9122399999999999,-0.169369,-0.413911,0.17236300000000002,-0.786621,0.612793,Forward
96,-1.0,1.125,2.8125,0.445129,-0.0162964,0.219971,-0.867859,-0.9124059999999999,-0.16833900000000002,-0.413699,0.175781,-0.795898,0.620117,Forward
100,-1.1875,1.4375,3.4375,0.445251,-0.0167847,0.219604,-0.86792,-0.912897,-0.167201,-0.41342299999999993,0.17334000000000002,-0.794922,0.616699,Forward
104,0.375,1.875,3.875,0.445007,-0.0174561,0.21911599999999998,-0.8681030000000001,-0.912596,-0.165463,-0.413102,0.161133,-0.804199,0.62793,Forward
108,1.3125,1.25,4.5625,0.44470200000000004,-0.018066400000000003,0.21844499999999997,-0.868469,-0.91222,-0.163635,-0.412441,0.157227,-0.807129,0.626953,Forward
112,1.5,0.25,5.3125,0.444275,-0.018615700000000002,0.21759,-0.868835,-0.9115139999999999,-0.161696,-0.41136300000000003,0.14941400000000002,-0.8081050000000001,0.640625,Forward
116,0.1875,-2.625,6.5,0.44421400000000005,-0.018859900000000002,0.21636999999999998,-0.869202,-0.911615,-0.160126,-0.409319,0.15087899999999999,-0.804199,0.635254,Forward
120,-0.9375,-3.5625,7.75,0.44439700000000004,-0.019104,0.214844,-0.8695069999999999,-0.912286,-0.158391,-0.406661,0.150391,-0.80957,0.628418,Forward
124,0.875,-2.875,8.4375,0.444458,-0.0194092,0.21325700000000003,-0.869812,-0.912668,-0.15644,-0.403936,0.152832,-0.8168949999999999,0.6137699999999999,Forward
128,1.4375,-0.8125,8.75,0.44433599999999995,-0.0199585,0.211853,-0.870239,-0.9127430000000001,-0.15414,-0.40182399999999996,0.16162100000000001,-0.817871,0.6210939999999999,Forward
132,0.875,-0.125,10.0,0.44403100000000006,-0.020752,0.210327,-0.8707280000000001,-0.9124690000000001,-0.151221,-0.399704,0.14599600000000001,-0.810547,0.637695,Forward
136,0.8125,-0.9375,7.5,0.443665,-0.021301300000000002,0.20904499999999998,-0.871216,-0.911969,-0.148926,-0.39785,0.133301,-0.7700199999999999,0.6210939999999999,Forward
140,-1.625,-1.25,6.0625,0.44384799999999996,-0.021667500000000003,0.208008,-0.871338,-0.9125850000000001,-0.147422,-0.396196,0.143066,-0.7827149999999999,0.6152340000000001,Forward
144,3.5625,0.1875,3.75,0.443237,-0.021850599999999998,0.20751999999999998,-0.871765,-0.911343,-0.146386,-0.395542,0.15576199999999998,-0.8085939999999999,0.633301,Forward
148,8.1875,1.875,3.125,0.44165,-0.021850599999999998,0.20733600000000002,-0.8726200000000001,-0.907848,-0.145519,-0.395451,0.166016,-0.790039,0.647461,Forward
152,9.1875,3.4375,1.9375,0.43988,-0.022094700000000002,0.20739699999999997,-0.873474,-0.903991,-0.14436300000000002,-0.396037,0.15576199999999998,-0.7856449999999999,0.6464840000000001,Forward
