timestamp,gyro_x,gyro_y,gyro_z,orin_x,orin_y,orin_z,orin_w,roll,pitch,yaw,acc_x,acc_y,acc_z,Key
5371063,1.5,-0.8125,-0.9375,0.298035,0.181274,-0.373718,-0.859497,-0.708071,-0.088965,0.853261,0.0922852,-0.6503909999999999,0.775879,Left
5386063,1.8125,2.375,-0.125,0.297913,0.180969,-0.373596,-0.859619,-0.707519,-0.08864730000000001,0.8527290000000001,0.106934,-0.6816409999999999,0.7856449999999999,Left
5408064,2.4375,4.625,2.125,0.298035,0.179993,-0.373718,-0.859741,-0.706847,-0.0868414,0.8521770000000001,0.0854492,-0.668457,0.768555,Left
5431303,2.625,4.375,2.3125,0.297974,0.179016,-0.373962,-0.8598629999999999,-0.7058270000000001,-0.08509960000000001,0.8518620000000001,0.0854492,-0.666992,0.790039,Left
5446034,0.1875,4.9375,3.0625,0.298523,0.178101,-0.374146,-0.8598020000000001,-0.7060489999999999,-0.0829757,0.8515219999999999,0.08105470000000001,-0.6679689999999999,0.762695,Left
5468246,3.6875,5.25,1.1875,0.298035,0.17749,-0.374023,-0.860107,-0.704503,-0.0824709,0.8507129999999999,0.129883,-0.635742,0.75293,Left
5491289,1.75,5.75,5.25,0.298279,0.17627,-0.374512,-0.8600459999999999,-0.703858,-0.079867,0.850714,0.0844727,-0.65918,0.7749020000000001,Left
5506059,-1.1875,2.25,0.375,0.298462,0.175354,-0.374634,-0.860168,-0.703386,-0.0781196,0.850247,0.03417969999999998,-0.595703,0.760742,Left
5528050,-5.6875,-5.875,-2.0625,0.298706,0.176575,-0.374512,-0.8598629999999999,-0.704982,-0.0800077,0.8510059999999999,0.0703125,-0.612305,0.748047,Left
5551241,-0.3125,-8.0,-3.9375,0.298035,0.178223,-0.374268,-0.8598629999999999,-0.705216,-0.0835018,0.851828,0.105469,-0.648926,0.748047,Left
5566313,3.8125,-4.6875,-3.0,0.29693600000000003,0.179199,-0.374084,-0.860168,-0.704022,-0.0862315,0.852215,0.117676,-0.6625979999999999,0.7768550000000001,Left
5588209,-0.0625,-0.125,0.1875,0.29693600000000003,0.17913800000000002,-0.374084,-0.860168,-0.703959,-0.0861262,0.852158,0.08496089999999999,-0.65625,0.7700199999999999,Left
5611024,-5.0,1.0625,1.3125,0.298096,0.179016,-0.374146,-0.859741,-0.7060770000000001,-0.0848545,0.852246,0.0546875,-0.665039,0.760254,Left
5625989,-4.625,1.5,-0.3125,0.299072,0.179077,-0.373901,-0.859497,-0.708004,-0.08428530000000001,0.8518600000000001,0.0776367,-0.666504,0.7597659999999999,Left
5648494,-1.125,2.0625,-1.0625,0.299072,0.178955,-0.373596,-0.8596799999999999,-0.7078770000000001,-0.08432360000000001,0.851145,0.100586,-0.6523439999999999,0.783691,Left
5670300,0.8125,1.4375,-1.375,0.298584,0.17871099999999998,-0.373291,-0.859985,-0.706659,-0.0845609,0.85026,0.097168,-0.6308590000000001,0.7910159999999999,Left
5685587,-0.75,0.5,-1.0,0.298523,0.17865,-0.373352,-0.8600459999999999,-0.7065130000000001,-0.08448660000000001,0.8503569999999999,0.0844727,-0.633301,0.7910159999999999,Left
5708339,-2.625,-0.3125,-0.8125,0.29882800000000004,0.17871099999999998,-0.37323,-0.859985,-0.7071529999999999,-0.0844146,0.8501799999999999,0.0742188,-0.655762,0.7851560000000001,Left
5730310,-1.3125,-0.5,-1.0625,0.299072,0.178833,-0.373108,-0.859924,-0.7077289999999999,-0.0844937,0.850045,0.07470700000000001,-0.671875,0.773438,Left
