,gyro_x,gyro_y,gyro_z,orin_x,orin_y,orin_z,orin_w,roll,pitch,yaw,acc_x,acc_y,acc_z,Key
872,-0.8125,-0.0625,0.4375,0.28930700000000004,0.20648200000000003,-0.45214799999999994,-0.8181149999999999,-0.723492,-0.076307,1.03874,0.08105470000000001,-0.668457,0.763672,Right
876,-0.6875,-0.8125,0.125,0.28930700000000004,0.206421,-0.45214799999999994,-0.8181149999999999,-0.723417,-0.0762068,1.0386799999999998,0.078125,-0.668945,0.766602,Right
880,0.1875,-0.5625,-0.25,0.28930700000000004,0.20648200000000003,-0.45214799999999994,-0.8181149999999999,-0.723492,-0.076307,1.03874,0.0854492,-0.6704100000000001,0.7695310000000001,Right
884,1.125,-0.5,-1.3125,0.288879,0.20654299999999998,-0.45202600000000004,-0.818298,-0.722755,-0.07694119999999999,1.0385,0.0859375,-0.6601560000000001,0.7612300000000001,Right
888,1.0625,-0.6875,-0.9375,0.288513,0.206604,-0.45196499999999995,-0.818481,-0.722159,-0.0774847,1.0384200000000001,0.0859375,-0.6606449999999999,0.7670899999999999,Right
892,0.9375,-3.0625,-2.6875,0.288025,0.20715300000000003,-0.451721,-0.818604,-0.7218359999999999,-0.0790212,1.03835,0.08496089999999999,-0.674316,0.7592770000000001,Right
896,3.0,-4.25,-5.3125,0.287231,0.20788600000000002,-0.451233,-0.81897,-0.721159,-0.08137749999999999,1.0379200000000002,0.0854492,-0.6777340000000001,0.7485350000000001,Right
900,4.9375,-3.4375,-7.8125,0.285828,0.20837399999999998,-0.4505,-0.8197629999999999,-0.719073,-0.08420319999999999,1.03672,0.08935549999999999,-0.6450199999999999,0.74707,Right
904,7.875,-4.8125,-4.4375,0.28381300000000004,0.20849600000000001,-0.45043900000000003,-0.820435,-0.715481,-0.0865412,1.0365799999999998,0.08691410000000001,-0.617676,0.7592770000000001,Right
908,-2.375,-4.0625,-3.8125,0.28369099999999997,0.20953400000000003,-0.44995100000000005,-0.8204959999999999,-0.716389,-0.0886645,1.03646,0.09716799999999999,-0.676758,0.776367,Right
912,-0.0625,-1.25,-2.9375,0.283447,0.209839,-0.449585,-0.820679,-0.716242,-0.0896735,1.03593,0.0952148,-0.669434,0.770508,Right
916,-1.3125,-0.625,-0.3125,0.283569,0.209961,-0.449585,-0.8206180000000001,-0.716609,-0.08973869999999999,1.03605,0.08105470000000001,-0.647949,0.7543949999999999,Right
920,-0.25,1.75,1.4375,0.283447,0.20953400000000003,-0.44970699999999997,-0.820679,-0.715904,-0.0891011,1.03591,0.09814450000000001,-0.641602,0.782227,Right
924,-2.5625,3.0625,3.0,0.283936,0.209106,-0.44988999999999996,-0.820557,-0.716355,-0.0878005,1.03597,0.0976563,-0.65918,0.786133,Right
928,-3.6875,5.9375,5.3125,0.284729,0.20813,-0.45025600000000005,-0.820313,-0.716743,-0.08516389999999999,1.03591,0.0942383,-0.657227,0.807129,Right
932,-8.375,7.1875,7.125,0.286682,0.20739699999999997,-0.45062299999999994,-0.819641,-0.719562,-0.081703,1.03615,0.08789060000000001,-0.6875,0.788574,Right
936,-7.75,5.375,6.5625,0.28833000000000003,0.20697,-0.45098900000000003,-0.81897,-0.722151,-0.0790197,1.03664,0.0952148,-0.671875,0.7719729999999999,Right
940,-2.0,0.9375,8.75,0.28930700000000004,0.206604,-0.45214799999999994,-0.818054,-0.723615,-0.07648200000000001,1.03883,0.0703125,-0.719727,0.776367,Right
944,-0.1875,1.375,6.875,0.289917,0.205933,-0.453064,-0.817505,-0.724055,-0.0740677,1.0402200000000001,0.055175800000000004,-0.6777340000000001,0.744629,Right
948,6.875,-0.5,2.375,0.288635,0.205261,-0.45373500000000005,-0.817749,-0.720985,-0.0738434,1.04101,0.08300779999999999,-0.625,0.756836,Right
952,4.375,-0.9375,-0.125,0.287537,0.205078,-0.45385699999999995,-0.8181149999999999,-0.718765,-0.07462310000000001,1.04105,0.09082029999999999,-0.608887,0.742676,Right
956,1.125,-1.4375,-2.6875,0.286804,0.20544400000000002,-0.45355200000000007,-0.818481,-0.7178180000000001,-0.0762172,1.0407,0.09863279999999999,-0.6206050000000001,0.735352,Right
960,-0.3125,-2.0625,-1.0,0.28686500000000004,0.206116,-0.45336899999999997,-0.8183590000000001,-0.718655,-0.0773188,1.0409,0.08886720000000001,-0.671387,0.722168,Right
964,0.75,-2.0625,0.5,0.28686500000000004,0.20648200000000003,-0.45355200000000007,-0.818176,-0.719083,-0.0777388,1.04162,0.0805664,-0.6704100000000001,0.729004,Right
968,-1.875,-1.25,1.375,0.287292,0.20672600000000002,-0.45373500000000005,-0.817871,-0.72016,-0.07751860000000001,1.04225,0.06542970000000001,-0.672363,0.742676,Right
972,-4.0625,-0.375,1.4375,0.288086,0.20697,-0.45385699999999995,-0.817444,-0.721895,-0.0769491,1.0427600000000001,0.06689450000000001,-0.674805,0.749023,Right
976,-2.75,1.8125,0.75,0.288635,0.206909,-0.453796,-0.817322,-0.7228439999999999,-0.0763336,1.04261,0.0820313,-0.679199,0.768066,Right
980,-2.25,2.0625,1.1875,0.289063,0.20666500000000002,-0.453796,-0.8172,-0.7233430000000001,-0.0754939,1.0424,0.07470700000000001,-0.674805,0.774414,Right
984,-2.625,0.8125,0.8125,0.289429,0.20654299999999998,-0.453796,-0.8171390000000001,-0.723897,-0.0749352,1.04233,0.07373049999999999,-0.663086,0.776367,Right
