,gyro_x,gyro_y,gyro_z,orin_x,orin_y,orin_z,orin_w,roll,pitch,yaw,acc_x,acc_y,acc_z,Key
1456,0.0,1.3125,0.1875,0.327454,0.115723,-0.236267,-0.907532,-0.707609,-0.05533919999999999,0.529842,0.049316399999999996,-0.666992,0.769043,Backward
1460,1.25,-0.375,0.125,0.327209,0.11566199999999999,-0.236328,-0.907593,-0.707064,-0.055317899999999996,0.529895,0.055664099999999994,-0.65332,0.772461,Backward
1464,1.0,-0.5625,1.375,0.32702600000000004,0.11566199999999999,-0.23657199999999998,-0.907593,-0.7066979999999999,-0.0552447,0.530358,0.057128899999999996,-0.6606449999999999,0.772949,Backward
1468,0.375,-0.6875,0.125,0.32702600000000004,0.115601,-0.23657199999999998,-0.907593,-0.706658,-0.0551337,0.530309,0.053710900000000006,-0.651367,0.78125,Backward
1472,-1.5,-1.0625,0.0,0.327087,0.115723,-0.23663299999999998,-0.907593,-0.706886,-0.055286699999999994,0.5305439999999999,0.04980469999999999,-0.649414,0.781738,Backward
1476,-2.75,-1.0625,1.5625,0.327515,0.115784,-0.236938,-0.907349,-0.707813,-0.0549383,0.531203,0.0488281,-0.674316,0.790039,Backward
1480,-1.75,-1.75,4.25,0.327881,0.11566199999999999,-0.23779299999999998,-0.906982,-0.708518,-0.0538967,0.532779,0.0356445,-0.686523,0.795898,Backward
1484,-3.875,-5.125,1.875,0.32818600000000003,0.11633299999999999,-0.238342,-0.906616,-0.7095600000000001,-0.0545246,0.534353,0.0424805,-0.649414,0.77832,Backward
1488,-5.5,1.0625,-3.3125,0.328552,0.117432,-0.237366,-0.906616,-0.710937,-0.0569876,0.533311,0.138672,-0.6342770000000001,0.766602,Backward
1492,-0.9375,1.0625,4.3125,0.329102,0.117249,-0.237854,-0.9063110000000001,-0.711978,-0.0560003,0.534149,0.06835939999999999,-0.702148,0.7695310000000001,Backward
1496,5.375,2.8125,-0.75,0.328125,0.116577,-0.23773200000000003,-0.906799,-0.709569,-0.055441,0.533362,0.052246100000000004,-0.616699,0.7514649999999999,Backward
1500,-1.0,-0.625,0.625,0.32806399999999997,0.11651600000000001,-0.23773200000000003,-0.906799,-0.709392,-0.0553592,0.533301,0.057128899999999996,-0.638184,0.7641600000000001,Backward
1504,-0.375,-2.3125,-0.375,0.32806399999999997,0.117065,-0.23773200000000003,-0.9067379999999999,-0.709728,-0.0563427,0.533717,0.06738279999999999,-0.6547850000000001,0.751953,Backward
1508,3.625,-1.75,-0.875,0.327515,0.117371,-0.23773200000000003,-0.9069209999999999,-0.708796,-0.0572016,0.533927,0.0634766,-0.6499020000000001,0.7387699999999999,Backward
1512,2.3125,-3.0625,-2.375,0.326904,0.11798099999999999,-0.23754899999999998,-0.9071040000000001,-0.707899,-0.0587645,0.533993,0.0678711,-0.6362300000000001,0.7456050000000001,Backward
1516,0.5625,-2.3125,-1.1875,0.326904,0.118652,-0.237427,-0.907043,-0.708296,-0.060050099999999995,0.534259,0.07714839999999999,-0.6606449999999999,0.734375,Backward
1520,1.3125,-0.5,0.0,0.326782,0.118591,-0.23754899999999998,-0.907043,-0.708005,-0.0599173,0.534435,0.050293,-0.665039,0.766602,Backward
1524,-0.125,1.6875,0.125,0.326965,0.118164,-0.237488,-0.907043,-0.708117,-0.0590937,0.534003,0.044433600000000004,-0.6777340000000001,0.7827149999999999,Backward
1528,-3.375,2.4375,0.9375,0.327759,0.117432,-0.23761,-0.90686,-0.709329,-0.057262,0.53375,0.0249023,-0.674316,0.78125,Backward
1532,-4.25,0.875,0.5,0.32843,0.11731,-0.23761,-0.906616,-0.710626,-0.05666330000000001,0.533688,0.045898400000000006,-0.669434,0.7875979999999999,Backward
1536,-1.4375,-1.0,1.0,0.32843,0.117493,-0.23779299999999998,-0.9065549999999999,-0.710751,-0.056861,0.534185,0.06738279999999999,-0.663574,0.793457,Backward
1540,-0.6875,-1.125,0.3125,0.32824699999999996,0.11761500000000001,-0.23791500000000002,-0.9065549999999999,-0.710445,-0.05708969999999999,0.534496,0.0585938,-0.648438,0.795898,Backward
1544,-2.625,-1.6875,0.125,0.32824699999999996,0.117798,-0.238037,-0.906494,-0.710559,-0.05732759999999999,0.5348689999999999,0.0532227,-0.635742,0.788086,Backward
1548,-3.5,-3.125,-0.0625,0.328735,0.118408,-0.238159,-0.90625,-0.711959,-0.0580648,0.535611,0.05273440000000001,-0.659668,0.757324,Backward
1552,0.3125,-2.0625,-0.75,0.32867399999999997,0.118835,-0.238098,-0.9061889999999999,-0.712069,-0.0588953,0.535794,0.0639648,-0.674316,0.762207,Backward
1556,3.9375,-1.4375,0.75,0.32806399999999997,0.118774,-0.23840300000000003,-0.906372,-0.71081,-0.0589186,0.53632,0.055664099999999994,-0.663574,0.766602,Backward
