timestamp,gyro_x,gyro_y,gyro_z,orin_x,orin_y,orin_z,orin_w,roll,pitch,yaw,acc_x,acc_y,acc_z,Key
8925941,0.4375,-1.1875,-0.0625,0.296875,0.25256300000000004,-0.534363,-0.75,-0.798916,-0.061606299999999996,1.26409,0.059082,-0.724121,0.710449,Enter
8941945,-0.8125,-1.1875,-0.5,0.29681399999999997,0.252686,-0.534363,-0.75,-0.798979,-0.061855099999999996,1.2642200000000001,0.055664099999999994,-0.723633,0.715332,Enter
8962948,-4.6875,-2.3125,-1.375,0.29699699999999996,0.253296,-0.53418,-0.7498779999999999,-0.800111,-0.0626233,1.2644600000000001,0.0581055,-0.702637,0.713379,Enter
8977953,-9.3125,-2.625,-2.375,0.29742399999999997,0.254578,-0.53363,-0.749695,-0.8025439999999999,-0.0643261,1.26457,0.0834961,-0.689453,0.715332,Enter
9002079,-11.1875,-2.5625,-1.5625,0.298096,0.256104,-0.5330199999999999,-0.749329,-0.805709,-0.0660775,1.2648,0.09472660000000001,-0.705078,0.717773,Enter
9023071,-7.0625,-1.625,-2.125,0.298645,0.257141,-0.532471,-0.749146,-0.80802,-0.06728350000000001,1.2646600000000001,0.078125,-0.734863,0.708008,Enter
9039072,-3.25,-0.8125,-1.5,0.299072,0.25769000000000003,-0.532166,-0.749023,-0.809489,-0.06777230000000001,1.26457,0.07226560000000001,-0.763184,0.7045899999999999,Enter
9061465,0.4375,-0.625,0.0625,0.299133,0.25769000000000003,-0.532166,-0.748962,-0.80958,-0.06767569999999999,1.2645600000000001,0.057128899999999996,-0.747559,0.6875,Enter
9083045,-2.0625,-0.75,3.5625,0.29980500000000004,0.257874,-0.532532,-0.748352,-0.811008,-0.0666988,1.26559,0.0561523,-0.770508,0.6967770000000001,Enter
9097974,-1.625,2.375,4.8125,0.300598,0.257385,-0.5330199999999999,-0.7478640000000001,-0.811767,-0.0645734,1.2662,0.0512695,-0.731934,0.687988,Enter
9121143,-0.1875,0.9375,1.0625,0.300842,0.256958,-0.533203,-0.747803,-0.811638,-0.0635304,1.2661799999999999,0.04199219999999999,-0.72168,0.696289,Enter
9143143,3.625,-0.6875,-0.9375,0.300415,0.256897,-0.5332640000000001,-0.7479859999999999,-0.8108310000000001,-0.0639531,1.26625,0.0678711,-0.754883,0.692383,Enter
9158487,9.5,-2.0625,1.1875,0.299011,0.256348,-0.533875,-0.7482300000000001,-0.807661,-0.0643895,1.2670000000000001,0.0786133,-0.751953,0.702637,Enter
9180996,15.6875,-0.9375,0.0625,0.297546,0.25549299999999997,-0.534424,-0.748718,-0.804008,-0.064598,1.26731,0.0634766,-0.736816,0.6132810000000001,Enter
9204143,1.625,3.25,7.5,0.29675300000000004,0.254761,-0.5351560000000001,-0.748779,-0.801702,-0.0639443,1.26819,0.14746099999999998,-0.706543,0.7773439999999999,Enter
9219106,-10.8125,6.4375,8.875,0.29895,0.25354,-0.5358890000000001,-0.747803,-0.8039270000000001,-0.0588217,1.26863,0.00048828099999999997,-0.627441,0.695313,Enter
9240999,-17.875,3.5,2.5625,0.30194099999999996,0.254578,-0.5352779999999999,-0.7466430000000001,-0.810459,-0.0569432,1.26839,0.046875,-0.780762,0.7226560000000001,Enter
9263010,2.4375,3.0,-1.375,0.30188000000000004,0.254272,-0.5349729999999999,-0.74707,-0.809963,-0.056954399999999995,1.2674,0.07617189999999999,-0.7460939999999999,0.6914060000000001,Enter
9278135,10.375,1.625,-1.625,0.300171,0.25317399999999995,-0.535095,-0.7479859999999999,-0.805508,-0.0575326,1.26647,0.0795898,-0.695313,0.7070310000000001,Enter
9301195,7.375,-2.0625,-3.4375,0.298523,0.25293000000000004,-0.535095,-0.748779,-0.8023399999999999,-0.0593354,1.2662,0.0766602,-0.6938479999999999,0.708008,Enter
9323137,3.875,-3.375,-1.125,0.297546,0.25311300000000003,-0.5352779999999999,-0.748962,-0.800894,-0.0606408,1.26678,0.0688477,-0.721191,0.7016600000000001,Enter
9346103,-0.75,-0.875,0.0625,0.297546,0.253052,-0.5352779999999999,-0.748962,-0.800804,-0.0605492,1.26671,0.052246100000000004,-0.736816,0.7202149999999999,Enter
9361533,-2.6875,0.8125,1.0625,0.29834,0.25299099999999997,-0.535339,-0.748596,-0.802092,-0.0593846,1.2667899999999999,0.033691399999999996,-0.745117,0.702148,Enter
