timestamp,gyro_x,gyro_y,gyro_z,orin_x,orin_y,orin_z,orin_w,roll,pitch,yaw,acc_x,acc_y,acc_z,Key
11947574,1.375,-1.5625,-2.125,0.285889,0.20575,-0.46521,-0.812134,-0.717251,-0.0682487,1.06602,0.07910160000000001,-0.6601560000000001,0.775879,Right
11969791,2.4375,-0.8125,-2.3125,0.285156,0.20575,-0.465027,-0.8125,-0.715902,-0.0691875,1.0656,0.0786133,-0.650879,0.77832,Right
11985786,2.375,-2.4375,-3.0,0.284302,0.205994,-0.464844,-0.812866,-0.714616,-0.0706375,1.0654,0.0776367,-0.645996,0.775879,Right
12007806,1.125,-5.25,-5.0625,0.28381300000000004,0.207092,-0.464355,-0.813049,-0.714946,-0.0732372,1.0653,0.0766602,-0.68457,0.741699,Right
12030830,6.3125,-5.625,-8.375,0.282166,0.207947,-0.46362299999999995,-0.813782,-0.7128399999999999,-0.07688539999999999,1.0643799999999999,0.0864258,-0.656738,0.7460939999999999,Right
12048811,11.6875,-4.0,-2.6875,0.279907,0.20788600000000002,-0.46374499999999996,-0.8145140000000001,-0.708659,-0.07912310000000003,1.06449,0.104004,-0.65918,0.776367,Right
12068151,2.5,-1.4375,-0.5625,0.27948,0.207825,-0.46386700000000003,-0.814575,-0.707805,-0.0793778,1.06466,0.0727539,-0.65918,0.766602,Right
12090096,-0.25,-0.1875,-1.125,0.279175,0.20770300000000005,-0.4638060000000001,-0.814758,-0.70711,-0.07957289999999999,1.0644200000000001,0.0742188,-0.625,0.7753909999999999,Right
12104819,-4.375,1.25,-0.125,0.279846,0.20770300000000005,-0.46362299999999995,-0.8146359999999999,-0.7083229999999999,-0.079,1.06405,0.0717773,-0.657227,0.7875979999999999,Right
12128187,-0.125,0.3125,-0.5625,0.279846,0.20770300000000005,-0.46362299999999995,-0.8146359999999999,-0.7083229999999999,-0.079,1.06405,0.08007810000000001,-0.673828,0.780762,Right
12150915,2.5,-1.0,-0.5,0.279053,0.207581,-0.46368400000000004,-0.81488,-0.70673,-0.0796061,1.06403,0.08789060000000001,-0.62793,0.7773439999999999,Right
12166110,2.1875,0.1875,1.375,0.278442,0.207275,-0.46392799999999995,-0.815063,-0.7053020000000001,-0.0796147,1.06427,0.09716799999999999,-0.638184,0.7875979999999999,Right
12188109,-1.375,2.125,3.3125,0.278748,0.207031,-0.464233,-0.814819,-0.705591,-0.07865939999999999,1.06472,0.09570310000000001,-0.661133,0.7875979999999999,Right
12209861,-1.9375,4.4375,4.125,0.279358,0.206238,-0.4646,-0.8146359999999999,-0.705842,-0.076513,1.0648600000000001,0.0786133,-0.6601560000000001,0.804199,Right
