,gyro_x,gyro_y,gyro_z,orin_x,orin_y,orin_z,orin_w,roll,pitch,yaw,acc_x,acc_y,acc_z,Key
1724,-0.9375,-3.75,1.875,0.299194,0.180115,-0.381348,-0.855957,-0.709766,-0.0802329,0.868027,0.07714839999999999,-0.6503909999999999,0.7719729999999999,Left
1728,-1.3125,-3.9375,1.4375,0.299194,0.180725,-0.381714,-0.8556520000000001,-0.71037,-0.0809507,0.8692840000000001,0.08105470000000001,-0.663574,0.765625,Left
1732,0.0,-2.0625,1.375,0.299133,0.18090799999999999,-0.38208000000000003,-0.855469,-0.710453,-0.0810255,0.870186,0.078125,-0.664551,0.7695310000000001,Left
1736,1.125,-1.0625,0.9375,0.29882800000000004,0.180847,-0.382324,-0.855469,-0.70982,-0.0810083,0.8706139999999999,0.0766602,-0.6523439999999999,0.7719729999999999,Left
1740,0.125,-0.6875,0.1875,0.29882800000000004,0.180786,-0.382324,-0.855469,-0.709756,-0.0809035,0.870556,0.08154299999999999,-0.65332,0.7719729999999999,Left
1744,0.0625,-2.875,1.4375,0.298645,0.181091,-0.382751,-0.8552860000000001,-0.709731,-0.08124529999999999,0.871684,0.0776367,-0.652832,0.763184,Left
1748,-0.5,-4.0625,1.875,0.298462,0.181641,-0.383179,-0.855042,-0.709937,-0.08198380000000001,0.8730129999999999,0.0854492,-0.6469729999999999,0.7592770000000001,Left
1752,-0.25,-2.9375,1.25,0.29834,0.182068,-0.38354499999999997,-0.854858,-0.710154,-0.08252469999999999,0.8741329999999999,0.0883789,-0.6625979999999999,0.7670899999999999,Left
1756,-0.375,-1.0625,0.75,0.29834,0.182251,-0.383667,-0.854736,-0.710327,-0.0827211,0.874524,0.0859375,-0.65918,0.763184,Left
1760,-0.3125,0.5625,0.25,0.29834,0.182251,-0.383667,-0.854736,-0.710327,-0.0827211,0.874524,0.07617189999999999,-0.657227,0.7695310000000001,Left
1764,-0.625,0.5,-0.125,0.29834,0.18219000000000002,-0.383667,-0.854736,-0.710262,-0.08261639999999999,0.874466,0.0820313,-0.6601560000000001,0.774414,Left
1768,-0.125,0.75,-0.0625,0.29834,0.18219000000000002,-0.383667,-0.8547969999999999,-0.71029,-0.0826387,0.8744959999999999,0.08251950000000001,-0.6523439999999999,0.7797850000000001,Left
1772,0.6875,0.875,-0.5625,0.298279,0.18219000000000002,-0.383667,-0.8547969999999999,-0.710163,-0.0826857,0.874482,0.0805664,-0.659668,0.7714840000000001,Left
1776,0.6875,-2.0625,0.375,0.298035,0.182312,-0.383911,-0.854736,-0.709824,-0.0829147,0.875067,0.0776367,-0.656738,0.7797850000000001,Left
1780,0.375,-5.0,1.0625,0.297668,0.182861,-0.384399,-0.8545530000000001,-0.709699,-0.0837803,0.876525,0.07910160000000001,-0.655273,0.764648,Left
1784,0.8125,-7.0625,2.4375,0.297119,0.18365499999999998,-0.385193,-0.854248,-0.709485,-0.0849794,0.8788090000000001,0.08154299999999999,-0.6606449999999999,0.780273,Left
1788,3.3125,-3.125,-0.9375,0.296143,0.183838,-0.385315,-0.8544309999999999,-0.707769,-0.0860435,0.879122,0.0898438,-0.647949,0.783691,Left
1792,1.5625,0.6875,-0.1875,0.295837,0.183594,-0.385315,-0.854614,-0.706958,-0.0859282,0.878909,0.08789060000000001,-0.655273,0.789551,Left
1796,0.4375,-2.375,1.0625,0.29577600000000004,0.183777,-0.385681,-0.8544309999999999,-0.707046,-0.0860046,0.879815,0.078125,-0.664063,0.7592770000000001,Left
1800,0.875,-2.875,0.3125,0.295593,0.184265,-0.385864,-0.854309,-0.7071850000000001,-0.08683010000000001,0.8805930000000001,0.09179689999999999,-0.666504,0.760742,Left
1804,2.5,-1.3125,0.6875,0.295105,0.184204,-0.386108,-0.8543700000000001,-0.706203,-0.0869816,0.881009,0.0883789,-0.658691,0.7768550000000001,Left
1808,3.3125,0.0,-2.0,0.294373,0.184021,-0.385925,-0.854736,-0.7046020000000001,-0.0874788,0.880425,0.09033200000000001,-0.6235350000000001,0.760742,Left
1812,-0.375,0.5625,-2.1875,0.29425,0.184082,-0.38555900000000004,-0.8549190000000001,-0.704393,-0.08796210000000002,0.879707,0.09033200000000001,-0.635742,0.763184,Left
1816,-1.5,-0.5,-1.1875,0.294373,0.184204,-0.385376,-0.8549190000000001,-0.704725,-0.0881854,0.879432,0.08398439999999999,-0.6499020000000001,0.7695310000000001,Left
1820,-0.125,-0.8125,-0.375,0.294373,0.184204,-0.385376,-0.8549190000000001,-0.704725,-0.0881854,0.879432,0.08935549999999999,-0.6625979999999999,0.7753909999999999,Left
1824,1.25,0.3125,0.1875,0.294189,0.184082,-0.385437,-0.85498,-0.70426,-0.088104,0.879443,0.0898438,-0.6601560000000001,0.779297,Left
1828,1.25,1.1875,-0.125,0.294006,0.183777,-0.385437,-0.8551639999999999,-0.703637,-0.08778939999999999,0.879202,0.08935549999999999,-0.648926,0.77832,Left
1832,0.75,2.4375,0.375,0.294006,0.18335,-0.385376,-0.8552860000000001,-0.7032189999999999,-0.0871368,0.878719,0.0913086,-0.650879,0.7670899999999999,Left
1836,1.1875,4.875,1.125,0.29425,0.182678,-0.385254,-0.855408,-0.7030310000000001,-0.0859121,0.877925,0.103027,-0.666992,0.772461,Left
1840,0.375,4.75,2.1875,0.294617,0.181824,-0.385376,-0.855408,-0.702916,-0.0840895,0.8774860000000001,0.08251950000000001,-0.661133,0.772461,Left
1844,3.25,8.0,3.6875,0.294617,0.17999300000000001,-0.385681,-0.8556520000000001,-0.70117,-0.080854,0.87659,0.0756836,-0.674316,0.835449,Left
1848,-1.0625,6.625,1.875,0.295349,0.178345,-0.385803,-0.8556520000000001,-0.7009850000000001,-0.0773859,0.8755040000000001,0.0249023,-0.6132810000000001,0.751953,Left
1852,-4.3125,2.25,-1.25,0.295959,0.178162,-0.385437,-0.8556520000000001,-0.70196,-0.07681669999999999,0.8746360000000001,0.06689450000000001,-0.619629,0.7592770000000001,Left
1856,-0.0625,-2.375,-1.9375,0.295715,0.17877200000000001,-0.385254,-0.855713,-0.702073,-0.0781836,0.8747590000000001,0.09179689999999999,-0.6391600000000001,0.750488,Left
1860,4.0625,-3.75,-2.9375,0.294617,0.17938199999999999,-0.385071,-0.8560180000000001,-0.700523,-0.0802987,0.874806,0.0961914,-0.621582,0.7441409999999999,Left
1864,3.3125,-2.75,-2.8125,0.293518,0.17993199999999998,-0.384766,-0.8564450000000001,-0.698932,-0.08242519999999999,0.8745780000000001,0.10986300000000002,-0.62793,0.7695310000000001,Left
1868,-2.6875,-2.5625,0.0625,0.29388400000000003,0.180481,-0.384827,-0.85614,-0.700152,-0.08294,0.8751639999999999,0.07910160000000001,-0.656738,0.765625,Left
1872,-6.0,0.1875,0.3125,0.295105,0.18066400000000002,-0.384766,-0.855713,-0.7026680000000001,-0.0821931,0.875268,0.0629883,-0.685059,0.779297,Left
1876,-2.9375,1.125,0.375,0.295898,0.180542,-0.384705,-0.855469,-0.704059,-0.08131870000000001,0.875077,0.062011699999999996,-0.679199,0.773926,Left
1880,-0.3125,1.5,-0.1875,0.295898,0.180298,-0.384644,-0.855591,-0.7038399999999999,-0.08098,0.87477,0.0854492,-0.6523439999999999,0.791504,Left
