timestamp,gyro_x,gyro_y,gyro_z,orin_x,orin_y,orin_z,orin_w,roll,pitch,yaw,acc_x,acc_y,acc_z,Key
12566463,1.4375,1.0625,1.8125,0.312134,-0.010864299999999999,0.21643099999999998,-0.9249879999999999,-0.626154,-0.11526700000000001,-0.422338,0.102539,-0.599121,0.842773,Forward
12587464,0.1875,1.625,2.125,0.31189,-0.011474600000000001,0.216125,-0.925171,-0.625925,-0.113828,-0.42213900000000004,0.0952148,-0.5996090000000001,0.8422850000000001,Forward
12603465,-0.25,3.375,3.25,0.311584,-0.012573200000000001,0.215637,-0.9253540000000001,-0.625741,-0.11133900000000001,-0.4218520000000001,0.08398439999999999,-0.6079100000000001,0.854492,Forward
12626467,3.0,7.375,3.6875,0.310608,-0.014099100000000003,0.21539299999999997,-0.9257200000000001,-0.624316,-0.10791099999999999,-0.4223770000000001,0.09033200000000001,-0.618164,0.877441,Forward
12647469,3.1875,10.1875,7.3125,0.309875,-0.016357399999999998,0.21466100000000002,-0.9260860000000001,-0.6237159999999999,-0.102921,-0.422339,0.08935549999999999,-0.638672,0.854492,Forward
12663477,3.1875,14.375,8.5,0.308838,-0.0192261,0.21398899999999998,-0.926514,-0.622714,-0.0967002,-0.422807,0.0864258,-0.617676,0.8452149999999999,Forward
12685709,2.0625,18.1875,11.3125,0.3078,-0.0228271,0.213135,-0.927002,-0.6220439999999999,-0.08900169999999999,-0.423365,0.08251950000000001,-0.614746,0.8540040000000001,Forward
12707486,-3.6875,18.875,14.375,0.3078,-0.026977499999999998,0.211731,-0.9272459999999999,-0.623789,-0.0803987,-0.42309399999999997,0.0703125,-0.6308590000000001,0.842773,Forward
12729486,-2.5,21.0,14.75,0.30749499999999996,-0.03125,0.21044899999999997,-0.9274899999999999,-0.624929,-0.071517,-0.423162,0.07617189999999999,-0.612305,0.8276370000000001,Forward
12753470,-6.4375,21.4375,14.75,0.30761700000000003,-0.0357666,0.20916700000000002,-0.927551,-0.627057,-0.0623768,-0.423365,0.060058600000000004,-0.575684,0.800293,Forward
12767721,-10.9375,19.8125,12.25,0.30847199999999997,-0.039856,0.208252,-0.927307,-0.63053,-0.0545893,-0.424021,0.0688477,-0.576172,0.811523,Forward
12790723,-9.25,14.5,12.0625,0.30950900000000003,-0.0428467,0.207092,-0.927124,-0.633971,-0.0487649,-0.42356099999999997,0.08105470000000001,-0.5795899999999999,0.777832,Forward
12804723,-8.0625,10.4375,8.8125,0.310425,-0.04479980000000002,0.20636,-0.9268799999999999,-0.6366930000000001,-0.045085599999999997,-0.423299,0.08398439999999999,-0.5742189999999999,0.773926,Forward
12827725,-3.375,10.125,0.4375,0.310852,-0.0457153,0.207092,-0.926514,-0.6379199999999999,-0.044052600000000004,-0.425271,0.12255899999999999,-0.554199,0.736328,Forward
12849733,1.0,7.6875,6.625,0.31066900000000003,-0.0463257,0.20672600000000002,-0.926636,-0.6378149999999999,-0.0426056,-0.424951,0.12353499999999999,-0.583496,0.776367,Forward
12865744,6.1875,7.125,2.9375,0.30896,-0.0467529,0.206909,-0.927124,-0.634452,-0.041173400000000006,-0.42563599999999996,0.0854492,-0.492188,0.7407229999999999,Forward
12886750,-2.75,-2.3125,-0.6875,0.309082,-0.0458374,0.207092,-0.927063,-0.634301,-0.043042000000000004,-0.42540900000000004,0.08105470000000001,-0.476074,0.723633,Forward
12909744,-2.75,-9.5625,-9.1875,0.309875,-0.043273900000000004,0.208252,-0.9266969999999999,-0.634841,-0.0488802,-0.426058,0.09472660000000001,-0.513672,0.7304689999999999,Forward
12925745,10.1875,-15.875,-13.5,0.308899,-0.0386353,0.209961,-0.9268190000000001,-0.630821,-0.0581304,-0.42658,0.136719,-0.5429689999999999,0.765625,Forward
12946749,18.875,-17.5625,-12.875,0.306274,-0.03332519999999998,0.21160900000000002,-0.927551,-0.62317,-0.0678512,-0.426756,0.152344,-0.5195310000000001,0.8027340000000001,Forward
12968772,10.25,-15.3125,-9.5,0.304749,-0.0292969,0.212585,-0.927917,-0.618318,-0.07527110000000001,-0.426353,0.12207,-0.523926,0.8164060000000001,Forward
12985766,-6.6875,-10.875,-8.375,0.306152,-0.0274048,0.21331799999999998,-0.9273680000000001,-0.620421,-0.0798718,-0.42656700000000003,0.0756836,-0.581543,0.8339840000000001,Forward
13007767,-16.0625,-12.75,-6.8125,0.309753,-0.026184100000000002,0.21344000000000002,-0.926208,-0.627379,-0.0838218,-0.4258,0.04199219999999999,-0.642578,0.795898,Forward
13036771,-9.0,-15.1875,-7.8125,0.312134,-0.024475099999999996,0.213562,-0.925415,-0.6316149999999999,-0.0881346,-0.424807,0.029785200000000005,-0.654297,0.820801,Forward
13045771,0.3125,-10.875,-6.5,0.312866,-0.022644,0.213867,-0.92511,-0.6323770000000001,-0.0920571,-0.424225,0.08300779999999999,-0.680176,0.8657229999999999,Forward
13066830,8.875,-6.25,-4.875,0.311584,-0.021667500000000003,0.21417199999999997,-0.925537,-0.629342,-0.09349360000000001,-0.424371,0.044433600000000004,-0.6264649999999999,0.8588870000000001,Forward
