timestamp,gyro_x,gyro_y,gyro_z,orin_x,orin_y,orin_z,orin_w,roll,pitch,yaw,acc_x,acc_y,acc_z,Key
12263662,-1.375,2.4375,1.5,0.302368,0.181946,-0.391418,-0.849915,-0.71833,-0.0726357,0.890516,0.0756836,-0.6518550000000001,0.753418,Left
12279434,-3.0625,2.4375,2.875,0.30304000000000003,0.18158,-0.391663,-0.8496090000000001,-0.719263,-0.07122510000000001,0.8907309999999999,0.0649414,-0.655273,0.755371,Left
12301435,-3.4375,2.8125,3.625,0.303833,0.181091,-0.391968,-0.8493040000000001,-0.720337,-0.06947360000000001,0.890999,0.0644531,-0.6577149999999999,0.757813,Left
12323743,-4.3125,2.4375,3.8125,0.304688,0.180725,-0.392334,-0.848877,-0.72163,-0.06780010000000003,0.891475,0.06152340000000001,-0.6601560000000001,0.758301,Left
12339437,-5.4375,2.5,3.5,0.305725,0.180481,-0.392578,-0.84845,-0.723403,-0.0662645,0.8918280000000001,0.0649414,-0.670898,0.7700199999999999,Left
12368578,-5.75,2.5,4.9375,0.306824,0.180115,-0.393005,-0.8479610000000001,-0.725195,-0.0643384,0.8924690000000001,0.0639648,-0.6660159999999999,0.768555,Left
12383572,-5.25,1.5625,5.6875,0.3078,0.17981,-0.393677,-0.8473510000000001,-0.726808,-0.0624166,0.8936379999999999,0.0571289,-0.672363,0.770508,Left
12399572,-4.1875,1.5,6.375,0.308533,0.179565,-0.394409,-0.846802,-0.728021,-0.0607738,0.8949799999999999,0.06689450000000001,-0.6621090000000001,0.762207,Left
12421574,-4.25,2.5,7.5,0.30932600000000005,0.178955,-0.395264,-0.846252,-0.729002,-0.0583847,0.8962700000000001,0.0610352,-0.637695,0.7460939999999999,Left
12443580,-7.0625,3.0,7.8125,0.310547,0.178528,-0.396057,-0.84552,-0.730971,-0.0559383,0.897597,0.0600586,-0.6362300000000001,0.742676,Left
12459586,-8.3125,3.4375,8.875,0.312256,0.178223,-0.396851,-0.844543,-0.733979,-0.053220800000000006,0.899028,0.06152340000000001,-0.6621090000000001,0.732422,Left
12481587,-7.6875,3.4375,10.25,0.313782,0.177612,-0.397949,-0.843567,-0.736359,-0.0499381,0.900828,0.0522461,-0.658691,0.748047,Left
12504589,-9.8125,2.8125,11.4375,0.31567399999999995,0.177124,-0.399231,-0.842407,-0.7396010000000001,-0.0463842,0.903155,0.0385742,-0.668945,0.75293,Left
12519589,-11.4375,1.875,12.5,0.31781,0.176819,-0.400696,-0.840942,-0.7434569999999999,-0.0427116,0.905978,0.0400391,-0.6835939999999999,0.7539060000000001,Left
12542786,-11.25,2.25,11.5625,0.319946,0.176636,-0.401917,-0.8396,-0.747438,-0.0394334,0.908414,0.0400391,-0.6933590000000001,0.7539060000000001,Left
12564774,-10.9375,1.5,11.5,0.32196,0.176453,-0.403198,-0.8382569999999999,-0.751181,-0.036205400000000006,0.910964,0.0317383,-0.6914060000000001,0.74707,Left
12579762,-10.3125,0.75,11.625,0.32373,0.17639200000000002,-0.404541,-0.8369139999999999,-0.7545569999999999,-0.033330900000000004,0.913718,0.0400391,-0.686523,0.7456050000000001,Left
12601790,-10.125,-0.625,12.5,0.325439,0.17639200000000002,-0.406128,-0.8355100000000001,-0.757905,-0.0304186,0.917051,0.0292969,-0.686523,0.743164,Left
12624569,-9.25,-1.375,12.8125,0.326965,0.17639200000000002,-0.407837,-0.8341059999999999,-0.760897,-0.0275652,0.920629,0.0239258,-0.689453,0.745117,Left
12639570,-11.0625,-1.6875,14.0625,0.328857,0.17639200000000002,-0.409729,-0.8323969999999999,-0.7645649999999999,-0.0241733,0.924559,0.0078125,-0.695801,0.739258,Left
12661364,-12.25,-1.375,13.875,0.330933,0.176697,-0.411438,-0.8306879999999999,-0.768904,-0.0212451,0.928402,0.0268555,-0.71582,0.739258,Left
12684366,-11.625,-0.0625,12.375,0.333069,0.177124,-0.4127810000000001,-0.829102,-0.773473,-0.0187399,0.931591,0.03613280000000002,-0.737793,0.730957,Left
12699367,-10.3125,0.375,11.9375,0.3349,0.177124,-0.414124,-0.8276370000000001,-0.776993,-0.0158095,0.934365,0.0185547,-0.725586,0.741211,Left
12721369,-9.3125,-1.125,12.625,0.336548,0.177063,-0.415833,-0.8261719999999999,-0.7801520000000001,-0.0126742,0.937892,0.00390625,-0.721191,0.742188,Left
12744657,-9.375,-2.125,12.25,0.338074,0.17718499999999998,-0.41748,-0.8246459999999999,-0.783207,-0.0099517,0.941402,0.0,-0.7250979999999999,0.736816,Left
12760140,-8.375,-3.375,10.875,0.339294,0.177795,-0.418884,-0.8233030000000001,-0.786176,-0.00850896,0.944849,0.0268555,-0.7436520000000001,0.741211,Left
12780972,-5.4375,-3.4375,10.625,0.339966,0.178223,-0.4204100000000001,-0.8221440000000001,-0.787898,-0.00719911,0.948383,0.027832,-0.735352,0.736328,Left
12803973,-4.3125,-3.25,10.6875,0.34057600000000005,0.178284,-0.421997,-0.821045,-0.789133,-0.00531357,0.951722,0.000488281,-0.718262,0.7304689999999999,Left
12819137,-4.625,-3.5,9.625,0.341125,0.178345,-0.423523,-0.820068,-0.790281,-0.00356079,0.954971,-0.00341797,-0.706055,0.7285159999999999,Left
12848985,-6.0,-4.0625,7.75,0.34198,0.179077,-0.424622,-0.81897,-0.7926529999999999,-0.00289336,0.957887,0.0126953,-0.733887,0.7045899999999999,Left
12864492,-6.5,-4.5625,6.1875,0.342896,0.180298,-0.425415,-0.817932,-0.7956529999999999,-0.00319699,0.960618,0.0351563,-0.742676,0.6914060000000001,Left
12879493,-5.0625,-4.5625,6.5,0.34362800000000004,0.181152,-0.426331,-0.816956,-0.797922,-0.00298864,0.963271,0.015625,-0.737305,0.685547,Left
12901495,-4.9375,-5.25,6.25,0.344238,0.181641,-0.42749,-0.815979,-0.799589,-0.00211287,0.966111,-0.018066400000000003,-0.724121,0.7075199999999999,Left
12925496,-4.875,-5.5,4.75,0.344727,0.182556,-0.428345,-0.815125,-0.801457,-0.00228837,0.968699,0.00146484,-0.74707,0.7172850000000001,Left
12939495,-3.75,-4.9375,4.4375,0.345032,0.18335,-0.429077,-0.814392,-0.8028310000000001,-0.00254646,0.970906,0.012207,-0.7558590000000001,0.720703,Left
